month	ct_avg_Tdx收盘价	人均持股
2002-12	2.87	4288	
2003-03	2.94	4881	
2003-06	3.29	9950	
2003-09	3.15	10820	
2003-12	3.8	11095	
2004-03	4.79	8232	
2004-06	3.74	8017	
2004-09	3.32	9738	
2004-12	3	8919	
2005-03	2.96	8956	
2005-06	2.61	9593	
2005-09	2.65	10050	
2005-12	2.74	11233	
2006-03	2.71	11013	
2006-06	2.41	12270	
2006-09	2.42	14951	
2006-12	3.94	13224	
2007-03	5.28	10718	
2007-06	5.77	8712	
2007-09	8.68	10436	
2007-12	10.52	8553	
2008-03	9.48	6059	
2008-06	7.36	6573	
2008-09	4.73	7138	
2008-12	5.47	7300	
2009-03	5.28	7958	
2009-06	6.56	17873	
2009-09	6.63	18127	
2009-12	6.81	18999	
2010-03	6.47	18329	
2010-06	5.16	18125	
2010-09	5.06	19099	
2010-12	5.43	21357	
2011-03	5.83	23374	
2011-06	5.42	24883	
2011-09	5.13	25702	
2011-12	5.09	26831	
2012-03	4.56	23593	
2012-06	3.91	23784	
2012-09	3.69	24400	
2012-12	3.38	24651	
2013-03	3.47	24866	
2013-06	3.44	25725	
2013-09	3.33	25922	
2013-12	3.3	26212	
2014-03	3.13	26521	
2014-06	3.19	27748	
2014-09	3.55	29428	
2014-12	4.56	30029	
2015-03	5.4	29511	
2015-06	8.7	23304	
2015-09	6.21	28736	
2015-12	6.24	32431	
2016-03	4.34	32082	
2016-06	3.88	32384	
2016-09	4.17	34799	
2016-12	7.15	33218	
2017-02	6.72	33449	
2017-03	7.5	36101	
2017-09	7.54	26924	
2017-12	6.79	25568	
2018-03	6.1	25370	
2018-06	5.17	28542	
2018-09	5.53	29335	
2018-12	5.25	30391	
2019-03	6.88	31200	
2019-06	6.17	30905	
2019-09	6.19	32574	
2019-12	5.75	33145	
2020-03	5.45	32357	
2020-06	4.96	32367	
2020-09	5.03	34121	
2020-12	4.65	48042	
2021-02	4.22	47612	
2021-03	4.39	47926	
2021-06	4.41	51854	
2021-09	4.22	51744	
2021-12	3.93	51847	
2022-03	3.67	52608	
2022-06	3.48	53818	
2022-09	3.48	55946	
2022-12	4.79	55984	
2023-03	5.78	49268	
2023-06	5.03	51135	
2023-09	5.12	52046	
2023-12	4.34	52483	
2024-03	4.7	55722	
2024-06	4.54	57629	
2024-09	4.65	62372	
