month	ct_avg_前复权价格	人均持股
2000-12	1.02	1059	
2001-07	1.12	2579	
2001-12	0.81	1863	
2002-06	0.73	2005	
2002-09	0.75	2041	
2002-12	0.62	2066	
2003-03	0.64	2155	
2003-06	0.77	2385	
2003-09	0.66	2427	
2003-12	0.86	2633	
2004-03	1.05	3814	
2004-06	1.04	4549	
2004-09	1.14	5793	
2004-12	1.42	9734	
2005-03	1.42	10081	
2005-06	1.04	10243	
2005-09	1.03	10253	
2005-12	0.98	10900	
2006-03	1.22	8590	
2006-06	1.55	6751	
2006-09	1.33	6121	
2006-12	1.61	6906	
2007-03	2.72	5807	
2007-06	4.96	12958	
2007-09	11.6	12419	
2007-12	12.03	10365	
2008-03	8.02	6472	
2008-06	9.98	11320	
2008-09	4.73	13112	
2008-12	4.67	8754	
2009-03	6.19	6977	
2009-06	11.18	8557	
2009-09	13.26	7085	
2009-12	16.55	8885	
2010-03	13.6	5950	
2010-06	11.4	6796	
2010-09	11	5583	
2010-12	13.61	5255	
2011-03	14.57	5847	
2011-06	12.53	5121	
2011-09	11.4	5061	
2011-12	8.7	5048	
2012-03	8.94	5108	
2012-06	8.9	5313	
2012-09	7.17	11204	
2012-12	6.93	11687	
2013-03	6.75	11405	
2013-06	5.17	11634	
2013-09	4.68	11739	
2013-12	4.14	12076	
2014-03	2.95	12436	
2014-06	2.93	12728	
2014-09	3.43	12985	
2014-12	4.34	13713	
2015-03	4.45	14350	
2015-06	5.83	15185	
2015-09	3.09	17437	
2015-12	3.35	19221	
2016-03	4.37	18297	
2016-06	4.23	21559	
2016-09	5.31	21417	
2016-12	5.15	20292	
2017-03	5.18	22200	
2017-04	5.27	23609.5	
2017-06	4.45	21400	
2017-08	5.87	22324	
2017-09	6.26	20053.67	
2017-12	5.31	21177	
2018-03	4.82	20313	
2018-04	4.31	20468.5	
2018-05	4.42	20513.5	
2018-06	4.3	20590.33	
2018-07	3.77	20732.5	
2018-08	3.81	20532	
2018-09	3.6	20857.5	
2018-10	3.61	20839	
2018-11	3.55	20724	
2018-12	3.32	20703	
2019-01	3.06	20742	
2019-03	3.54	21047	
2019-06	3.51	22420	
2019-08	3.51	22944	
2019-09	3.56	23028.33	
2019-10	3.45	22982.33	
2019-11	3.35	23064.5	
2019-12	3.43	23712	
2020-03	2.96	24277	
2020-05	2.8	24287	
2020-06	2.87	28045	
2020-09	3.35	32142	
2020-10	3.78	30146	
2020-11	4.09	31121.33	
2020-12	4.38	30894	
2021-03	4.01	32464	
2021-06	6.3	33518	
2021-07	6.31	33492.5	
2021-08	7.23	34292	
2021-09	10.46	26376	
2021-10	8.25	23406	
2021-11	6.82	22158	
2021-12	6.72	21918	
2022-02	7.69	28129.5	
2022-03	9.18	32389	
2022-04	10.42	36306	
2022-05	10.39	33316	
2022-06	11.26	27843	
2022-07	10.18	25945	
2022-09	11.81	33628	
2022-10	11.07	27744	
2022-11	10.36	29129	
2022-12	10.5	28485.5	
2023-03	9.8	25732	
2023-05	8.79	25317	
2023-06	8.58	26278	
2023-08	8.09	24182	
2023-09	9.39	29891	
2023-10	8.99	29219	
2023-11	8.69	32554	
2023-12	9.5	37790	
2024-01	9.97	41326.5	
2024-02	10.79	45021	
2024-03	10.43	40267.5	
2024-04	10.28	42424.5	
2024-05	10.53	44850	
2024-06	10.29	45736.25	
2024-07	9.17	43130.67	
2024-08	8.28	41102	
2024-09	8.08	40042	
2024-10	8.98	36699.33	
2024-11	8.72	32520	
