month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2002-03	4.74	1.35	
2002-04	5.07	1.45	
2002-05	4.77	1.26	
2002-06	4.65	1.16	
2002-07	4.48	1.06	
2002-08	4.51	1.03	
2002-09	4.42	0.96	
2002-10	4.42	0.92	
2002-11	4.47	0.91	
2002-12	4.19	0.76	
2003-01	4.13	0.71	
2003-02	3.84	0.57	
2003-03	3.6	0.45	
2003-04	3.65	0.45	
2003-05	3.47	0.37	
2003-06	3.51	0.37	
2003-07	3.47	0.33	
2003-08	3.53	0.34	
2003-09	3.72	0.4	
2003-10	3.65	0.36	
2003-11	3.53	0.3	
2003-12	3.69	0.34	
2004-01	3.75	0.35	
2004-02	4.11	0.46	
2004-03	4.16	0.46	
2004-04	4.35	0.51	
2004-05	4.09	0.4	
2004-06	4.19	0.42	
2004-07	4.58	0.52	
2004-08	4.57	0.5	
2004-09	4.67	0.51	
2004-10	5.38	0.71	
2004-11	5.34	0.68	
2004-12	5.03	0.56	
2005-01	5.32	0.63	
2005-02	5.65	0.71	
2005-03	6.22	0.85	
2005-04	7.35	1.15	
2005-05	7.27	1.09	
2005-06	7.28	1.06	
2005-07	7.05	0.96	
2005-08	7.2	0.97	
2005-09	7.84	1.11	
2005-10	7.97	1.1	
2005-11	7.59	0.97	
2005-12	7.76	0.98	
2006-01	8.18	1.05	
2006-02	8.96	1.2	
2006-03	10.29	1.47	
2006-04	13.43	2.14	
2006-05	15.14	2.43	
2006-06	15.48	2.4	
2006-07	15.21	2.24	
2006-08	14.07	1.93	
2006-09	14.97	2.03	
2006-10	15.7	2.1	
2006-11	15.53	1.98	
2006-12	19.73	2.67	
2007-01	25.44	3.53	
2007-02	25.28	3.32	
2007-03	22.97	2.79	
2007-04	25.32	3.02	
2007-05	27.98	3.27	
2007-06	29.27	3.28	
2007-07	28.87	3.06	
2007-08	30.38	3.11	
2007-09	29.46	2.84	
2007-10	27.05	2.41	
2007-11	24.51	2.01	
2007-12	26.66	2.18	
