month	ct_avg_前复权价格	股东人数
1998-12	0.88	28312	
1999-06	0.85	25830	
1999-12	0.92	20128	
2000-06	1.26	14992	
2000-12	1.46	18135	
2001-12	1.17	22418	
2002-06	1.16	21822	
2002-09	1.25	26117	
2002-12	0.98	25158	
2003-03	1.11	25100	
2003-06	1.31	19739	
2003-09	1.09	19727	
2003-12	1.08	21425	
2004-03	1.17	24668	
2004-06	0.92	23146	
2004-09	0.83	24003	
2004-12	0.81	24051	
2005-03	0.8	24730	
2005-06	0.82	21742	
2005-09	0.99	24878	
2005-12	0.79	22489	
2006-03	1.02	21604	
2006-06	1.58	26984	
2006-09	1.59	37604	
2006-12	2.33	40849	
2007-03	3.92	33114	
2007-06	5.59	54530	
2007-09	7.09	57894	
2007-12	6.11	60142	
2008-03	6.09	63848	
2008-06	3.3	75926	
2008-09	2.92	89522	
2008-12	2.85	90599	
2009-03	3.6	75605	
2009-06	3.99	62670	
2009-09	4.64	61839	
2009-12	5.46	71278	
2010-03	4.94	83256	
2010-06	3.7	85167	
2010-09	5.19	65629	
2010-12	9.29	41747	
2011-03	8.91	52832	
2011-06	8.5	44872	
2011-09	8.98	37772	
2011-12	8.02	38149	
2012-03	7.89	41020	
2012-06	6.83	47975	
2012-09	5.99	51577	
2012-12	5.24	53521	
2013-03	5.89	58628	
2013-06	4.91	61851	
2013-09	5.26	59375	
2013-12	6.38	50023	
2014-03	5.29	54670	
2014-06	5.36	51386	
2014-09	6.57	44086	
2014-12	6.93	59070	
2015-03	9.01	64115	
2015-06	10.74	79970	
2015-09	8.97	71132	
2015-12	8.97	71088	
2016-03	7.46	87220	
2016-06	8.18	82779	
2016-09	7.98	88160	
2016-12	8.03	99357	
2017-03	7.91	95251	
2017-06	7.85	93001	
2017-09	7.74	109110	
2017-12	7.83	101399	
2018-03	7.78	98269	
2018-05	7.48	95000	
2018-06	6.94	93516.5	
2018-07	6.71	92500	
2018-08	6.64	89500	
2018-09	6.31	89475	
2018-10	6.23	90000	
2018-11	6.96	86000	
2018-12	7.74	78833.75	
2019-01	8.2	76500	
2019-02	9.88	72500	
2019-03	13.56	74938.25	
2019-04	15.76	71666.67	
2019-05	18.66	86000	
2019-06	19.89	104831	
2019-07	20.22	100250	
2019-08	19.76	100000	
2019-09	19.38	100941.67	
2019-10	20.82	88333.33	
2019-11	23.34	79333.33	
2019-12	21.04	90777.67	
2020-01	21.4	89000	
2020-02	22.16	80333.33	
2020-03	29.86	76970	
2020-04	35.12	86333.33	
2020-05	31.64	100000	
2020-06	30.18	113327	
2020-07	34.03	115333.33	
2020-08	38.1	106666.67	
2020-09	34.25	122963.33	
2020-10	30.06	147500	
2020-11	28.02	157000	
2020-12	25.29	188989	
2021-01	24.84	215000	
2021-02	25.91	191000	
2021-03	23.04	208735.33	
2021-04	19.22	219000	
2021-05	16.69	216666.67	
2021-06	15.36	249168	
2021-07	13.69	260000	
2021-08	12.54	264000	
2021-09	13.56	274139	
2021-10	15.38	272500	
2021-11	16.32	281500	
2021-12	15.56	266722	
2022-01	17.82	230000	
2022-02	17.45	220333.33	
2022-03	17.13	209816.5	
2022-04	16.65	203566.67	
2022-05	15.11	232466.67	
2022-06	16.12	233571.33	
2022-07	17.81	203666.67	
2022-08	16.38	219333.33	
2022-09	15.77	223109	
2022-10	15	230000	
2022-11	14.3	231000	
2022-12	14.15	236735.25	
2023-01	13.67	242000	
2023-02	14.13	241000	
2023-03	13.9	236647	
2023-04	14.36	214258.33	
2023-05	13.04	219391.5	
2023-06	12.52	220499.67	
2023-07	12.68	221170	
2023-08	12.67	221500	
2023-09	12.2	220451	
2023-12	9.89	223386.5	
2024-01	9.25	219000	
2024-02	9.12	216755	
2024-03	9.77	216187	
2024-04	9.86	215000	
2024-05	10.53	209156.67	
2024-06	10.17	204869	
2024-07	9.98	203200	
2024-08	10	200000	
2024-09	9.35	199869.33	
2024-10	10.32	196700	
2024-11	10.51	190666.67	
2024-12	10.07	192333.33	
2025-01	9.17	191000	
