month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2002-05	2.01	1.79	
2002-06	1.75	1.43	
2002-07	1.81	1.48	
2002-08	1.79	1.42	
2002-09	1.74	1.32	
2002-10	1.61	1.12	
2002-11	1.5	0.95	
2002-12	1.55	0.99	
2003-01	1.74	1.23	
2003-02	1.92	1.4	
2003-03	1.9	1.35	
2003-04	2.06	1.51	
2003-05	1.9	1.29	
2003-06	1.93	1.3	
2003-07	1.85	1.18	
2003-08	1.83	1.13	
2003-09	1.71	0.97	
2003-10	1.65	0.88	
2003-11	1.53	0.74	
2003-12	1.6	0.82	
2004-01	1.79	1.01	
2004-02	2	1.22	
2004-03	2.11	1.29	
2004-04	2.66	1.86	
2004-05	2.3	1.42	
2004-06	2.1	1.19	
2004-07	2.04	1.08	
2004-08	2.05	1.07	
2004-09	2.13	1.13	
2004-10	2.52	1.47	
2004-11	2.51	1.41	
2004-12	2.49	1.35	
2005-01	2.36	1.21	
2005-02	2.57	1.36	
2005-03	2.54	1.29	
2005-04	2.5	1.21	
2005-05	1.97	0.73	
2005-06	2.09	0.8	
2005-07	1.98	0.69	
2005-08	2.52	1.14	
2005-09	2.55	1.12	
2005-10	2.51	1.06	
2005-11	2.56	1.06	
2005-12	2.56	1.03	
2006-01	2.77	1.16	
2006-02	2.67	1.05	
2006-03	2.69	1.04	
2006-04	2.9	1.15	
2006-05	2.93	1.14	
2006-06	3.32	1.37	
2006-07	3.87	1.71	
2006-08	3.61	1.49	
2006-09	3.55	1.4	
2006-10	3.57	1.36	
2006-11	3.58	1.34	
2006-12	3.58	1.29	
2007-01	7.26	3.45	
2007-02	13.39	6.65	
2007-03	14.6	6.72	
2007-04	20.79	8.9	
2007-05	29	11.18	
2007-06	29.01	9.87	
2007-07	27.6	8.39	
2007-08	31.06	8.56	
2007-09	29.38	7.3	
2007-10	36.43	8.34	
2007-11	35.07	7.27	
2007-12	33.18	6.26	
2008-01	32.22	5.59	
2008-02	27.86	4.4	
2008-03	22.7	3.22	
2008-04	22.12	2.95	
2008-05	32.22	4.44	
2008-06	30.2	3.86	
2008-07	29.38	3.52	
2008-08	23.14	2.44	
2008-09	20.02	1.89	
2008-10	25.21	2.51	
2008-11	15.78	1.15	
2008-12	10.55	0.42	
2009-01	12.54	0.66	
2009-02	15.71	1.04	
2009-03	15.6	0.98	
2009-04	16.73	1.09	
2009-05	17.05	1.08	
2009-06	20.23	1.41	
2009-07	22.78	1.65	
2009-08	20.24	1.3	
2009-09	17.19	0.92	
2009-10	17.86	0.95	
2009-11	19.18	1.06	
2009-12	22.17	1.32	
2010-01	22.66	1.32	
2010-02	21.4	1.15	
2010-03	21.29	1.09	
2010-04	19.04	0.84	
2010-05	14.45	0.38	
2010-06	13.03	0.23	
2010-07	12.05	0.13	
2010-08	12.72	0.18	
2010-09	11.89	0.09	
2010-10	14.68	0.33	
2010-11	14.12	0.26	
2010-12	12.96	0.15	
2011-01	12.07	0.06	
2011-02	12.79	0.11	
2011-03	13.07	0.13	
2011-04	13.08	0.12	
2011-05	11.75	-0.01	
2011-06	11.18	-0.06	
2011-07	11.55	-0.04	
2011-08	10.56	-0.13	
2011-09	10.42	-0.15	
2011-10	11.42	-0.07	
2011-11	11.39	-0.08	
2011-12	10.18	-0.18	
2012-01	10.24	-0.18	
2012-02	11.25	-0.11	
2012-03	12.05	-0.05	
2012-04	13	0.01	
2012-05	13.15	0.01	
2012-06	13.06	0	
2012-07	12.5	-0.05	
2012-08	11.71	-0.12	
2012-09	11.85	-0.11	
2012-10	12.4	-0.08	
2012-11	11.36	-0.16	
2012-12	12.16	-0.11	
2013-01	13.81	0	
2013-02	16.25	0.17	
2013-03	15.09	0.07	
2013-04	13.68	-0.03	
2013-05	14.92	0.04	
2013-06	14	-0.03	
2013-07	13.61	-0.06	
2013-08	14.94	0.02	
2013-09	16.59	0.12	
2013-10	15.93	0.07	
2013-11	14.96	-0.01	
2013-12	15.44	0.02	
2014-01	14.06	-0.08	
2014-02	13.54	-0.12	
2014-03	12.34	-0.2	
2014-04	12.93	-0.17	
2014-05	12.58	-0.2	
2014-06	12.32	-0.22	
2014-07	12.64	-0.21	
2014-08	13.53	-0.15	
2014-09	13.79	-0.14	
2014-10	13.8	-0.15	
2014-11	16.43	0	
2014-12	27.97	0.69	
2015-01	29.71	0.76	
2015-02	28.81	0.68	
2015-03	29.52	0.7	
2015-04	37.49	1.12	
2015-05	37.55	1.08	
2015-06	34.39	0.89	
2015-07	27.08	0.48	
2015-08	21.02	0.15	
2015-09	17.63	-0.03	
2015-10	20.14	0.11	
2015-11	22.79	0.26	
2015-12	21.69	0.2	
2016-01	17.57	-0.02	
2016-02	17.25	-0.02	
2016-03	18.94	0.08	
2016-04	20.45	0.18	
2016-05	20.31	0.18	
2016-06	20.92	0.22	
2016-07	21.92	0.27	
2016-08	22.07	0.28	
2016-09	22.44	0.31	
2016-10	22.6	0.33	
2016-11	23.68	0.39	
2016-12	22.72	0.34	
2017-01	22.75	0.34	
2017-02	22.43	0.32	
2017-03	21.57	0.27	
2017-04	20.6	0.2	
2017-05	20.77	0.21	
2017-06	21.05	0.22	
2017-07	21.14	0.22	
