month	ct_avg_前复权价格	人均持股
2010-08	0.86	0	
2010-09	0.81	2066	
2010-12	0.78	2769	
2011-03	0.83	3812	
2011-06	0.6	4804	
2011-09	0.59	10968	
2011-12	0.45	9087	
2012-03	0.39	7126	
2012-06	0.33	7691	
2012-09	0.26	5812	
2012-12	0.22	6564	
2013-03	0.26	6740	
2013-06	0.22	7727	
2013-09	0.25	9872	
2013-12	0.25	9579	
2014-03	0.28	12095	
2014-06	0.39	14964	
2014-09	0.48	15713	
2014-12	0.48	17675	
2015-03	0.58	16831	
2015-06	0.81	13917	
2015-09	0.49	18800	
2015-12	0.71	17539	
2016-03	0.57	20273	
2016-06	0.59	20227	
2016-09	0.62	18128	
2016-12	0.65	13972	
2017-03	0.61	13323	
2017-06	0.62	7221	
2017-09	0.49	8659	
2017-12	0.44	18652	
2018-03	0.45	20639	
2018-06	0.45	23291	
2018-09	0.44	23485	
2018-12	0.34	13653	
2019-03	0.45	16822	
2019-06	0.45	19217	
2019-09	0.46	18176	
2019-12	0.41	18523	
2020-03	0.52	15427	
2020-06	0.56	17783	
2020-09	1.01	13101	
2020-12	1.38	8254	
2021-03	1.03	6889	
2021-06	1.43	18837	
2021-09	2.4	13954	
2021-12	3.28	19270	
2022-03	3.2	13979	
2022-06	3.69	21259	
2022-09	3.4	16664	
2022-12	2.91	34350	
2023-03	2.93	33734	
2023-06	2.79	51185	
2023-09	1.81	23628	
2023-12	1.37	21194	
2024-03	1.35	17843	
2024-06	0.99	18135	
2024-09	0.78	18929	
