month	ct_avg_前复权价格	股东人数
1997-12	0.91	35568	
1998-06	1.18	38943	
1998-12	1.22	23777	
1999-06	1.3	22842	
1999-12	1.43	29426	
2000-06	2.39	29810	
2000-12	2.23	34736	
2001-06	2.17	38882	
2001-12	1.83	38047	
2002-03	1.88	34849	
2002-06	1.79	32774	
2002-09	1.89	31585	
2002-12	1.72	31777	
2003-03	1.96	29683	
2003-06	2.05	33317	
2003-09	1.89	32642	
2003-12	2.1	33283	
2004-03	2.77	23864	
2004-06	2.76	21786	
2004-09	2.78	23453	
2004-12	3.37	21486	
2005-03	4.15	20038	
2005-06	3.77	19515	
2005-09	4.59	17790	
2005-12	4.38	16191	
2006-03	5.68	15583	
2006-06	9.32	20695	
2006-09	8.82	16255	
2006-12	11.58	16273	
2007-03	13.41	32522	
2007-06	21.72	17480	
2007-09	25.87	19571	
2007-12	33.49	17287	
2008-03	42.59	14612	
2008-06	41.95	13619	
2008-09	43.82	13635	
2008-12	42.1	13726	
2009-03	27.15	35518	
2009-06	27.11	70444	
2009-09	27.85	67843	
2009-12	30.08	40754	
2010-03	27.32	51746	
2010-06	21.95	61854	
2010-09	31.61	46141	
2010-12	32.82	39418	
2011-03	29.93	84578	
2011-06	29.53	65657	
2011-09	25.35	66348	
2011-12	18.56	68685	
2012-03	19.44	79417	
2012-06	16.46	79426	
2012-09	16.03	75573	
2012-12	13.21	75025	
2013-03	14.83	71738	
2013-06	10.52	75759	
2013-09	10.05	78690	
2013-12	9.13	75816	
2014-03	8.1	75032	
2014-06	8.08	72965	
2014-09	9.7	68193	
2014-12	12.12	73130	
2015-03	15.12	64156	
2015-06	17.16	56850	
2015-09	9.67	48276	
2015-12	12.99	68566	
2016-03	9.68	64282	
2016-06	10.76	66055	
2016-09	10.48	60770	
2016-12	10.61	56559	
2017-03	10.07	61233	
2017-04	9.43	60913.5	
2017-06	8.04	72881	
2017-08	9.3	70312	
2017-09	12.7	127643	
2017-10	13.33	122072	
2017-11	11.66	120942	
2017-12	10.72	124380	
2018-03	10.58	105977	
2018-04	10.65	100995	
2018-05	10.32	98533	
2018-06	9.36	96466.33	
2018-07	7.96	96096	
2018-08	6.34	96704	
2018-09	7.23	99225.25	
2018-10	6.27	95749.67	
2018-11	6.58	93473	
2018-12	6.5	90765.25	
2019-01	5.2	98307	
2019-02	5.42	96582	
2019-03	5.95	94317	
2019-04	5.9	89045.67	
2019-05	5.89	81439.33	
2019-06	5.42	80160	
2019-07	5.26	78989.33	
2019-08	5.09	77187.33	
2019-09	5.96	73452.33	
2019-10	6.98	72625.67	
2019-11	7.15	69667.67	
2019-12	6.62	68287.67	
2020-01	7.11	67774.5	
2020-02	7.11	63941.67	
2020-03	8.09	59523.67	
2020-04	15.02	58559.33	
2021-09	56.31	285673	
2021-12	49.55	228963	
2022-03	48.96	226513	
2022-06	48.44	260287	
2022-09	41.14	297019	
2022-12	38.14	280292	
2023-03	36.87	264744	
2023-06	30.5	255285	
2023-09	28	239035	
2023-12	24.61	241777	
2024-03	26.28	225142	
2024-06	27.16	220433	
2024-09	24.12	217462	
