month	ct_avg_前复权价格	人均持股
2007-09	1.1	2431	
2007-12	0.97	3109	
2008-03	0.8	3065	
2008-06	0.66	3200	
2008-09	0.49	5990	
2008-12	0.49	6095	
2009-03	0.67	7361	
2009-06	0.88	9583	
2009-09	0.95	11005	
2009-12	1.03	10402	
2010-03	0.94	9306	
2010-06	0.74	9859	
2010-09	0.8	15554	
2010-12	0.78	16889	
2011-03	0.85	18946	
2011-06	0.7	16833	
2011-09	0.65	17414	
2011-12	0.73	19948	
2012-03	0.73	19060	
2012-06	0.68	18772	
2012-09	0.63	18805	
2012-12	0.71	19939	
2013-03	0.77	20202	
2013-06	0.72	21098	
2013-09	0.72	21120	
2013-12	0.7	21421	
2014-03	0.65	21618	
2014-06	0.68	22020	
2014-09	0.77	23472	
2014-12	1.24	22229	
2015-03	1.28	22534	
2015-06	1.9	21679	
2015-09	1.37	29162	
2015-12	1.68	34319	
2016-03	1.48	35345	
2016-06	1.63	66844	
2016-09	1.79	67277	
2016-12	1.92	63144	
2017-03	2.05	67040	
2017-06	1.89	55207	
2017-09	1.99	68124	
2017-12	1.95	69652	
2018-03	2.14	72889	
2018-06	1.96	71754	
2018-09	1.89	71171	
2018-12	1.74	58844	
2019-03	2.03	67232	
2019-06	2.16	71477	
2019-09	2.23	71596	
2019-12	2.31	66565	
2020-03	2.04	60249	
2020-06	2.11	60583	
2020-09	2.39	63092	
2020-12	2.32	60826	
2021-03	2.8	78944	
2021-06	3.05	89493	
2021-09	2.77	79859	
2021-12	2.69	77166	
2022-03	3.01	106675	
2022-06	3.31	82778	
2022-09	3.28	112846	
2022-12	3.16	115676	
2023-03	2.9	91489	
2023-06	2.65	89943	
2023-09	2.62	91078	
2023-12	2.38	88280	
2024-03	2.93	107515	
2024-06	3.39	124474	
2024-09	3.55	127439	
