month	ct_avg_前复权价格	人均持股
2009-11	1.04	0	
2009-12	1.03	1554	
2010-03	0.93	2172	
2010-06	0.87	3438	
2010-09	1.01	4642	
2010-12	1.09	5908	
2011-03	0.98	6188	
2011-06	1.03	13488	
2011-09	1.19	13333	
2011-12	1.24	15132	
2012-03	1.35	15712	
2012-06	1.57	21824	
2012-09	1.48	21912	
2012-12	1.45	90973	
2013-03	1.58	95199	
2013-06	1.54	99228	
2013-09	1.31	68324	
2013-12	1.43	74429	
2014-03	1.17	49066	
2014-06	1.26	75194	
2014-09	1.38	63980	
2014-12	1.44	75311	
2015-03	2.02	87000	
2015-06	2.94	55014	
2015-09	2.06	63623	
2015-12	2.42	67221	
2016-03	2.54	81679	
2016-06	2.88	68073	
2016-09	2.81	93797	
2016-12	2.63	60611	
2017-03	2.79	95654	
2017-06	3	117608	
2017-09	3.34	110485	
2017-12	3.88	116755	
2018-03	4.09	110871	
2018-06	4.04	115459	
2018-09	3.66	131052	
2018-12	4.15	137679	
2019-03	4.83	119889	
2019-06	5.48	121718	
2019-09	6.05	125433	
2019-12	5.94	129178	
2020-03	6.52	118796	
2020-06	8.48	101902	
2020-09	11.55	76933	
2020-12	11.19	69502	
2021-03	13.5	74593	
2021-06	14.23	74444	
2021-09	11.46	63611	
2021-12	12.75	83331	
2022-03	10.87	75209	
2022-06	10.98	77269	
2022-09	10.81	86498	
2022-12	10.96	92259	
2023-03	11.14	69852	
2023-06	8.76	61583	
2023-09	8.82	65597	
2023-12	7.95	70397	
2024-03	8.13	72047	
2024-06	8.97	73358	
2024-09	7.08	63034	
