month	ct_avg_前复权价格	人均持股
2006-09	1.1	12568	
2006-12	1.42	17626	
2007-03	2.25	25694	
2007-06	2.85	9349	
2007-09	4.24	18209	
2007-12	4.46	18294	
2008-03	3.26	19651	
2008-06	2.51	21388	
2008-09	2.17	24033	
2008-12	1.63	15141	
2009-03	1.62	12282	
2009-06	1.86	11370	
2009-09	1.9	49801	
2009-12	2.04	40419	
2010-03	1.83	41728	
2010-06	1.63	44710	
2010-09	1.73	47379	
2010-12	1.62	43991	
2011-03	1.72	52585	
2011-06	1.69	56189	
2011-09	1.54	57768	
2011-12	1.55	59423	
2012-03	1.57	59204	
2012-06	1.53	57767	
2012-09	1.33	58827	
2012-12	1.45	61451	
2013-03	1.72	66833	
2013-06	1.47	67409	
2013-09	1.73	73992	
2013-12	1.8	79290	
2014-03	1.55	75362	
2014-06	1.6	76275	
2014-09	1.95	86379	
2014-12	2.61	81736	
2015-03	2.7	72455	
2015-06	3.42	70213	
2015-09	2.45	84855	
2015-12	2.32	80938	
2016-03	1.8	78157	
2016-06	1.67	76679	
2016-09	1.76	81032	
2016-12	2	90146	
2017-03	1.99	89277	
2017-06	2.33	102075	
2017-09	2.58	98378	
2017-12	2.59	99461	
2018-03	2.57	99445	
2018-06	2.58	105632	
2018-09	2.5	106775	
2018-12	2.46	110352	
2019-03	2.62	103229	
2019-06	2.63	106519	
2019-09	2.52	104497	
2019-12	2.6	112666	
2020-03	2.28	99393	
2020-06	2.28	98931	
2020-09	2.26	89040	
2020-12	2.31	87522	
2021-03	2.38	82698	
2021-06	2.31	73083	
2021-09	2.36	74708	
2021-12	2.37	84110	
2022-03	2.53	93751	
2022-06	2.49	92036	
2022-09	2.72	102543	
2022-12	2.72	104188	
2023-03	2.93	109670	
2023-06	3.04	112791	
2023-09	3.16	113158	
2023-12	3.14	115420	
2024-03	3.19	109774	
2024-06	3.09	96156	
2024-09	2.82	96908	
