month	ct_avg_前复权价格	人均持股
1998-12	1.22	3154	
1999-12	1.12	2737	
2000-12	1.69	1935	
2001-12	1.18	1672	
2002-06	1.12	2290	
2002-09	1.21	2193	
2002-12	0.95	2220	
2003-03	0.95	2249	
2003-06	1.15	2470	
2003-09	1.03	2248	
2003-12	1.01	2188	
2004-03	1.27	2283	
2004-06	1.05	4889	
2004-09	1.02	4546	
2004-12	1.02	4781	
2005-03	1.12	5523	
2005-06	1.02	5820	
2005-09	1.09	5785	
2005-12	0.97	5895	
2006-03	1.01	5528	
2006-06	1.68	8587	
2006-09	1.4	6504	
2006-12	1.52	7168	
2007-03	2.13	6292	
2007-06	3.9	5233	
2007-09	4.79	6669	
2007-12	4.46	6323	
2008-03	5.27	8263	
2008-06	4.15	7755	
2008-09	2.94	8110	
2008-12	3.18	9011	
2009-03	4.37	6693	
2009-06	4.89	12274	
2009-09	5.71	10984	
2009-12	6.42	7294	
2010-03	6.92	7501	
2010-06	6.91	9201	
2010-09	7.1	9694	
2010-12	7.12	6151	
2011-03	6.26	6015	
2011-06	5.28	10837	
2011-09	5.01	11622	
2011-12	4.44	11704	
2012-03	4.84	11995	
2012-06	5.17	12781	
2012-09	5.51	14734	
