month	ct_avg_前复权价格	股东人数
2002-09	1.07	30020	
2002-12	0.81	30365	
2003-03	0.81	31787	
2003-06	0.82	31560	
2003-09	0.65	31814	
2003-12	0.6	33297	
2004-03	0.69	35474	
2004-06	0.59	35135	
2004-09	0.55	34454	
2004-12	0.42	34143	
2005-03	0.35	34110	
2005-06	0.18	31839	
2005-09	0.23	28620	
2005-12	0.19	28294	
2006-03	0.18	26451	
2006-06	0.27	19818	
2006-09	0.26	18678	
2006-12	0.33	16075	
2007-03	0.44	16087	
2007-06	1.42	26893	
2007-09	1.53	25800	
2007-12	1.48	30161	
2008-03	1.35	39673	
2008-06	0.79	41947	
2008-09	0.43	37416	
2008-12	0.38	36696	
2009-03	0.54	33577	
2009-06	1.01	32190	
2009-09	1.01	27632	
2009-12	1.38	24871	
2010-03	2.1	21786	
2010-06	1.15	26295	
2010-09	1.34	26708	
2010-12	1.3	30974	
2011-03	1.29	29622	
2011-06	1.21	27831	
2011-09	1.17	26380	
2011-12	0.93	25348	
2012-03	0.87	24889	
2012-06	0.86	24134	
2012-09	0.93	23189	
2012-12	1.01	29159	
2013-03	1.17	32730	
2013-06	1.38	37253	
2013-09	1.54	38169	
2013-12	1.4	35330	
2014-03	1.65	29200	
2014-06	1.26	36603	
2014-09	1.55	33326	
2014-12	1.48	26801	
2015-03	1.88	35829	
2015-06	2.77	29973	
2015-09	2.77	29973	
2015-12	2.87	40579	
2016-03	2.31	36463	
2016-06	2.15	34402	
2016-09	2.15	30593	
2016-12	2.02	29545	
2017-03	2.06	28912	
2017-06	1.71	27399	
2017-09	2.34	20926	
2017-12	2.26	22402	
2018-02	1.9	22663	
2018-03	1.9	22663	
2018-06	1.9	22664	
2018-09	1	28843	
2018-12	0.87	29781	
2019-03	1.04	35220	
2019-06	0.83	35006	
2019-09	0.74	32503	
2019-12	0.7	35324	
2020-03	0.93	33336	
2020-06	0.87	46822	
2020-09	1.5	60316	
2020-12	1.13	65756	
2021-03	1.47	34743	
2021-06	1.91	34815	
2021-09	1.97	35629	
2021-12	1.81	44195	
2022-03	1.83	65058	
2022-06	1.64	65886	
2022-07	1.59	65146	
2022-08	1.68	63584	
2022-09	1.83	63626.33	
2022-10	2.02	75783.5	
2022-11	2.1	80235	
2022-12	2.44	115306	
2023-02	2.22	111796	
2023-03	2.12	120172	
2023-04	2.34	121995	
2023-06	2.08	111167	
2023-09	1.99	105634	
2023-12	1.92	98840	
2024-03	1.81	94848	
2024-06	1.65	90304	
2024-08	1.66	87511	
2024-09	1.57	86912	
