month	ct_avg_前复权价格	股东人数
1995-12	0.44	394	
1997-12	1.25	64530	
1998-12	1.27	2457	
1999-12	1.31	64535	
2000-12	2.16	4354	
2001-12	1.73	17118	
2002-06	1.87	15546	
2002-09	1.93	15719	
2002-12	1.64	15677	
2003-03	1.63	15461	
2003-06	1.77	15254	
2003-09	1.52	14883	
2003-12	1.33	14883	
2004-03	1.6	13244	
2004-06	1.56	13481	
2004-09	1.3	13343	
2004-12	1.41	13711	
2005-03	1.46	13225	
2005-06	1.06	13793	
2005-09	1.1	13541	
2005-12	0.88	13551	
2006-03	0.98	12864	
2006-06	1.29	12766	
2006-09	1.27	39194	
2006-12	1.32	11312	
2007-03	2.34	26481	
2007-06	5.08	11889	
2007-09	7.03	13034	
2007-12	7.27	13105	
2008-03	6.49	14149	
2008-06	4.02	14231	
2008-09	3.35	13685	
2008-12	3.77	12806	
2009-03	4.34	12183	
2009-06	5.84	11472	
2009-09	6.42	11140	
2009-12	8.52	10774	
2010-03	8.83	9879	
2010-06	9.02	9096	
2010-09	9.43	8764	
2010-12	9.03	7948	
2011-03	8.29	8146	
2011-06	6.02	8083	
2011-09	5.59	8648	
2011-12	5.01	8663	
2012-03	4.82	8212	
2012-06	5.91	8279	
2012-09	6.16	8296	
2012-12	7.45	7081	
2013-03	10.42	6045	
2013-06	9.17	5782	
2013-09	9.37	6038	
2013-12	8.72	5165	
2014-03	10.6	2	
2014-06	10.9	3	
2014-09	11.9	3	
2014-12	11.52	3	
2015-03	12.63	3	
2015-09	16.15	4	
2015-12	15.85	4	
2016-03	12.76	4	
2016-06	13.56	4	
2016-09	16.1	5	
2016-12	17.69	5	
2017-03	16.86	6	
2017-06	20.03	8	
2017-09	19.75	10	
2017-12	26.91	9	
2018-03	29.37	9	
2018-06	25.72	12	
2018-09	19.03	12	
2018-12	15.14	13	
2019-03	19.03	17	
2019-06	16.63	20	
2019-09	20.22	22	
2019-12	22.55	24	
2020-03	26.79	23	
2020-06	33.05	18389	
2020-07	37.96	42636.5	
2020-09	36.2	23	
2020-11	33.99	51913	
2020-12	32.05	27443.5	
2021-02	27.52	63829	
2021-03	28.73	23	
2021-05	36.75	50501	
2021-06	37.87	27634.5	
2021-08	31.29	59256	
2021-09	30.59	30485.5	
2021-11	27.68	69398	
2021-12	29.05	24	
2022-01	29.97	62633.33	
2022-02	28.88	62836	
2022-03	29.05	42362.33	
2022-06	27.54	24	
2022-09	24.49	24	
2022-12	27.68	23	
2023-03	28.05	23	
2023-06	30.93	23	
2023-09	29.4	22	
2023-12	28.54	23345.5	
2024-03	31.84	21	
2024-06	32.31	21	
2024-09	31.34	21	
