month	ct_avg_前复权价格	股东人数
1999-06	1.38	81844	
1999-12	1.28	99935	
2000-06	1.75	74824	
2000-12	1.84	91101	
2001-06	2.15	85493	
2001-12	1.68	89733	
2002-06	1.52	89035	
2002-09	1.52	91192	
2002-12	1.24	89685	
2003-03	1.28	88271	
2003-06	1.24	91060	
2003-09	1.16	89081	
2003-12	1.12	87493	
2004-03	1.31	84228	
2004-06	1.11	83398	
2004-09	1.08	80966	
2004-12	1.04	80081	
2005-03	0.97	78593	
2005-06	0.9	77165	
2005-09	0.96	73665	
2005-12	0.86	71680	
2006-03	1.03	71621	
2006-06	1.47	65589	
2006-09	1.84	56513	
2006-12	2.27	47217	
2007-03	3.49	48636	
2007-06	5.9	50686	
2007-09	5.4	68247	
2007-12	4.86	74631	
2008-03	4.22	74686	
2008-06	2.89	75628	
2008-09	2.03	67780	
2008-12	2.01	60446	
2009-03	2.22	65835	
2009-06	2.71	52330	
2009-09	2.52	60017	
2009-12	3.24	46359	
2010-03	3	48360	
2010-06	2.66	44713	
2010-09	3.19	37829	
2010-12	2.86	40342	
2011-03	2.77	40812	
2011-06	2.41	45433	
2011-09	2.41	41292	
2011-12	2.49	37556	
2012-03	2.73	34660	
2012-06	2.83	32586	
2012-09	2.72	31797	
2012-12	2.87	31396	
2013-03	3.1	29852	
2013-06	2.79	29272	
2013-09	3.24	30779	
2013-12	2.95	29606	
2014-03	2.63	29280	
2014-06	2.64	29019	
2014-09	3.11	27567	
2014-12	4.05	24421	
2015-03	4.46	24528	
2015-06	5.1	28021	
2015-09	3.76	21614	
2015-12	5.09	18021	
2016-03	4.19	17830	
2016-06	5.28	14492	
2016-09	6.23	13006	
2016-12	5.12	18947	
2017-02	5.3	15857	
2017-03	5.76	13405	
2017-06	5.91	12013	
2017-09	5.63	11436	
2017-12	4.92	12338	
2018-03	4.3	14476	
2018-06	4.5	12807	
2018-09	4.38	12048	
2018-12	4.01	12575	
2019-03	4.29	13031	
2019-06	4.19	12844	
2019-09	4.96	12016	
2019-12	5.27	11486	
2020-03	4.09	14113	
2020-06	4.03	14675	
2020-09	4.25	15129	
2020-12	3.94	15807	
2021-03	3.79	15149	
2021-06	5.88	20020	
2021-09	5.31	20722	
2021-12	4.6	20253	
2022-03	4.45	29431	
2022-06	4.65	19184	
2022-09	4.86	16716	
2022-12	5.28	18127	
2023-03	5.77	13954	
2023-06	6.34	14021	
2023-09	6.75	12165	
2023-12	6.81	11901	
2024-03	6.83	12553	
2024-06	8.29	12357	
2024-09	8.65	13376	
