month	ct_avg_前复权价格	人均持股
2001-06	0.86	814	
2001-12	0.55	884	
2002-06	0.52	978	
2002-09	0.57	1039	
2002-12	0.53	905	
2003-03	0.5	999	
2003-06	0.59	1312	
2003-09	0.52	1586	
2003-12	0.43	1526	
2004-03	0.46	1530	
2004-06	0.38	1873	
2004-09	0.38	1742	
2004-12	0.35	1776	
2005-03	0.33	1822	
2005-06	0.28	2204	
2005-09	0.4	2791	
2005-12	0.35	2852	
2006-03	0.51	3597	
2006-06	0.79	4629	
2006-09	0.83	5418	
2006-12	1.17	7699	
2007-03	1.53	11597	
2007-06	1.87	19442	
2007-09	2.03	6171	
2007-12	1.86	7558	
2008-03	2.37	10330	
2008-06	2.23	20526	
2008-09	1.79	25868	
2008-12	1.68	27971	
2009-03	1.81	16149	
2009-06	2.06	10622	
2009-09	2.09	11246	
2009-12	2.81	18849	
2010-03	3.13	27844	
2010-06	3.2	35243	
2010-09	3.61	41451	
2010-12	3.43	24653	
2011-03	3	21654	
2011-06	2.92	25021	
2011-09	3.31	39501	
2011-12	2.66	34556	
2012-03	2.8	35578	
2012-06	2.76	42506	
2012-09	2.59	39766	
2012-12	1.62	21870	
2013-03	1.81	22299	
2013-06	1.82	24538	
2013-09	2.43	25555	
2013-12	2.47	30167	
2014-03	3.6	32523	
2014-06	3.13	26351	
2014-09	3.57	20623	
2014-12	5.79	27718	
2015-03	9.23	16036	
2015-06	16.18	20792	
2015-09	6.65	13425	
2015-12	8.17	14691	
2016-03	5.15	13157	
2016-06	5.13	14699	
2016-09	6.29	16766	
2016-12	6.06	18289	
2017-02	5.16	17522	
2017-03	5.11	17384	
2017-06	4.38	18187	
2017-09	6.68	21171	
2017-12	5.76	21377	
2018-03	10.25	16807	
2018-06	8.45	23612	
2018-09	9.68	23577	
2018-12	8.19	23115	
2019-03	12.24	25113	
2019-06	11.47	32722	
2019-09	15.75	31342	
2019-12	13.53	24891	
2020-03	20.6	27052	
2020-06	23.26	40064	
2020-09	23.89	28077	
2020-12	26.66	36465	
2021-03	20.86	25523	
2021-06	20.58	24695	
2021-09	20.18	27158	
2021-12	21.36	34610	
2022-03	15.79	25296	
2022-06	12.34	21912	
2022-09	11.65	25714	
2022-12	14.07	30962	
2023-03	15.89	23913	
2023-06	13	24525	
2023-09	10.56	23278	
2023-12	10.76	26003	
2024-03	7.84	23894	
2024-06	6.57	24529	
2024-09	5.52	24208	
