month	ct_avg_前复权价格	股东人数
2003-03	1.05	56639	
2003-06	0.97	51601	
2003-09	0.81	49720	
2003-12	0.74	47713	
2004-03	0.82	46344	
2004-06	0.65	47713	
2004-09	0.55	41995	
2004-12	0.47	39802	
2005-03	0.38	39879	
2005-06	0.33	37263	
2005-09	0.34	35387	
2005-12	0.32	34972	
2006-03	0.35	32621	
2006-06	0.66	28304	
2006-09	0.67	32239	
2006-12	0.65	31913	
2007-03	1.19	40638	
2007-06	2.2	74475	
2007-09	2.11	67508	
2007-12	1.77	80299	
2008-03	1.91	60741	
2008-06	1.69	84412	
2008-09	1.09	74568	
2008-12	1.33	78576	
2009-03	1.49	72143	
2009-06	1.69	70717	
2009-09	1.7	61057	
2009-12	1.82	58561	
2010-03	2.5	64938	
2010-06	1.88	67428	
2010-09	1.92	63216	
2010-12	1.81	63780	
2011-03	1.93	55371	
2011-06	1.98	54214	
2011-09	1.87	50095	
2011-12	1.45	48515	
2012-03	1.88	44736	
2012-06	1.95	50105	
2012-09	2.08	60174	
2012-12	2.39	57538	
2013-03	2.83	52808	
2013-06	2.4	56678	
2013-09	2.4	53267	
2013-12	2.52	54117	
2014-03	2.22	53113	
2014-06	2.17	52863	
2014-09	3.3	50602	
2014-12	4.47	166806	
2015-03	4.97	170843	
2015-06	6.32	214133	
2015-09	3.75	191006	
2015-12	4.09	163690	
2016-03	3.2	165317	
2016-06	3.1	163564	
2016-09	3.46	156318	
2016-12	3.95	161534	
2017-03	4.08	149317	
2017-06	3.39	151578	
2017-09	3.87	145936	
2017-12	3.36	143152	
2018-03	3.19	140853	
2018-06	2.76	137589	
2018-09	2.87	143924	
2018-12	2.89	139890	
2019-03	3.28	138193	
2019-06	3.09	137012	
2019-09	2.89	135433	
2019-12	2.79	132781	
2020-03	3.24	128215	
2020-06	3.43	112087	
2020-09	3.87	101799	
2020-12	4.01	92532	
2021-03	5.26	87476	
2021-06	5.76	81402	
2021-09	7.85	75178.5	
2021-12	10.95	74858	
2022-03	9.95	75757	
2022-06	9.99	72463	
2022-09	10.03	68222	
2022-12	10.43	59873	
2023-03	12.58	52535	
2023-06	13.83	55844	
2023-09	11.52	67612	
2023-12	10.58	68412	
2024-03	10.95	70090	
2024-06	11.5	59450	
2024-09	8.72	64931	
