month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2011-09	6.01	1.45	
2011-10	6.35	1.54	
2011-11	7.24	1.82	
2011-12	6.91	1.63	
2012-01	6.44	1.4	
2012-02	6.43	1.35	
2012-03	6.51	1.32	
2012-04	6.43	1.25	
2012-05	7.14	1.45	
2012-06	8.24	1.76	
2012-07	9.68	2.14	
2012-08	9.46	1.98	
2012-09	9.29	1.86	
2012-10	9.76	1.92	
2012-11	9.23	1.69	
2012-12	9.17	1.61	
2013-01	10.12	1.8	
2013-02	10.88	1.93	
2013-03	11.59	2.03	
2013-04	11.11	1.83	
2013-05	11.33	1.82	
2013-06	12.3	1.97	
2013-07	13.45	2.15	
2013-08	13.25	2.02	
2013-09	12.61	1.8	
2013-10	12.06	1.61	
2013-11	10.44	1.22	
2013-12	10.31	1.15	
2014-01	9.64	0.97	
2014-02	9.46	0.9	
2014-03	8.75	0.73	
2014-04	8.33	0.63	
2014-05	8.04	0.55	
2014-06	7.89	0.5	
2014-07	8.68	0.63	
2014-08	8.92	0.65	
2014-09	8.83	0.61	
2014-10	9.53	0.72	
2014-11	9.3	0.65	
2014-12	9.39	0.64	
2015-01	9.86	0.7	
2015-02	10.77	0.83	
2015-03	11.83	0.97	
2015-04	14.33	1.35	
2015-05	17.12	1.73	
2015-06	20.93	2.24	
2015-07	16.94	1.57	
2015-08	16.5	1.45	
2015-09	12.99	0.9	
2015-10	14.66	1.12	
2015-11	15.8	1.24	
2015-12	16.66	1.32	
2016-01	14.23	0.95	
2016-02	12.84	0.74	
2016-03	13.32	0.78	
2016-04	14.5	0.9	
2016-05	15.07	0.95	
2016-06	16.06	1.04	
2016-07	19.57	1.44	
2016-08	19.72	1.4	
2016-09	18.84	1.25	
2016-10	19.41	1.27	
2016-11	19.14	1.2	
2016-12	18.58	1.09	
2017-01	18.25	1.02	
2017-02	18.56	1.02	
2017-03	19.64	1.09	
2017-04	22.18	1.31	
2017-05	22.15	1.26	
2017-06	23.09	1.31	
2017-07	23.03	1.25	
2017-08	22.55	1.16	
2017-09	22.65	1.13	
2017-10	25.52	1.35	
2017-11	26.85	1.42	
2017-12	25.62	1.26	
2018-01	29.39	1.53	
2018-02	29.19	1.46	
2018-03	33.04	1.72	
2018-04	34.96	1.8	
2018-05	43.24	2.36	
2018-06	44.9	2.38	
2018-07	48.1	2.5	
2018-08	42.33	2	
2018-09	39.39	1.72	
2018-10	34.18	1.31	
2018-11	32.91	1.18	
2018-12	35.64	1.32	
2019-01	35.22	1.24	
2019-02	41.27	1.57	
2019-03	43.59	1.65	
2019-04	47.42	1.82	
2019-05	43.73	1.54	
2019-06	44.59	1.53	
2019-07	44.23	1.46	
2019-08	40.86	1.23	
2019-09	41.4	1.22	
2019-10	44.92	1.35	
2019-11	43.16	1.22	
2019-12	42.33	1.14	
2020-01	47.98	1.37	
2020-02	51.99	1.51	
2020-03	50.2	1.38	
2020-04	54.57	1.53	
2020-05	59.83	1.7	
2020-06	63.92	1.82	
2020-07	77.53	2.31	
2020-08	85.74	2.54	
2020-09	100.46	3	
2020-10	99.06	2.8	
2020-11	91.07	2.39	
2020-12	99.56	2.59	
2021-01	121.3	3.2	
2021-02	142.25	3.71	
2021-03	112.1	2.59	
2021-04	133.36	3.11	
2021-05	149.68	3.42	
2021-06	169.89	3.79	
2021-07	176.57	3.76	
2021-08	153.93	3	
2021-09	141.54	2.55	
2021-10	172.78	3.17	
2021-11	178.37	3.14	
2021-12	188.67	3.21	
2022-01	160.2	2.46	
2022-02	145.2	2.05	
2022-03	130.61	1.67	
2022-04	125.58	1.51	
2022-05	123.56	1.42	
2022-06	135.21	1.58	
2022-07	133.63	1.49	
2022-08	121.85	1.22	
2022-09	116.93	1.09	
2022-10	103.19	0.82	
2022-11	105.94	0.83	
2022-12	116.18	0.97	
2023-01	124.27	1.07	
2023-02	127.58	1.08	
2023-03	121.31	0.95	
2023-04	114.7	0.81	
2023-05	125.33	0.94	
2023-06	120.82	0.84	
2023-07	117.78	0.77	
2023-08	118.21	0.75	
2023-09	113.26	0.65	
2023-10	105.87	0.52	
2023-11	104.87	0.49	
2023-12	99.47	0.4	
2024-01	92.86	0.29	
2024-02	87.16	0.2	
2024-03	96.11	0.31	
2024-04	94.18	0.27	
2024-05	97.8	0.3	
2024-06	92.29	0.21	
2024-07	88.84	0.16	
2024-08	86.89	0.12	
2024-09	87.25	0.12	
2024-10	100.4	0.27	
2024-11	102.57	0.28	
2024-12	93.66	0.16	
2025-01	87.01	0.07	
