month	ct_avg_前复权价格	股东人数
2003-12	0.89	14151	
2004-03	1.05	11840	
2004-06	0.95	9970	
2004-09	0.58	10562	
2004-12	0.56	10595	
2005-06	0.47	10086	
2005-09	0.67	12401	
2005-12	0.57	11989	
2006-03	0.59	10439	
2006-06	0.98	10825	
2006-09	1.15	9829	
2006-12	1.37	8008	
2007-03	2.7	5827	
2007-06	3.75	10144	
2007-09	7.11	6675	
2007-12	6.2	7185	
2008-03	5.89	7169	
2008-06	4.84	6581	
2008-09	3.53	6557	
2008-12	3.46	7837	
2009-03	4.66	9387	
2009-06	6.14	14917	
2009-09	6.6	13079	
2009-12	9.39	8208	
2010-03	11.33	8326	
2010-06	10.94	8817	
2010-09	11.25	14296	
2010-12	14.51	10781	
2011-03	11.78	21440	
2011-06	9.66	22530	
2011-09	10.2	16504	
2011-12	8.23	16626	
2012-03	8.83	15524	
2012-06	9.7	14090	
2012-09	8.6	13751	
2012-12	7.14	14997	
2013-03	8.26	16336	
2013-06	8.73	15078	
2013-09	14.06	11118	
2013-12	13.72	10684	
2014-03	14.77	11546	
2014-06	20.21	14892	
2014-09	25.27	25489	
2014-12	40.91	19299	
2015-03	65.48	20204	
2015-06	98.97	44327	
2015-09	30.92	79143	
2015-12	44.49	100461	
2016-03	32.68	122307	
2016-06	45.81	102112	
2016-09	39.85	109975	
2016-12	34.92	114649	
2017-02	31.35	116598	
2017-03	31.07	114654	
2017-06	29.9	110582	
2017-09	37.36	100025	
2017-12	33.03	101589	
2018-03	36.76	87396	
2018-06	37.45	84309	
2018-09	38.21	75123	
2018-12	38.24	70294	
2019-03	60.48	73580	
2019-06	59.43	92584	
2019-09	72.67	96850	
2019-12	70.2	109891	
2020-03	84.16	99425	
2020-06	110.88	86355	
2020-09	121.12	115014	
2020-12	117.12	104594	
2021-03	103.51	129582	
2021-06	106.31	112855	
2021-09	92.75	125756	
2021-12	104.01	88641	
2022-03	79.23	105033	
2022-06	72.41	106467	
2022-09	74.24	93598	
2022-12	85.82	83319	
2023-03	102.08	72003	
2023-06	97.17	96305	
2023-09	73.29	129868	
2023-12	63.2	142125	
2024-03	52.96	163970	
2024-06	41.59	160713	
2024-09	37.74	152087	
