month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-05	0.73	37.44	
2009-06	0.71	34.62	
2009-07	0.68	29.39	
2009-08	0.59	6.21	
2009-09	0.52	-27.35	
2009-10	0.53	-42.02	
2009-11	0.6	-20.62	
2009-12	0.65	13.32	
2010-01	0.71	40.67	
2010-02	0.72	52.38	
2010-03	0.84	75.23	
2010-04	0.96	83.16	
2010-05	0.92	79.29	
2010-06	0.88	70.54	
2010-07	0.9	67.74	
2010-08	1.08	93.22	
2010-09	1.19	97.27	
2010-10	1.2	90.57	
2010-11	1.62	99.27	
2010-12	1.88	96.62	
2011-01	1.95	90.36	
2011-02	2.16	94.4	
2011-03	2.4	96.54	
2011-04	2.25	82.05	
2011-05	2	56.42	
2011-06	1.99	45.07	
2011-07	2.38	74.96	
2011-08	2.22	65.49	
2011-09	1.9	12.84	
2011-10	1.51	-24.05	
2011-11	1.54	-35.47	
2011-12	1.3	-69.12	
2012-01	1.16	-78.75	
2012-02	1.49	-61.12	
2012-03	1.53	-47.32	
2012-04	1.37	-68.75	
2012-05	1.46	-49.03	
2012-06	1.46	-32.77	
2012-07	1.57	-9.13	
2012-08	1.57	8.58	
2012-09	1.47	-8.21	
2012-10	1.44	-34.92	
2012-11	1.31	-57.3	
2012-12	1.33	-56.04	
2013-01	1.49	-15.8	
2013-02	1.51	6.13	
2013-03	1.48	13.82	
2013-04	1.32	-47.52	
2013-05	1.63	-24.11	
2013-06	1.98	60.93	
2013-07	2.02	75.78	
2013-08	2.05	88.35	
2013-09	2.32	98.12	
2013-10	2.82	96.13	
2013-11	2.39	79.29	
2013-12	2.09	51.58	
2014-01	1.93	17.77	
2014-02	2.01	19.86	
2014-03	1.86	-11.27	
2014-04	2.06	7.27	
2014-05	1.87	-29.69	
2014-06	2.12	7.1	
2014-07	2.2	37.85	
2014-08	2.41	56.85	
2014-09	2.47	63.52	
2014-10	2.45	66.47	
2014-11	2.35	52.32	
2014-12	2.28	41.23	
2015-01	2.52	70.76	
2015-02	2.55	81.55	
2015-03	3.23	97.73	
2015-04	4.88	99.83	
2015-05	6.9	99.33	
2015-06	6.72	89.2	
2015-07	4.17	56.95	
2015-08	4.02	42.35	
2015-09	2.54	-11.43	
2015-10	3.05	-16.23	
2015-11	3.36	-14.84	
2015-12	3.03	-35.99	
2016-01	2.2	-62.99	
2016-02	2.05	-67.56	
2016-03	1.99	-80.2	
2016-04	2.12	-71.83	
2016-05	1.99	-88.52	
2016-06	1.99	-86.47	
2016-07	1.99	-83.63	
2016-08	1.99	-80.55	
2016-09	1.99	-75.54	
2016-10	1.99	-69.14	
2016-11	1.99	-64.65	
2016-12	1.99	-57.83	
2017-01	1.99	-52.03	
2017-02	1.99	-41.17	
2017-03	1.99	-39.29	
2017-04	1.99	-34.42	
2017-05	1.99	-25.89	
2017-06	1.99	-25.16	
2017-07	1.99	-12.25	
2017-08	1.99	-11.61	
2017-09	1.99	-11.61	
2017-10	1.99	-11.61	
2017-11	2.02	-6.41	
2017-12	2.86	84.78	
2018-01	2.58	84.29	
2018-02	2.06	45.12	
2018-03	2.32	54.18	
2018-04	2.65	84.72	
2018-05	2.58	78.61	
2018-06	1.9	8.3	
2018-07	2.01	-20.86	
2018-08	1.85	-48.41	
2018-09	1.82	-64	
2018-10	1.43	-82.49	
2018-11	1.52	-80.6	
2018-12	1.73	-64.15	
2019-01	1.8	-44.97	
2019-02	2.33	-0.18	
2019-03	2.42	28.27	
2019-04	2.57	52.51	
2019-05	2.33	47.19	
2019-06	2.35	49.67	
2019-07	2.36	49.77	
2019-08	2.75	84.62	
2019-09	2.99	93.26	
2019-10	2.92	86.46	
2019-11	2.67	65.77	
2019-12	2.69	51.26	
2020-01	3.33	85.99	
2020-02	4.23	96.92	
2020-03	4.08	87.18	
2020-04	3.79	77.68	
2020-05	4.4	91.47	
2020-06	4.84	95.27	
2020-07	6.07	95.15	
2020-08	5.64	82.91	
2020-09	5.33	74.07	
2020-10	5.74	84.65	
2020-11	5.6	75.38	
2020-12	6.03	83.23	
2021-01	7.2	96.25	
2021-02	6.66	83.69	
2021-03	6.67	79.85	
2021-04	6.92	86.82	
2021-05	6.69	66.57	
2021-06	7.73	88.52	
2021-07	10.52	98.86	
2021-08	11.94	96.06	
2021-09	11.59	86.56	
2021-10	11.97	86.05	
2021-11	11.4	73.66	
2021-12	9.96	39.91	
2022-01	9.92	24.81	
2022-02	10.8	39.57	
2022-03	11.06	50.58	
2022-04	9.74	-2.35	
2022-05	10.08	-8.18	
2022-06	11.52	34.18	
2022-07	13.72	69.6	
2022-08	12.74	72.75	
2022-09	11.3	39.33	
2022-10	10.46	0.73	
2022-11	10.65	-4.34	
2022-12	9.44	-34.21	
2023-01	9.78	-40.01	
2023-02	10.37	-23.57	
2023-03	11.29	9.86	
2023-04	11.03	18.61	
2023-05	9.72	-47.32	
2023-06	9.34	-69.64	
2023-07	9.24	-74.87	
2023-08	8.17	-93.56	
2023-09	7.34	-96.61	
2023-10	6.26	-98.27	
2023-11	5.6	-96.75	
2023-12	4.67	-98.47	
2024-01	4.52	-92.05	
2024-02	3.73	-96.87	
2024-03	3.98	-89.71	
2024-04	3.35	-99.11	
2024-05	3.32	-90.13	
2024-06	2.96	-96.9	
2024-07	2.64	-96.08	
2024-08	2.54	-95.66	
2024-09	2.58	-90.93	
2024-10	3.33	-49.11	
2024-11	3.5	-19.3	
2024-12	3.06	-32.18	
2025-01	2.71	-59.77	
2025-02	2.69	-65.18	
