month	ct_avg_前复权价格	股东人数
2011-06	1	169	
2011-09	0.83	177	
2011-12	0.88	187	
2012-03	1.04	188	
2012-06	0.89	199	
2012-09	0.62	206	
2012-12	0.69	200	
2013-03	0.93	191	
2013-06	1.27	35096	
2013-09	1.49	195	
2013-12	1.47	190	
2014-03	2.06	177	
2014-06	1.84	177	
2014-09	1.99	163	
2014-12	1.56	161	
2015-03	2.06	171	
2015-06	2.74	155	
2015-09	2.12	159	
2015-12	2.47	159	
2016-03	2.16	159	
2016-06	2.35	155	
2016-09	2.25	148	
2016-12	2.02	149	
2017-03	1.97	149	
2017-06	2.01	148	
2017-09	2.27	138	
2017-12	2.49	133	
2018-03	2.5	131	
2018-06	1.92	132	
2018-09	1.79	138	
2018-12	2.19	137	
2019-03	2.16	141	
2019-06	1.99	146	
2019-09	2	147	
2019-12	1.8	155	
2020-03	2.3	158	
2020-06	2.58	152	
2020-09	4.04	116	
2020-12	7.14	107	
2021-03	7.2	113	
2021-06	8.93	115	
2021-09	10.38	113	
2021-12	11.48	118	
2022-03	9.38	121	
2022-06	13.42	119	
2022-09	10.94	112	
2022-12	10.61	110	
2023-03	9.98	110	
2023-06	10.49	111	
2023-09	9.9	110	
2023-12	7.82	111	
2024-03	8.28	108	
2024-06	9.98	300085	
2024-09	10.54	113	
