month	ct_avg_前复权价格	人均持股
2007-09	1.11	2207	
2007-12	0.95	2735	
2008-03	0.72	2756	
2008-06	0.53	2968	
2008-09	0.34	6801	
2008-12	0.33	6761	
2009-03	0.43	6557	
2009-06	0.54	8252	
2009-09	0.58	8696	
2009-12	0.75	9746	
2010-03	0.73	8175	
2010-06	0.54	7198	
2010-09	0.6	17081	
2010-12	0.58	15864	
2011-03	0.63	18298	
2011-06	0.53	17970	
2011-09	0.47	18086	
2011-12	0.45	18646	
2012-03	0.47	18278	
2012-06	0.48	18000	
2012-09	0.46	18678	
2012-12	0.48	20632	
2013-03	0.55	19716	
2013-06	0.46	19087	
2013-09	0.47	19178	
2013-12	0.48	23226	
2014-03	0.45	23025	
2014-06	0.46	23683	
2014-09	0.53	25605	
2014-12	0.77	23997	
2015-03	0.89	22491	
2015-06	1.12	20558	
2015-09	0.76	30241	
2015-12	1.01	34076	
2016-03	0.87	27014	
2016-06	0.95	40702	
2016-09	1.07	39792	
2016-12	1.16	46249	
2017-03	1.22	50331	
2017-06	1.23	51447	
2017-09	1.43	59138	
2017-12	1.57	65393	
2018-03	1.76	62711	
2018-06	1.53	58798	
2018-09	1.52	67825	
2018-12	1.5	59691	
2019-03	1.83	77675	
2019-06	2.12	82173	
2019-09	2.26	82358	
2019-12	2.57	80450	
2020-03	2.33	64137	
2020-06	2.45	59793	
2020-09	3.15	53441	
2020-12	3.34	46372	
2021-03	3.78	50994	
2021-06	3.83	47565	
2021-09	3.33	47094	
2021-12	3.85	59878	
2022-03	3.63	61933	
2022-06	3.39	56653	
2022-09	3.15	55779	
2022-12	3.23	62785	
2023-03	2.87	41590	
2023-06	2.63	41586	
2023-09	2.88	51128	
2023-12	2.13	39026	
2024-03	2.2	39157	
2024-06	2.37	47301	
2024-09	2.15	49559	
