month	ct_avg_前复权价格	股东人数
2007-09	1.11	132556	
2007-12	0.95	164555	
2008-03	0.72	163303	
2008-06	0.53	151642	
2008-09	0.34	154895	
2008-12	0.33	155816	
2009-03	0.43	160663	
2009-06	0.54	127677	
2009-09	0.58	121157	
2009-12	0.75	108099	
2010-03	0.73	128869	
2010-06	0.54	146357	
2010-09	0.6	144868	
2010-12	0.58	155974	
2011-03	0.63	135221	
2011-06	0.53	137974	
2011-09	0.47	137086	
2011-12	0.45	133030	
2012-03	0.47	135709	
2012-06	0.48	137974	
2012-09	0.46	132968	
2012-12	0.48	120414	
2013-03	0.55	126005	
2013-06	0.46	130325	
2013-09	0.47	129707	
2013-12	0.48	123623	
2014-03	0.45	124705	
2014-06	0.46	121285	
2014-09	0.53	112183	
2014-12	0.77	119702	
2015-03	0.89	127720	
2015-06	1.12	139854	
2015-09	0.76	114087	
2015-12	1.01	101252	
2016-03	0.87	127720	
2016-06	0.95	84823	
2016-09	1.07	86763	
2016-12	1.16	74650	
2017-03	1.22	68595	
2017-06	1.23	67137	
2017-09	1.43	76071	
2017-12	1.57	68670	
2018-03	1.76	71615	
2018-06	1.53	76387	
2018-09	1.52	68273	
2018-12	1.5	77577	
2019-03	1.83	59618	
2019-06	2.12	58337	
2019-09	2.26	61325	
2019-12	2.57	69877	
2020-03	2.33	87639	
2020-06	2.45	94005	
2020-09	3.15	105177	
2020-12	3.34	127840	
2021-03	3.78	116255	
2021-06	3.83	124635	
2021-09	3.33	125882	
2021-12	3.85	108946	
2022-03	3.63	105330	
2022-06	3.39	115138	
2022-09	3.15	116943	
2022-12	3.23	103901	
2023-03	2.87	156853	
2023-06	2.63	156875	
2023-09	2.88	127597	
2023-12	2.13	167196	
2024-03	2.2	166638	
2024-06	2.37	137917	
2024-09	2.15	131633	
