month	ct_avg_前复权价格	人均持股
2007-12	0.84	1730	
2008-03	0.9	1986	
2008-06	0.52	2690	
2008-09	0.3	2929	
2008-12	0.38	2437	
2009-03	0.5	2351	
2009-06	0.62	2339	
2009-09	0.6	2369	
2009-12	0.99	1869	
2010-03	0.93	2021	
2010-06	0.76	2230	
2010-09	0.87	2530	
2010-12	0.95	5059	
2011-03	1.39	6438	
2011-06	1.79	8364	
2011-09	1.25	7645	
2011-12	0.97	6460	
2012-03	0.94	6381	
2012-06	0.87	5284	
2012-09	0.74	5405	
2012-12	0.61	5931	
2013-03	0.65	5457	
2013-06	0.58	6242	
2013-09	0.58	6691	
2013-12	0.6	7168	
2014-03	0.69	7490	
2014-06	1.26	9198	
2014-09	1.79	11545	
2014-12	1.74	12338	
2015-03	1.74	12442	
2015-06	4.47	14668	
2015-09	2.74	13427	
2015-12	3.25	11468	
2016-03	3.28	11742	
2016-06	3.54	15394	
2016-09	4.31	16813	
2016-12	3.73	14075	
2017-03	3.62	14621	
2017-06	3.2	15631	
2017-09	3.57	18104	
2017-12	3.68	63930	
2018-03	3.51	57167	
2018-06	3.81	51082	
2018-09	3.26	53484	
2018-12	3.07	84889	
2019-03	3.92	99538	
2019-06	3	59417	
2019-09	3.78	73555	
2019-12	4.22	53745	
2020-03	4.53	40616.5	
2020-06	4.25	28382	
2020-09	4.12	28429	
2020-11	3.98	29460	
2020-12	3.79	24024	
2021-01	3.58	24726	
2021-03	3.49	26179	
2021-04	3.26	27799	
2021-05	3.25	27966	
2021-06	3.75	27834	
2021-09	5.06	43993	
2021-12	6.18	51920	
2022-03	5.83	58969	
2022-06	6.41	73788	
2022-09	6	69619	
2022-12	6.86	80956	
2023-03	6.35	50030	
2023-06	4.69	44556	
2023-09	3.49	38910	
2023-12	3.25	38463	
2024-03	3.26	41327	
2024-06	3.53	49421	
2024-09	3.27	43505	
