month	ct_avg_前复权价格	股东人数
2007-12	0.84	6475	
2008-03	0.9	7049	
2008-06	0.52	7808	
2008-09	0.3	7170	
2008-12	0.38	8618	
2009-03	0.5	8931	
2009-06	0.62	8979	
2009-09	0.6	8864	
2009-12	0.99	11238	
2010-03	0.93	10393	
2010-06	0.76	9416	
2010-09	0.87	8301	
2010-12	0.95	9633	
2011-03	1.39	7570	
2011-06	1.79	9586	
2011-09	1.25	10487	
2011-12	0.97	12845	
2012-03	0.94	13003	
2012-06	0.87	15754	
2012-09	0.74	15402	
2012-12	0.61	14037	
2013-03	0.65	15255	
2013-06	0.58	13819	
2013-09	0.58	12892	
2013-12	0.6	11954	
2014-03	0.69	11440	
2014-06	1.26	10785	
2014-09	1.79	8852	
2014-12	1.74	8283	
2015-03	1.74	8214	
2015-06	4.47	7376	
2015-09	2.74	8058	
2015-12	3.25	9434	
2016-03	3.28	9214	
2016-06	3.54	12299	
2016-09	4.31	11261	
2016-12	3.73	13699	
2017-03	3.62	13187	
2017-06	3.2	12335	
2017-09	3.57	10650	
2017-12	3.68	10727	
2018-03	3.51	11996	
2018-06	3.81	13425	
2018-09	3.26	12822	
2018-12	3.07	11755	
2019-03	3.92	10025	
2019-06	3	16773	
2019-09	3.78	13549	
2019-12	4.22	18646	
2020-03	4.53	25395.5	
2020-06	4.25	35548	
2020-09	4.12	35530	
2020-11	3.98	34177	
2020-12	3.79	41954	
2021-01	3.58	40723	
2021-03	3.49	38464	
2021-04	3.26	36222	
2021-05	3.25	36006	
2021-06	3.75	36245	
2021-09	5.06	23089	
2021-12	6.18	19643	
2022-03	5.83	17295	
2022-06	6.41	15930	
2022-09	6	16884	
2022-12	6.86	14909	
2023-03	6.35	24125	
2023-06	4.69	28705	
2023-09	3.49	32870	
2023-12	3.25	34034	
2024-03	3.26	31675	
2024-06	3.53	26491	
2024-09	3.27	30093	
