month	ct_avg_前复权价格	人均持股
2010-03	1.04	3839	
2010-06	0.67	4760	
2010-09	0.64	4908	
2010-12	0.67	5609	
2011-03	0.68	12773	
2011-06	0.57	12408	
2011-09	0.48	12682	
2011-12	0.4	12710	
2012-03	0.45	13343	
2012-06	0.53	14406	
2012-09	0.44	16955	
2012-12	0.42	18535	
2013-03	0.52	38748	
2013-06	0.45	39519	
2013-09	0.46	42028	
2013-12	0.45	40533	
2014-03	0.38	39285	
2014-06	0.38	39004	
2014-09	0.45	40846	
2014-12	1.16	31962	
2015-03	1.23	36245	
2015-06	1.45	149016	
2015-09	0.74	31912	
2016-06	0.93	170371	
2016-09	1	172977	
2016-12	0.97	174966	
2017-06	0.93	179948	
2017-09	1.22	185003	
2017-12	1	189635	
2018-03	0.94	197910	
2018-06	0.86	200192	
2018-09	0.81	202288	
2018-12	0.93	203437	
2019-03	1.25	205186	
2019-06	1.13	206219	
2019-09	1.11	208344	
2019-12	1.05	209512	
2020-06	1.03	213070	
2020-09	1.18	218347	
2020-12	1.04	221241	
2021-03	0.97	225449	
2021-06	0.91	228141	
2021-09	1.05	231552	
2021-12	1	233916	
2022-03	0.87	235292	
2022-06	0.82	237175	
2022-09	0.77	239022	
2022-12	0.78	240527	
2023-03	0.76	242803	
2023-06	0.83	244217	
2023-09	1.02	246388	
2023-12	0.87	248417	
2024-03	0.89	249680	
2024-06	0.8	252023	
2024-09	0.86	254071	
