month	ct_avg_前复权价格	人均持股
2010-03	0.87	3984	
2010-06	0.72	5597	
2010-09	0.76	6281	
2010-12	1.01	11846	
2011-03	1.39	14638	
2011-06	1.35	14330	
2011-09	1.34	21352	
2011-12	1.05	20246	
2012-03	1.12	20284	
2012-06	1.08	20481	
2012-09	1.15	23038	
2012-12	1.37	26016	
2013-03	1.55	87097	
2013-06	1.82	83674	
2013-09	1.46	51868	
2013-12	1.45	57028	
2014-03	1.08	49640	
2014-06	0.95	47327	
2014-09	1.11	48983	
2014-12	1.55	39425	
2015-03	1.61	33320	
2015-06	2.11	32691	
2015-09	1.22	36916	
2015-12	1.27	39761	
2016-03	1.05	43022	
2016-06	1	44572	
2016-09	1.05	43901	
2016-12	1.2	43026	
2017-03	1.55	46031	
2017-06	1.24	40603	
2017-09	1.37	41680	
2017-12	1.24	43839	
2018-03	1.33	51850	
2018-06	1.35	54273	
2018-09	1.26	53809	
2018-12	1.08	49477	
2019-03	1.21	51963	
2019-06	1.17	52180	
2019-09	1.14	53796	
2019-12	1.24	55370	
2020-03	1.28	54410	
2020-06	1.08	48779	
2020-09	1.12	47747	
2020-12	1.19	52844	
2021-03	1.35	45087	
2021-06	1.53	57983	
2021-09	2.64	49563	
2021-12	2.54	55111	
2022-03	1.92	56510	
2022-06	2.06	60703	
2022-09	1.85	54121	
2022-12	1.79	53867	
2023-03	2.11	60277	
2023-06	1.76	51314	
2023-09	1.68	50318	
2023-12	1.36	44966	
2024-03	1.48	46323	
2024-06	1.76	55005	
2024-09	1.47	55189	
