month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-07	1.02	40.49	
2009-08	1	41.28	
2009-09	0.84	25.53	
2009-10	0.86	22.1	
2009-11	0.92	40.09	
2009-12	0.9	31.25	
2010-01	0.88	8.44	
2010-02	0.79	-33.81	
2010-03	0.81	-44.6	
2010-04	0.79	-58.12	
2010-05	0.68	-80.18	
2010-06	0.6	-89.76	
2010-07	0.57	-87.62	
2010-08	0.62	-73.54	
2010-09	0.62	-71.38	
2010-10	0.7	-43.14	
2010-11	0.68	-33.97	
2010-12	0.61	-65.72	
2011-01	0.62	-64.51	
2011-02	0.67	-16.01	
2011-03	0.65	-9.74	
2011-04	0.64	-23.92	
2011-05	0.57	-68.49	
2011-06	0.53	-79	
2011-07	0.52	-84.99	
2011-08	0.45	-93.21	
2011-09	0.41	-96.56	
2011-10	0.42	-89.34	
2011-11	0.41	-85.88	
2011-12	0.34	-97.93	
2012-01	0.3	-94.29	
2012-02	0.35	-77.9	
2012-03	0.34	-77.92	
2012-04	0.33	-82.09	
2012-05	0.33	-78.13	
2012-06	0.3	-88.93	
2012-07	0.29	-90.46	
2012-08	0.27	-92.62	
2012-09	0.25	-90.67	
2012-10	0.27	-75.89	
2012-11	0.26	-78.49	
2012-12	0.28	-57.14	
2013-01	0.28	-37.45	
2013-02	0.27	-48.69	
2013-03	0.26	-64.63	
2013-04	0.22	-81.89	
2013-05	0.22	-83.6	
2013-06	0.2	-86.71	
2013-07	0.18	-90.8	
2013-08	0.18	-85.35	
2013-09	0.22	-55.08	
2013-10	0.22	-41.77	
2013-11	0.2	-59.52	
2013-12	0.21	-24.92	
2014-01	0.2	-38.78	
2014-02	0.21	-20.81	
2014-03	0.22	4.12	
2014-04	0.21	2.38	
2014-05	0.19	-39.38	
2014-06	0.19	-51.92	
2014-07	0.2	-32.34	
2014-08	0.22	17.65	
2014-09	0.24	39.67	
2014-10	0.25	56.7	
2014-11	0.31	79.06	
2014-12	0.4	91.42	
2015-01	0.44	89.73	
2015-02	0.39	77.14	
2015-03	0.43	84.9	
2015-04	0.65	98.13	
2015-05	0.88	95.13	
2015-06	0.86	89.29	
2015-07	0.6	60.17	
2015-08	0.72	70.32	
2015-09	0.74	69.42	
2015-10	0.74	66.86	
2015-11	0.74	61.86	
2015-12	0.71	52.99	
2016-01	0.42	-26.83	
2016-02	0.37	-47.62	
2016-03	0.39	-58.39	
2016-04	0.39	-65.63	
2016-05	0.34	-87.63	
2016-06	0.33	-87.01	
2016-07	0.34	-78.23	
2016-08	0.33	-79.08	
2016-09	0.33	-81.25	
2016-10	0.34	-66.13	
2016-11	0.36	-37.3	
2016-12	0.35	-26.58	
2017-01	0.34	-32.39	
2017-02	0.38	14.48	
2017-03	0.38	31.91	
2017-04	0.37	33.33	
2017-05	0.34	-15.58	
2017-06	0.34	-29.87	
2017-07	0.36	-33.59	
2017-08	0.49	58.35	
2017-09	0.48	71.6	
2017-10	0.45	64.34	
2017-11	0.41	49.27	
2017-12	0.42	49.15	
2018-01	0.45	62.46	
2018-02	0.4	29.52	
2018-03	0.39	-9.33	
2018-04	0.36	-39.58	
2018-05	0.38	-39.98	
2018-06	0.35	-55.09	
2018-07	0.29	-81.66	
2018-08	0.27	-89.25	
2018-09	0.25	-92.11	
2018-10	0.24	-94.15	
2018-11	0.25	-78.82	
2018-12	0.26	-67.77	
2019-01	0.28	-41.84	
2019-02	0.3	-26.55	
2019-03	0.33	9.99	
2019-04	0.37	39.07	
2019-05	0.32	25.98	
2019-06	0.31	14.66	
2019-07	0.31	21.58	
2019-08	0.29	-18.18	
2019-09	0.31	1.03	
2019-10	0.3	-3.82	
2019-11	0.31	-11.86	
2019-12	0.32	4.22	
2020-01	0.32	30.47	
2020-02	0.27	-42.28	
2020-03	0.26	-73.62	
2020-04	0.24	-84.4	
2020-05	0.21	-90.77	
2020-06	0.22	-83.04	
2020-07	0.27	-49.77	
2020-08	0.33	7.19	
2020-09	0.37	35.84	
2020-10	0.39	61.33	
2020-11	0.55	78.66	
2020-12	0.65	90.72	
2021-01	0.93	96.74	
2021-02	0.76	82.56	
2021-03	0.74	77.91	
2021-04	1	94.56	
2021-05	1.31	98.31	
2021-06	1.62	98.26	
2021-07	1.79	91.4	
2021-08	1.72	87.01	
2021-09	1.69	80	
2021-10	1.35	46.88	
2021-11	1.29	21.23	
2021-12	1.54	40.99	
2022-01	1.47	30.64	
2022-02	1.38	-3.35	
2022-03	1.37	-12.27	
2022-04	1.24	-40.46	
2022-05	1.21	-50	
2022-06	1.24	-55.65	
2022-07	1.25	-51.19	
2022-08	1.19	-63.24	
2022-09	1.1	-75.3	
2022-10	1	-87.16	
2022-11	1.06	-78.12	
2022-12	1.12	-63.68	
2023-01	1.07	-80.64	
2023-02	1.12	-49.42	
2023-03	1.16	-14.4	
2023-04	1.16	0.85	
2023-05	1.15	8.08	
2023-06	1.11	-27.55	
2023-07	1.18	26.53	
2023-08	1.16	34.2	
2023-09	1.18	51.43	
2023-10	1.15	32.72	
2023-11	1.17	33.28	
2023-12	1.22	65.9	
2024-01	1.23	73.42	
2024-02	1.29	87.12	
2024-03	1.31	87.84	
2024-04	1.37	96.7	
2024-05	1.76	99.06	
2024-06	1.99	96.1	
2024-07	1.77	79.15	
2024-08	1.6	56.74	
2024-09	1.63	46.34	
2024-10	1.93	81.4	
2024-11	1.91	79.42	
2024-12	1.93	80.32	
2025-01	1.9	77.33	
