month	ct_avg_前复权价格	股东人数
2004-09	0.85	42821	
2004-12	0.8	40199	
2005-03	0.86	38277	
2005-06	0.81	33973	
2005-09	1.04	24991	
2005-12	1.06	24608	
2006-03	1.18	30391	
2006-06	1.47	31558	
2006-09	1.34	26996	
2006-12	1.37	22530	
2007-03	3.03	11190	
2007-06	4.33	10724	
2007-09	8.48	12877	
2007-12	7.91	16582	
2008-03	7.74	23286	
2008-06	4.35	41111	
2008-09	2.76	46141	
2008-12	2.55	50077	
2009-03	4.25	42030	
2009-06	6.01	96103	
2009-09	5.31	79330	
2009-12	5.46	82260	
2010-03	5.09	83226	
2010-06	6.35	79865	
2010-09	6.44	74743	
2010-12	7.14	84625	
2011-03	7.34	83401	
2011-06	6.43	73864	
2011-09	5.72	77549	
2011-12	3.94	78652	
2012-03	4.51	78279	
2012-06	4.02	75846	
2012-09	3.4	74437	
2012-12	3.15	74832	
2013-03	3.71	71160	
2013-06	3.83	70012	
2013-09	4.64	71485	
2013-12	4.47	70038	
2014-03	5.03	68872	
2014-06	4.46	69066	
2014-09	6.48	59756	
2014-12	6.24	60167	
2015-03	7.59	48993	
2015-06	18.83	39120	
2015-09	18.83	42401	
2015-12	20.16	31661	
2016-03	14.11	36931	
2016-06	14.6	34676	
2016-09	14.42	29905	
2016-12	14.15	32481	
2017-03	14.32	32583	
2017-04	15.09	62423	
2017-06	11.52	53534	
2017-09	11.4	59245	
2017-12	11.51	46208	
2018-03	11.1	45400	
2018-06	8.22	42969	
2018-09	9.95	37471	
2018-12	10.09	36099	
2019-03	11.23	37898	
2019-06	10.39	36755	
2019-09	11.05	37164	
2019-12	9.24	40969	
2020-03	7.56	42484	
2020-06	7.25	42698	
2020-09	8.29	42553	
2020-12	7.75	43798	
2021-03	7.62	41854	
2021-06	7.9	40027	
2021-09	8.96	42448	
2021-12	8.73	45120	
2022-03	7.65	43778	
2022-06	7.32	43730	
2022-09	7.28	43077	
2022-12	7.22	41601	
2023-03	7.69	38716	
2023-06	9.13	69865	
2023-09	8.78	52150	
2023-12	7.97	51106	
2024-03	9.35	58177	
2024-06	8.76	58003	
2024-09	10.11	45155	
