month	ct_avg_前复权价格	人均持股
2009-11	1.14	0	
2009-12	1.27	1668	
2010-03	1.24	2108	
2010-06	1.75	2816	
2010-09	2.24	3612	
2010-12	2.66	11829	
2011-03	2.52	15135	
2011-06	2.59	24149	
2011-09	3.22	22668	
2011-12	3.09	23946	
2012-03	3.51	32015	
2012-06	3.81	30120	
2012-09	3.39	25929	
2012-12	2.56	14708	
2013-03	2	9382	
2013-06	1.67	9926	
2013-09	1.35	16134	
2013-12	1.16	16274	
2014-03	1.49	22063	
2014-06	1.54	25406	
2014-09	1.93	32329	
2014-12	2.13	39446	
2015-03	2.35	35448	
2015-06	3.03	50815	
2015-09	2.34	52649	
2015-12	2.84	61638	
2016-03	2.77	74009	
2016-06	3.15	70013	
2016-09	2.91	43573	
2016-12	3.08	52868	
2017-03	3.76	69672	
2017-06	3.86	51793	
2017-09	4.13	59632	
2017-12	5.06	50397	
2018-03	5.04	46634	
2018-06	6.33	53762	
2018-09	5.25	47811	
2018-12	4.48	34316	
2019-03	5.32	37529	
2019-06	5.32	25911	
2019-09	4.99	13140	
2019-12	4.86	15951	
2020-03	4.19	12814	
2020-06	5.06	13763	
2020-09	6.45	15380	
2020-12	9.98	16049	
2021-03	8.05	9158	
2021-06	10.28	9078	
2021-09	8.28	7808	
2021-12	8.63	6711	
2022-03	7.22	8126	
2022-06	8.38	10891	
2022-09	7.52	11863	
2022-12	7.89	12035	
2023-03	8.28	12682	
2023-06	6.9	9543	
2023-09	6.94	8920	
2023-12	5.61	8336	
2024-03	5.18	8185	
2024-06	4.56	7779	
2024-09	4.2	7592	
