month	ct_avg_前复权价格	股东人数
2011-12	1.02	530	
2012-03	1.12	406	
2012-06	1.25	393	
2012-09	0.97	383	
2012-12	0.92	373	
2013-03	0.93	359	
2013-06	0.9	354	
2013-09	0.91	357	
2013-12	0.9	364	
2014-03	0.78	357	
2014-06	0.8	356	
2014-09	0.94	348	
2014-12	1.67	628	
2015-03	2.05	620	
2015-06	2.43	593	
2015-09	1.46	596	
2015-12	2.02	597	
2016-03	1.5	598	
2016-06	1.6	600	
2016-09	1.67	599	
2016-12	1.78	598	
2017-03	1.71	596	
2017-06	2.02	592	
2017-09	2.33	289	
2017-12	2.64	287	
2018-03	2.03	78081	
2018-06	1.8	281	
2018-09	1.92	286	
2018-12	1.74	286	
2019-03	2.11	284	
2019-06	2.12	283	
2019-09	2.08	283	
2019-12	1.93	282	
2020-03	1.74	286	
2020-06	1.85	287	
2020-09	2.59	286	
2020-12	2.52	282	
2021-03	2.15	280	
2021-06	2.01	278	
2021-09	1.83	282	
2021-12	1.7	283	
2022-03	1.54	281	
2022-06	1.33	284	
2022-09	1.29	284	
2022-12	1.34	288	
2023-03	1.39	285	
2023-06	1.71	287	
2023-09	1.84	287	
2023-12	1.42	283	
2024-03	1.47	286	
2024-06	1.47	286	
2024-09	1.68	285	
