month	ct_avg_前复权价格	人均持股
2011-12	1.02	342897	
2012-03	1.12	2547062	
2012-06	1.25	2631316	
2012-09	0.97	2700019	
2012-12	0.92	2772406	
2013-03	0.93	2880522	
2013-06	0.9	2921207	
2013-09	0.91	2896659	
2013-12	0.9	2840954	
2014-03	0.78	2896659	
2014-06	0.8	2904796	
2014-09	0.94	2971573	
2014-12	1.67	1646668	
2015-03	2.05	1667915	
2015-06	2.43	1743857	
2015-09	1.46	1735079	
2015-12	2.02	1732173	
2016-03	1.5	1729295.5	
2016-06	1.6	1723512	
2016-09	1.67	1726389	
2016-12	1.78	1729276	
2017-03	1.71	1735079	
2017-06	2.02	1746803	
2017-09	2.33	3578226	
2017-12	2.64	3603161	
2018-03	2.03	26709	
2018-06	1.8	3680097	
2018-09	1.92	3615760	
2018-12	1.74	3615760	
2019-03	2.11	3641223	
2019-06	2.12	3654089	
2019-09	2.08	3654089	
2019-12	1.93	3667047	
2020-03	1.74	3615760	
2020-06	1.85	3603161	
2020-09	2.59	3615760	
2020-12	2.52	3667047	
2021-03	2.15	3693240	
2021-06	2.01	3719810	
2021-09	1.83	3667047	
2021-12	1.7	3654089	
2022-03	1.54	3680097	
2022-06	1.33	3641223	
2022-09	1.29	3641223	
2022-12	1.34	3590650	
2023-03	1.39	3628447	
2023-06	1.71	3603161	
2023-09	1.84	3603161	
2023-12	1.42	3654089	
2024-03	1.47	3615760	
2024-06	1.47	3615760	
2024-09	1.68	3628447	
