month	ct_avg_前复权价格	人均持股
2003-09	1.01	2456	
2003-12	1.06	2906	
2004-03	1.13	2807	
2004-06	0.96	3482	
2004-09	0.92	3610	
2004-12	0.75	3811	
2005-03	0.72	3974	
2005-06	0.7	4079	
2005-09	0.77	4426	
2005-12	0.83	4951	
2006-03	1.1	5345	
2006-06	1.03	5814	
2006-09	1.01	6260	
2006-12	1.59	7285	
2007-03	2.43	7022	
2007-06	3.01	8481	
2007-09	5.12	9928	
2007-12	4.67	8764	
2008-03	3.56	8429	
2008-06	2.46	10568	
2008-09	2.19	10786	
2008-12	1.97	9975	
2009-03	2.4	11374	
2009-06	2.84	23601	
2009-09	2.45	18333	
2009-12	2.92	19629	
2010-03	2.88	21953	
2010-06	2.76	24016	
2010-09	2.78	23826	
2010-12	2.79	20151	
2011-03	3.04	25513	
2011-06	2.82	30138	
2011-09	2.62	28804	
2011-12	2.81	39366	
2012-03	2.81	34110	
2012-06	2.46	29243	
2012-09	2.14	29703	
2012-12	2.46	34719	
2013-03	2.79	36155	
2013-06	2.54	33222	
2013-09	2.72	41547	
2013-12	2.92	45392	
2014-03	2.9	47948	
2014-06	2.92	48429	
2014-09	3.21	49058	
2014-12	4.43	42366	
2015-03	4.66	40917	
2015-06	6.06	37487	
2015-09	4.84	59295	
2015-12	5.39	63568	
2016-03	4.72	64445	
2016-06	4.67	89388	
2016-09	4.94	87795	
2016-12	5.42	103937	
2017-03	5.5	106362	
2017-06	5.27	117768	
2017-09	5.54	107039	
2017-12	5.41	109497	
2018-03	5.42	111672	
2018-06	4.68	106821	
2018-09	4.65	105397	
2018-12	4.56	105596	
2019-03	5.02	105911	
2019-06	4.61	105700	
2019-09	4.6	109188	
2019-12	4.65	112235	
2020-03	4.2	112606	
2020-06	3.92	111219	
2020-09	4	105565	
2020-12	4.05	109282	
2021-03	4.14	109315	
2021-06	4.03	110196	
2021-09	3.83	109277	
2021-12	3.8	108846	
2022-03	3.67	109898	
2022-06	3.69	113259	
2022-09	3.7	116466	
2022-12	3.77	117300	
2023-03	3.85	117817	
2023-06	4.19	124538	
2023-09	4.35	130092	
2023-12	4.44	135220	
2024-03	4.9	170326	
2024-06	5.16	176332	
2024-09	5.34	183570	
