month	ct_avg_前复权价格	股东人数
2003-09	1.01	407152	
2003-12	1.06	344084	
2004-03	1.13	356280	
2004-06	0.96	344602	
2004-09	0.92	332424	
2004-12	0.75	314870	
2005-03	0.72	301995	
2005-06	0.7	294210	
2005-09	0.77	271109	
2005-12	0.83	242389	
2006-03	1.1	224512	
2006-06	1.03	268335	
2006-09	1.01	249209	
2006-12	1.59	214130	
2007-03	2.43	222149	
2007-06	3.01	198869	
2007-09	5.12	169888	
2007-12	4.67	192450	
2008-03	3.56	200087	
2008-06	2.46	208221	
2008-09	2.19	204012	
2008-12	1.97	220598	
2009-03	2.4	193462	
2009-06	2.84	160330	
2009-09	2.45	206400	
2009-12	2.92	192775	
2010-03	2.88	172372	
2010-06	2.76	157563	
2010-09	2.78	158819	
2010-12	2.79	187785	
2011-03	3.04	148319	
2011-06	2.82	139361	
2011-09	2.62	145812	
2011-12	2.81	126774	
2012-03	2.81	146309	
2012-06	2.46	170655	
2012-09	2.14	168017	
2012-12	2.46	143739	
2013-03	2.79	138030	
2013-06	2.54	150217	
2013-09	2.72	156153	
2013-12	2.92	142927	
2014-03	2.9	135306	
2014-06	2.92	133963	
2014-09	3.21	132246	
2014-12	4.43	153135	
2015-03	4.66	158557	
2015-06	6.06	173065	
2015-09	4.84	131297	
2015-12	5.39	122470	
2016-03	4.72	120804	
2016-06	4.67	119541	
2016-09	4.94	121711	
2016-12	5.42	102808	
2017-03	5.5	100464	
2017-06	5.27	108881	
2017-09	5.54	119794	
2017-12	5.41	117105	
2018-03	5.42	114825	
2018-06	4.68	120039	
2018-09	4.65	121661	
2018-12	4.56	121432	
2019-03	5.02	121070	
2019-06	4.61	121312	
2019-09	4.6	117437	
2019-12	4.65	114249	
2020-03	4.2	113872	
2020-06	3.92	115292	
2020-09	4	121467	
2020-12	4.05	117336	
2021-03	4.14	117300	
2021-06	4.03	116363	
2021-09	3.83	117341	
2021-12	3.8	117806	
2022-03	3.67	116678	
2022-06	3.69	113216	
2022-09	3.7	110098	
2022-12	3.77	109315	
2023-03	3.85	108836	
2023-06	4.19	102962	
2023-09	4.35	98566	
2023-12	4.44	94828	
2024-03	4.9	90340	
2024-06	5.16	87263	
2024-09	5.34	83822	
