month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1999-12	1.05	-28.71	
2000-01	1.11	-30.5	
2000-02	1.16	-29.14	
2000-03	1.14	-42.47	
2000-04	1.27	0.13	
2000-05	1.32	31.45	
2000-06	1.43	50.53	
2000-07	1.47	60.88	
2000-08	1.49	66.54	
2000-09	1.32	33.89	
2000-10	1.3	18.54	
2000-11	1.35	33.56	
2000-12	1.33	13.22	
2001-01	1.42	45.73	
2001-02	1.4	51.74	
2001-03	1.57	78.98	
2001-04	1.67	88.94	
2001-05	1.69	88	
2001-06	1.64	77.25	
2001-07	1.56	54.83	
2001-08	1.43	11.88	
2001-09	1.38	-18.97	
2001-10	1.35	-39.88	
2001-11	1.24	-57.18	
2001-12	1.21	-65.39	
2002-01	1.13	-80.54	
2002-02	1.12	-83.48	
2002-03	1.18	-72.75	
2002-04	1.16	-78.12	
2002-05	1.12	-83.38	
2002-06	1.13	-84.2	
2002-07	1.27	-21.35	
2002-08	1.26	4.42	
2002-09	1.21	-4.73	
2002-10	1.17	-34.72	
2002-11	1.21	1.83	
2002-12	1.21	10.07	
2003-01	1.27	21.16	
2003-02	1.36	69.82	
2003-03	1.47	83.42	
2003-04	1.84	90.71	
2003-05	2.21	96.25	
2003-06	2.09	86.69	
2003-07	2.28	95.88	
2003-08	2.2	83.29	
2003-09	2.13	64.53	
2003-10	2.17	58.33	
2003-11	2.43	89.73	
2003-12	2.46	89.75	
2004-01	2.73	96.84	
2004-02	2.66	91.16	
2004-03	2.75	94.14	
2004-04	2.57	66.96	
2004-05	2.27	24	
2004-06	2.1	-7.83	
2004-07	1.9	-34.05	
2004-08	1.91	-45.9	
2004-09	1.85	-61.36	
2004-10	1.53	-83.82	
2004-11	1.37	-89.73	
2004-12	1.25	-94.18	
2005-01	1.16	-91.79	
2005-02	1.31	-76.44	
2005-03	1.13	-90.33	
2005-04	0.98	-97.4	
2005-05	0.98	-91.23	
2005-06	1.06	-73.5	
2005-07	1.14	-50.21	
2005-08	1.26	-14.71	
2005-09	1.27	4.18	
2005-10	1.23	10.71	
2005-11	1.03	-42.37	
2005-12	1.07	-50.49	
2006-01	1.15	-26.39	
2006-02	1.21	11.87	
2006-03	1.19	29	
2006-04	1.19	33.62	
2006-05	1.48	64.73	
2006-06	2.02	85.35	
2006-07	2.1	89.75	
2006-08	1.78	75.31	
2006-09	1.83	71.34	
2006-10	1.82	61.19	
2006-11	2.08	83.64	
2006-12	2.66	94.26	
2007-01	3.41	98.62	
2007-02	3.71	94.4	
2007-03	4.53	95.74	
2007-04	4.93	98.17	
2007-05	5.44	97.67	
2007-06	5.83	94.47	
2007-07	7.16	98.86	
2007-08	8.51	97.67	
2007-09	9.82	98.39	
2007-10	9.96	91.91	
2007-11	8.13	65.1	
2007-12	8.99	71.38	
2008-01	8.76	70.21	
2008-02	7.22	16.55	
2008-03	5.61	-19.05	
2008-04	4.93	-39.37	
2008-05	4.86	-49.82	
2008-06	3.53	-73.17	
2008-07	2.96	-81.79	
2008-08	2.46	-91.75	
2008-09	2.23	-91.26	
2008-10	2.01	-95.4	
2008-11	1.97	-89.73	
2008-12	2.15	-75.58	
2009-01	2.12	-72.32	
2009-02	2.85	-31.16	
2009-03	3.33	2.96	
2009-04	3.75	26.23	
2009-05	5.09	46.53	
2009-06	5.19	54.42	
2009-07	6.51	80.82	
2009-08	6.19	77.17	
2009-09	6.98	87.5	
2009-10	7.68	92.97	
2009-11	8.92	95.87	
2009-12	9.27	97.4	
2010-01	8.1	72.14	
2010-02	7.4	47.08	
2010-03	7.44	35.29	
2010-04	7.05	5.61	
2010-05	6.16	-22.14	
2010-06	5.76	-39.8	
2010-07	6.47	-26.62	
2010-08	7.28	2.84	
2010-09	8.03	30.17	
2010-10	9.37	47.94	
2010-11	8.74	49.64	
2010-12	7.51	26.79	
2011-01	7.37	0.22	
2011-02	8.51	51.55	
2011-03	8.61	72.59	
2011-04	8.64	76.32	
2011-05	7.78	29.46	
2011-06	8.27	31.8	
2011-07	8.57	62.37	
2011-08	7.61	1.01	
2011-09	7.31	-49.91	
2011-10	7.39	-63.89	
2011-11	7.19	-67.41	
2011-12	6.36	-84.74	
2012-01	7.06	-68.93	
2012-02	7.3	-49.06	
2012-03	7.15	-44.48	
2012-04	7.16	-52.26	
2012-05	7.32	-17.9	
2012-06	6.93	-43.57	
2012-07	6.16	-82.55	
2012-08	5.88	-93.4	
2012-09	6.02	-80.76	
2012-10	6.37	-65.77	
2012-11	6.49	-49.07	
2012-12	7.56	5.1	
2013-01	8.18	37.81	
2013-02	8.32	54.35	
2013-03	7.45	37.2	
2013-04	7.33	29.71	
2013-05	7.5	44.6	
2013-06	6.84	14.08	
2013-07	6.35	-35.37	
2013-08	6.69	-38.39	
2013-09	6.89	-27.82	
2013-10	7.11	-4.17	
2013-11	7.59	35.29	
2013-12	7.44	35.47	
2014-01	6.6	-26.15	
2014-02	6.69	-45.37	
2014-03	6.49	-62.97	
2014-04	7.25	-8.46	
2014-05	7.35	27.19	
2014-06	7.66	66.52	
2014-07	8.19	88.51	
2014-08	9.03	93.58	
2014-09	9.77	96.22	
2014-10	9.5	84.28	
2014-11	10.17	94.29	
2014-12	11.76	97.44	
2015-01	13.02	96.65	
2015-02	12.47	87.14	
2015-03	13.23	95.17	
2015-04	14.49	97.7	
2015-05	13.73	82.77	
2015-06	13.19	69.22	
2015-07	12.32	36.06	
2015-08	10.53	-5.48	
2015-09	9.84	-30.94	
2015-10	10.21	-33.77	
2015-11	11.22	-20.37	
2015-12	12.03	-0.89	
2016-01	11	-22.68	
2016-02	10.69	-45.6	
2016-03	11.26	-14.79	
2016-04	11.68	25.04	
2016-05	11.46	21.22	
2016-06	11.63	41.16	
2016-07	13.06	70.83	
2016-08	14.22	88.16	
2016-09	13.3	75.94	
2016-10	14.05	87.5	
2016-11	14.63	95.33	
2016-12	14.62	85.35	
2017-01	15.07	90.08	
2017-02	15.54	94.94	
2017-03	15.37	86.1	
2017-04	16.17	94.69	
2017-05	17.39	99.02	
2017-06	19.31	99.03	
2017-07	20.33	95.66	
2017-08	19.29	79.04	
2017-09	19.25	72.87	
2017-10	20.86	91.86	
2017-11	20.73	89.77	
2017-12	20.41	77.04	
2018-01	21.58	93.1	
2018-02	21.88	91.9	
2018-03	23.03	94.6	
2018-04	21.12	62.94	
2018-05	22.39	75.57	
2018-06	23.26	90.36	
2018-07	22.08	64.24	
2018-08	19.97	5.12	
2018-09	20.32	-15.04	
2018-10	19.21	-37.55	
2018-11	18.02	-62.86	
2018-12	17.38	-77.81	
2019-01	17.39	-79.91	
2019-02	19.03	-53.63	
2019-03	18.17	-59.74	
2019-04	19.29	-33.29	
2019-05	17.13	-62.68	
2019-06	16.99	-76.69	
2019-07	17.68	-68.01	
2019-08	17.57	-67.61	
2019-09	17.84	-38.39	
2019-10	17.01	-74.21	
2019-11	16.78	-80.78	
2019-12	16.95	-78.17	
2020-01	17.42	-48.66	
2020-02	15.97	-84.29	
2020-03	15.39	-88.76	
2020-04	13.57	-99.23	
2020-05	13.67	-93.15	
2020-06	13.07	-97.54	
2020-07	14.19	-71.89	
2020-08	14.02	-61.48	
2020-09	14.78	-30.97	
2020-10	16	1.9	
2020-11	19.9	40.31	
2020-12	18.56	48.76	
2021-01	18.19	51.65	
2021-02	16.55	34.82	
2021-03	15.44	0.58	
2021-04	15.21	-25.51	
2021-05	15.41	-28.97	
2021-06	15.93	-21.81	
2021-07	15.67	-15.83	
