month	ct_avg_前复权价格	人均持股
2010-03	0.93	1589	
2010-06	0.79	2243	
2010-09	0.84	2442	
2010-12	0.87	2520	
2011-03	1.07	7871	
2011-06	0.93	8324	
2011-09	0.82	5284	
2011-12	0.54	8507	
2012-03	0.62	7494	
2012-06	0.74	9110	
2012-09	0.74	10018	
2012-12	0.58	9581	
2013-03	0.7	13236	
2013-06	0.62	13446	
2013-09	0.72	16835	
2013-12	0.6	15215	
2014-03	0.58	28316	
2014-06	0.5	26447	
2014-09	0.67	22566	
2014-12	0.63	20677	
2015-03	0.7	16325	
2015-06	1.14	9926	
2015-09	0.55	9287	
2015-12	0.71	9592	
2016-03	0.55	10061	
2016-06	0.55	11385	
2016-09	0.57	12092	
2016-12	0.66	13135	
2017-03	0.78	12491	
2017-04	1.07	11033	
2017-05	1.03	6774	
2017-06	1.09	6333	
2017-07	0.88	6751	
2017-08	0.88	6543.5	
2017-09	0.88	6619.5	
2017-12	0.59	7360	
2018-03	0.56	7640	
2018-04	0.51	7807	
2018-05	0.5	7994	
2018-06	0.41	8315	
2018-07	0.36	8307	
2018-08	0.35	8472	
2018-09	0.33	8621	
2018-10	0.29	8645	
2018-11	0.34	8493	
2018-12	0.35	8578.33	
2019-01	0.33	8560	
2019-03	0.41	8966	
2019-06	0.34	9533	
2019-09	0.32	9881	
2019-12	0.3	10194	
2020-03	0.32	10208	
2020-06	0.28	10672	
2020-09	0.32	11080	
2020-12	0.37	9888	
2021-01	0.49	7394	
2021-03	0.41	7845	
2021-05	0.4	8260.5	
2021-06	0.46	8315	
2021-09	0.43	9100	
2021-12	0.44	9665	
2022-03	0.38	9804	
2022-06	0.38	10031	
2022-09	0.42	9513	
2022-12	0.41	9987	
2023-03	0.43	10327	
2023-06	0.39	11843	
2023-08	0.4	12221	
2023-09	0.4	12307.67	
2023-10	0.4	12462.5	
2023-11	0.42	12661	
2023-12	0.41	12757	
2024-03	0.34	12477	
2024-06	0.28	12971	
2024-09	0.29	13087	
