month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2004-06	8.8	0.25	
2004-07	7.67	0.08	
2004-08	7.37	0.03	
2004-09	8.25	0.14	
2004-10	9.28	0.27	
2004-11	8.72	0.18	
2004-12	7.85	0.05	
2005-01	7.46	-0.01	
2005-02	8.46	0.12	
2005-03	9.6	0.25	
2005-04	10.52	0.36	
2005-05	10.18	0.31	
2005-06	10.41	0.32	
2005-07	10.51	0.33	
2005-08	10.46	0.31	
2005-09	10.34	0.29	
2005-10	11.18	0.38	
2005-11	11.15	0.37	
2005-12	11.05	0.35	
2006-01	12.25	0.48	
2006-02	14.1	0.69	
2006-03	13.99	0.67	
2006-04	15.42	0.82	
2006-05	22.08	1.56	
2006-06	25.64	1.91	
2006-07	25.61	1.85	
2006-08	22.65	1.48	
2006-09	23.01	1.47	
2006-10	23.03	1.43	
2006-11	23.15	1.41	
2006-12	25.94	1.64	
2007-01	32.63	2.24	
2007-02	31.82	2.08	
2007-03	29.8	1.82	
2007-04	32.41	2	
2007-05	38.73	2.48	
2007-06	38.27	2.34	
2007-07	34.82	1.97	
2007-08	38.19	2.17	
2007-09	39.22	2.17	
2007-10	37.74	1.98	
2007-11	31.04	1.42	
2007-12	32.43	1.49	
2008-01	34.73	1.61	
2008-02	28.29	1.1	
2008-03	25.67	0.88	
2008-04	22.93	0.66	
2008-05	24.23	0.73	
2008-06	21.89	0.55	
2008-07	24.06	0.69	
2008-08	21.54	0.49	
2008-09	17.45	0.2	
2008-10	10.41	-0.28	
2008-11	10.53	-0.28	
2008-12	12.04	-0.17	
2009-01	12.05	-0.18	
2009-02	15.04	0.02	
2009-03	16.51	0.12	
2009-04	18.07	0.21	
2009-05	20.68	0.38	
2009-06	21.05	0.39	
2009-07	22.13	0.45	
2009-08	22.88	0.49	
2009-09	25.73	0.65	
2009-10	29.42	0.87	
2009-11	36.81	1.29	
2009-12	36.84	1.25	
2010-01	40.51	1.43	
