month	ct_avg_前复权价格	人均持股
2014-09	1.19	1398.5	
2014-12	1.05	2436	
2015-03	1.1	2448	
2015-06	1.64	5917	
2015-09	0.79	5735	
2015-12	1.18	5865	
2016-03	0.96	5507	
2016-06	1.29	5926	
2016-09	1.24	5245	
2016-12	1.24	4736	
2017-02	1.21	4881	
2017-03	1.28	4781	
2017-06	0.87	5245	
2017-09	0.91	24447	
2017-12	0.9	25680	
2018-03	0.92	28521	
2018-06	0.82	41463	
2018-09	0.81	45898	
2018-12	0.96	51763	
2019-03	1.23	52250	
2019-06	1.24	65489	
2019-09	1.57	68718	
2019-12	1.62	75772	
2020-03	1.58	53534	
2020-06	2.19	73841	
2020-09	3.44	84996	
2020-12	4.06	64875	
2021-03	4.12	51603	
2021-06	5.49	45911	
2021-09	8.28	28865	
2021-12	7.61	34836	
2022-03	7.21	37511	
2022-06	6.46	27384	
2022-09	5.11	30567	
2022-12	5.34	42545	
2023-03	5.29	34047	
2023-06	3.92	38422	
2023-09	3.48	42363	
2023-12	2.69	40621	
2024-03	3.51	46349	
2024-06	2.86	56533	
2024-09	2.52	48537	
