month	ct_avg_前复权价格	股东人数
2011-09	1.19	113572	
2011-12	0.8	177901	
2012-03	0.85	170355	
2012-06	0.94	172618	
2012-09	0.77	166573	
2012-12	0.74	161558	
2013-03	1.33	161693	
2013-06	1.19	208078	
2013-09	1.08	200174	
2013-12	1.08	199758	
2014-03	1.01	200938	
2014-06	1	191654	
2014-09	1.1	179542	
2014-12	2.49	354459	
2015-03	2.43	356700	
2015-06	2.54	320250	
2015-09	1.22	277770	
2015-12	1.77	342032	
2016-03	1.35	343962	
2016-06	1.33	324189	
2016-09	1.36	297817	
2016-12	1.46	310100	
2017-02	1.53	284103	
2017-03	1.54	265234	
2017-06	1.75	208477	
2017-09	1.63	219214	
2017-12	1.3	222816	
2018-03	1.17	220124	
2018-06	1.12	218496	
2018-09	1.03	208655	
2018-12	0.98	208360	
2019-03	1.4	215105	
2019-06	1.31	206034	
2019-09	1.31	196537	
2019-12	1.35	217396	
2020-03	1.39	207769	
2020-06	1.3	202292	
2020-09	1.57	188503	
2020-12	1.64	175477	
2021-03	1.6	191564	
2021-06	1.77	205725	
2021-09	1.58	216739	
2021-12	1.46	207239	
2022-03	1.27	200469	
2022-06	1.23	198372	
2022-09	1.26	187925	
2022-12	1.22	191727	
2023-03	1.29	187355	
2023-06	1.24	181542	
2023-09	1.35	185050	
2023-12	1.59	221422	
2024-03	1.46	233088	
2024-06	1.53	227801	
2024-09	1.35	226298	
