month	ct_avg_Tdx收盘价	人均持股
1998-12	11.13	1153	
1999-12	14.32	8154	
2000-06	16.02	9975	
2000-12	16.64	4619	
2001-12	12.99	3505	
2002-06	11.79	5236	
2002-09	11.86	5176	
2002-12	10.5	5145	
2003-03	11.17	5090	
2003-06	13.31	6992	
2003-09	12.87	7620	
2003-12	14.85	9458	
2004-03	18.01	10989	
2004-06	10.86	17563	
2004-09	10.04	18613	
2004-12	12.24	23811	
2005-03	14.09	27543	
2005-06	14.64	38312	
2005-09	13.56	32509	
2005-12	13	36286	
2006-03	17.98	42172	
2007-06	57.9	6135	
2007-09	49.51	10810	
2007-12	51.9	17148	
2008-03	41.14	13853	
2008-06	36.44	18742	
2008-09	30.61	18192	
2008-12	32.43	26911	
2009-03	32.1	21745	
2009-06	36.09	28191	
2009-09	40	34866	
2009-12	50.23	38469	
2010-03	51.58	36430	
2010-12	84.65	76207	
2011-03	83.77	78488	
2011-06	63.25	40656	
2011-09	67.68	56410	
2011-12	73.63	76367	
2012-03	69.9	70700	
2012-06	61.98	43925	
2012-09	57.6	54093	
2012-12	55.39	50085	
2013-03	74.74	59646	
2013-06	39.9	57936	
2013-09	41.71	56304	
2013-12	45.3	74353	
2014-03	40.82	45305	
2014-06	35.09	44084	
2014-09	34.74	27277	
2014-12	30.61	15880	
2015-03	34	17631	
2015-06	24.61	19066	
2015-09	17.82	23080	
2015-12	19.88	26253	
2016-03	19.78	28762	
2016-06	21.51	31421	
2016-09	23.65	34058	
2016-12	21.21	46538	
2017-03	22.03	45725	
2017-04	22.75	45915.5	
2017-06	22.68	57240	
2017-08	21.8	47663	
2017-09	23.42	60072	
2017-12	26.28	58817	
2018-03	27.28	60286.5	
2018-04	25.6	59527.5	
2018-05	26.47	63264.5	
2018-06	27.58	65333.5	
2018-07	25.98	65652	
2018-08	23.67	63649.67	
2018-09	24.47	68119.33	
2018-10	23.62	65634	
2018-11	22.94	62467.67	
2018-12	23.27	65717	
2019-01	24.52	70121.33	
2019-02	24.88	62775	
2019-03	25.18	50867.25	
2019-04	26.67	55396.33	
2019-05	25.45	50048.33	
2019-06	24.52	49350	
2019-07	24.91	47291	
2019-08	22.46	42271	
2019-09	23.74	32431.33	
2019-10	26.21	13508.33	
2019-11	31.79	15208.67	
2019-12	29.24	14678.67	
2020-01	30.58	14087.5	
2020-02	33.08	15094	
2020-03	35.85	16048.33	
2020-04	40.83	16435.33	
2020-05	41.21	14776	
2020-06	41.09	14224.33	
2020-07	51.28	13685	
2020-08	56.3	12515.33	
2020-09	54.04	10341.67	
2020-10	51.52	11676	
2020-11	49.36	10931	
2020-12	47.19	8822.33	
2021-01	50.14	7794.33	
2021-02	48.22	7349.33	
2021-03	42.54	6459.67	
2021-04	39.37	5624.67	
2021-05	36.31	5117.5	
2021-06	33.26	4500	
2021-07	29.22	4184	
2021-08	26.2	3714.33	
2021-09	25.88	3602.33	
2021-10	27.77	3642.33	
2021-11	30.3	3751.33	
2021-12	30.94	4073.33	
2022-01	31.49	4304.33	
2022-02	30.11	4391.33	
2022-03	28.08	4547.5	
2022-04	30.31	4926	
2022-05	29.69	5218	
2022-06	28.47	5046.33	
2022-07	27.68	4813.67	
2022-08	26.41	4634.67	
2022-09	25.07	7723	
2022-10	24.36	10800	
2022-11	24.79	11188.5	
2022-12	25.55	11449.67	
2023-01	25.66	11674.33	
2023-02	25.96	11834.33	
2023-03	25.68	12069.33	
2023-04	25.89	12237	
2023-05	25.15	12402.33	
2023-06	24.6	12550.33	
2023-07	24.51	12623	
2023-08	25.52	13241	
2023-09	26.62	14208.67	
2023-10	25.94	14625.75	
2023-11	25.88	14924.67	
2023-12	25.88	15281	
2024-01	27.2	16104.5	
2024-02	29.27	17110.5	
2024-03	28.49	17539.75	
2024-04	27.02	17496	
2024-05	25.98	17098.67	
2024-06	24.74	16723.25	
2024-07	23.59	16641.25	
2024-08	23.07	16553.33	
2024-09	23.82	16862.67	
2024-10	24.92	17075.33	
2024-11	24.84	16686.5	
2024-12	25.83	18038	
2025-01	25.45	19169.67	
