month	ct_avg_前复权价格	股东人数
1998-12	0.95	34701	
1999-12	1.58	7972	
2000-06	2.21	8471	
2000-12	2.39	18293	
2001-12	1.93	24109	
2002-06	1.75	25689	
2002-09	1.78	25987	
2002-12	1.57	26142	
2003-03	1.68	26425	
2003-06	2.08	19237	
2003-09	2.01	17651	
2003-12	2.32	14221	
2004-03	2.81	12240	
2004-06	2.64	11487	
2004-09	2.44	10839	
2004-12	2.97	8473	
2005-03	3.41	7325	
2005-06	3.69	5266	
2005-09	3.42	6206	
2005-12	3.28	5560	
2006-03	4.65	4784	
2006-06	8.06	5641	
2006-09	8.06	5639	
2006-12	8.06	5641	
2007-03	8.06	5641	
2007-06	8.73	47920	
2007-09	18.84	27197	
2007-12	19.75	17145	
2008-03	15.66	21223	
2008-06	14.18	15687	
2008-09	11.91	16161	
2008-12	12.62	10927	
2009-03	12.49	13523	
2009-06	14.29	10431	
2009-09	15.84	8434	
2009-12	19.89	7644	
2010-03	20.31	8072	
2010-06	19.99	8072	
2010-09	19.99	8072	
2010-12	34.2	7950	
2011-03	32.56	7719	
2011-06	25.51	14903	
2011-09	27.54	10741	
2011-12	29.82	7934	
2012-03	28.35	8570	
2012-06	25.34	13794	
2012-09	23.59	11201	
2012-12	22.68	12096	
2013-03	30.61	10157	
2013-06	33.22	20915	
2013-09	34.73	21521	
2013-12	37.71	16297	
2014-03	33.99	26746	
2014-06	30.38	27487	
2014-09	30.07	44423	
2014-12	26.5	76299	
2015-03	29.43	68720	
2015-06	33.13	95324	
2015-09	23.99	78746	
2015-12	26.76	69227	
2016-03	26.64	63188	
2016-06	30.74	57841	
2016-09	34.11	53364	
2016-12	31.48	70889	
2017-03	32.7	72150	
2017-04	33.78	71852	
2017-06	35.65	57635	
2017-08	34.28	69215	
2017-09	36.83	55064.5	
2017-12	41.32	56090	
2018-03	42.89	54759.5	
2018-04	40.34	55420.5	
2018-05	43.44	52273.5	
2018-06	45.27	50502.5	
2018-07	42.64	50250.5	
2018-08	38.85	51865.67	
2018-09	40.16	48445	
2018-10	38.78	50341.33	
2018-11	37.66	52838	
2018-12	39.41	50253	
2019-01	41.85	47055	
2019-02	42.47	53689.67	
2019-03	42.97	64892.25	
2019-04	45.85	59601.33	
2019-05	44.37	65918.33	
2019-06	42.74	66856	
2019-07	43.41	69936.33	
2019-08	38.74	78270.67	
2019-09	41.39	75529	
2019-10	45.69	65501.67	
2019-11	55.41	58103.67	
2019-12	50.98	60241.33	
2020-01	53.31	62612	
2020-02	57.66	58435	
2020-03	62.5	54983.33	
2020-04	71.18	53729	
2020-05	71.85	59902.33	
2020-06	72.83	62382.67	
2020-07	91.65	64552.67	
2020-08	100.63	70534.67	
2020-09	96.59	85509.33	
2020-10	92.08	101110.67	
2020-11	88.44	123600.67	
2020-12	85.46	152466.67	
2021-01	90.8	173022	
2021-02	87.33	183181	
2021-03	77.05	208466.33	
2021-04	71.31	256302	
2021-05	66.96	291022.5	
2021-06	63.11	331035.67	
2021-07	55.44	356109	
2021-08	49.71	400923.33	
2021-09	49.09	413320.67	
2021-10	52.69	408805	
2021-11	57.48	396892	
2021-12	58.7	365650.67	
2022-01	59.75	345943.33	
2022-02	57.12	339046	
2022-03	52.21	327463	
2022-04	57.64	302715.67	
2022-05	58.78	285361.67	
2022-06	56.38	295162	
2022-07	54.8	309848.33	
2022-08	52.29	321246.33	
2022-09	50.29	320820	
2022-10	49.37	320755	
2022-11	50.25	309683	
2022-12	51.79	302576	
2023-01	52.01	296733.67	
2023-02	52.62	292808	
2023-03	52.04	287017.33	
2023-04	52.69	283091	
2023-05	53.04	279312	
2023-06	51.88	276015.67	
2023-07	51.69	274438.67	
2023-08	53.83	261736	
2023-09	57.29	243857	
2023-10	56.3	236870.5	
2023-11	56.17	232108	
2023-12	56.17	226730.25	
2024-01	59.03	215163	
2024-02	63.53	202463.5	
2024-03	61.83	197568.75	
2024-04	58.87	198005.33	
2024-05	57.84	202649.33	
2024-06	55.09	207144.25	
2024-07	52.51	208169.75	
2024-08	51.37	209275.67	
2024-09	54	205437	
2024-10	57.07	202877	
2024-11	56.89	207601.75	
2024-12	59.14	192141.33	
2025-01	58.27	180734.67	
