month	ct_avg_前复权价格	人均持股
1998-12	0.95	1153	
1999-12	1.58	8154	
2000-06	2.21	9975	
2000-12	2.39	4619	
2001-12	1.93	3505	
2002-06	1.75	5236	
2002-09	1.78	5176	
2002-12	1.57	5145	
2003-03	1.68	5090	
2003-06	2.08	6992	
2003-09	2.01	7620	
2003-12	2.32	9458	
2004-03	2.81	10989	
2004-06	2.64	17563	
2004-09	2.44	18613	
2004-12	2.97	23811	
2005-03	3.41	27543	
2005-06	3.69	38312	
2005-09	3.42	32509	
2005-12	3.28	36286	
2006-03	4.65	42172	
2006-06	8.06	35765	
2006-09	8.06	35778	
2006-12	8.06	35765	
2007-03	8.06	35765	
2007-06	8.73	6135	
2007-09	18.84	10810	
2007-12	19.75	17148	
2008-03	15.66	13853	
2008-06	14.18	18742	
2008-09	11.91	18192	
2008-12	12.62	26911	
2009-03	12.49	21745	
2009-06	14.29	28191	
2009-09	15.84	34866	
2009-12	19.89	38469	
2010-03	20.31	36430	
2010-06	19.99	36430	
2010-09	19.99	75057	
2010-12	34.2	76207	
2011-03	32.56	78488	
2011-06	25.51	40656	
2011-09	27.54	56410	
2011-12	29.82	76367	
2012-03	28.35	70700	
2012-06	25.34	43925	
2012-09	23.59	54093	
2012-12	22.68	50085	
2013-03	30.61	59646	
2013-06	33.22	57936	
2013-09	34.73	56304	
2013-12	37.71	74353	
2014-03	33.99	45305	
2014-06	30.38	44084	
2014-09	30.07	27277	
2014-12	26.5	15880	
2015-03	29.43	17631	
2015-06	33.13	19066	
2015-09	23.99	23080	
2015-12	26.76	26253	
2016-03	26.64	28762	
2016-06	30.74	31421	
2016-09	34.11	34058	
2016-12	31.48	46538	
2017-03	32.7	45725	
2017-04	33.78	45915.5	
2017-06	35.65	57240	
2017-08	34.28	47663	
2017-09	36.83	60072	
2017-12	41.32	58817	
2018-03	42.89	60286.5	
2018-04	40.34	59527.5	
2018-05	43.44	63264.5	
2018-06	45.27	65333.5	
2018-07	42.64	65652	
2018-08	38.85	63649.67	
2018-09	40.16	68119.33	
2018-10	38.78	65634	
2018-11	37.66	62467.67	
2018-12	39.41	65717	
2019-01	41.85	70121.33	
2019-02	42.47	62775	
2019-03	42.97	50867.25	
2019-04	45.85	55396.33	
2019-05	44.37	50048.33	
2019-06	42.74	49350	
2019-07	43.41	47291	
2019-08	38.74	42271	
2019-09	41.39	32431.33	
2019-10	45.69	13508.33	
2019-11	55.41	15208.67	
2019-12	50.98	14678.67	
2020-01	53.31	14087.5	
2020-02	57.66	15094	
2020-03	62.5	16048.33	
2020-04	71.18	16435.33	
2020-05	71.85	14776	
2020-06	72.83	14224.33	
2020-07	91.65	13685	
2020-08	100.63	12515.33	
2020-09	96.59	10341.67	
2020-10	92.08	11676	
2020-11	88.44	10931	
2020-12	85.46	8822.33	
2021-01	90.8	7794.33	
2021-02	87.33	7349.33	
2021-03	77.05	6459.67	
2021-04	71.31	5624.67	
2021-05	66.96	5117.5	
2021-06	63.11	4500	
2021-07	55.44	4184	
2021-08	49.71	3714.33	
2021-09	49.09	3602.33	
2021-10	52.69	3642.33	
2021-11	57.48	3751.33	
2021-12	58.7	4073.33	
2022-01	59.75	4304.33	
2022-02	57.12	4391.33	
2022-03	52.21	4547.5	
2022-04	57.64	4926	
2022-05	58.78	5218	
2022-06	56.38	5046.33	
2022-07	54.8	4813.67	
2022-08	52.29	4634.67	
2022-09	50.29	7723	
2022-10	49.37	10800	
2022-11	50.25	11188.5	
2022-12	51.79	11449.67	
2023-01	52.01	11674.33	
2023-02	52.62	11834.33	
2023-03	52.04	12069.33	
2023-04	52.69	12237	
2023-05	53.04	12402.33	
2023-06	51.88	12550.33	
2023-07	51.69	12623	
2023-08	53.83	13241	
2023-09	57.29	14208.67	
2023-10	56.3	14625.75	
2023-11	56.17	14924.67	
2023-12	56.17	15281	
2024-01	59.03	16104.5	
2024-02	63.53	17110.5	
2024-03	61.83	17539.75	
2024-04	58.87	17496	
2024-05	57.84	17098.67	
2024-06	55.09	16723.25	
2024-07	52.51	16641.25	
2024-08	51.37	16553.33	
2024-09	54	16862.67	
2024-10	57.07	17075.33	
2024-11	56.89	16686.5	
2024-12	59.14	18038	
2025-01	58.27	19169.67	
