month	ct_avg_前复权价格	人均持股
1997-12	0.84	891	
1998-06	0.98	854	
1998-12	0.98	1132	
1999-06	1.14	2183	
1999-12	1.41	3211	
2000-06	1.72	1890	
2000-12	1.7	1808	
2001-12	2.09	2895	
2002-06	1.94	3001	
2002-09	2.04	3146	
2002-12	1.87	3214	
2003-03	1.92	3370	
2003-06	2.2	4629	
2003-09	2.24	5378	
2003-12	2.01	4041	
2004-03	2.07	4839	
2004-06	2.11	5789	
2004-09	2.33	6904	
2004-12	2.58	9687	
2005-03	2.97	10214	
2005-06	2.71	11044	
2005-09	3.02	12765	
2005-12	2.67	11994	
2006-03	2.59	5477	
2006-06	3.02	5053	
2006-09	3.06	6524	
2006-12	3.31	6955	
2007-03	4.33	6182	
2007-06	8.29	10796	
2007-09	7.31	4134	
2007-12	6.14	3276	
2008-03	5.28	3059	
2008-06	3.76	3141	
2008-09	3.24	3649	
2008-12	3.04	7923	
2009-03	3.65	7099	
2009-06	3.9	6350	
2009-09	4.07	7432	
2009-12	4.91	7711	
2010-03	5.6	9500	
2010-06	6.17	10396	
2010-09	7.04	15345	
2010-12	8.5	13236	
2011-03	8.71	9672	
2011-06	8.03	8054	
2011-09	9.13	8570	
2011-12	9	9238	
2012-03	8.92	9313	
2012-06	9.56	11112	
2012-09	10.37	13017	
2012-12	10.58	14469	
2013-03	13.14	17741	
2013-06	13.8	18794	
2013-09	13.51	18000	
2013-12	12.65	18477	
2014-03	11.11	15496	
2014-06	10.42	15191	
2014-09	11.65	15994	
2014-12	13.4	20289	
2015-03	14.91	21116	
2015-06	24.95	24263	
2015-09	14.78	23718	
2015-12	22.37	23894	
2016-03	17.93	20006	
2016-06	17.3	19887	
2016-09	19.41	22111	
2016-12	20.07	20304	
2017-02	19.22	19270	
2017-03	19.84	20476	
2017-06	21.12	20962	
2017-09	20.16	19105	
2017-12	20.59	20524	
2018-03	21.21	23465	
2018-06	23.73	21084	
2018-09	19.54	20514	
2018-12	18.23	21176	
2019-03	19.27	20250	
2019-06	18.28	21407	
2019-09	17.91	18901	
2019-12	17.32	19431	
2020-03	16.81	15960	
2020-06	17.32	17257	
2020-09	19.05	15890	
2020-12	16.38	11243	
2021-03	17.62	15002	
2021-06	24.68	12807	
2021-09	22.01	12251	
2021-12	26.52	16431	
2022-03	28.92	14703	
2022-06	33.4	18599	
2022-09	30.12	18448	
2022-12	31.54	16280	
2023-03	33.96	20454	
2023-06	38.04	18141	
2023-09	36.88	18491	
2023-12	35.31	17843	
2024-03	29	13049	
2024-06	28.48	12344	
2024-09	23.26	11592	
