month	ct_avg_前复权价格	人均持股
1998-12	0.78	994	
1999-06	0.81	1203	
1999-12	0.84	1609	
2000-06	0.91	1171	
2000-12	1.11	1695	
2001-06	1.18	2211	
2001-12	1.05	2611	
2002-03	1.07	2519	
2002-06	0.93	3274	
2002-09	0.88	2823	
2002-12	0.78	2804	
2003-03	0.76	2847	
2003-06	0.81	3271	
2003-09	0.75	3078	
2003-12	0.87	3651	
2004-03	1.09	3072	
2004-06	1.02	4775	
2004-09	1.1	5221	
2004-12	1.1	4958	
2005-03	1.16	5457	
2005-06	1.21	7023	
2005-09	1.26	6604	
2005-12	1.16	7115	
2006-03	1.37	9020	
2006-06	2.56	7354	
2006-09	2.48	7551	
2006-12	3.62	8320	
2007-03	4.86	5951	
2007-06	8.54	5857	
2007-09	10.39	5200	
2007-12	11.21	2922	
2008-03	8.42	2236	
2008-06	5.24	3728	
2008-09	4.37	3879	
2008-12	4.13	3830	
2009-03	4.12	3582	
2009-06	5.06	7945	
2009-09	6.11	7492	
2009-12	8.15	9471	
2010-03	7.61	9356	
2010-06	6.99	9846	
2010-09	9.07	12951	
2010-12	10.04	9196	
2011-03	8.91	9140	
2011-06	9.63	11679	
2011-09	10.41	13694	
2011-12	9.57	13266	
2012-03	9.77	14225	
2012-06	9.13	12498	
2012-09	9.41	13258	
2012-12	7.42	11218	
2013-03	6.63	9619	
2013-06	6.19	10080	
2013-09	5.42	9767	
2013-12	4.64	9842	
2014-03	4.91	10720	
2014-06	5.03	11488	
2014-09	5.68	11925	
2014-12	6.19	12297	
2015-03	6.68	13307	
2015-06	9.14	16935	
2015-09	7.95	17962	
2015-12	8.04	17991	
2016-03	8	21399	
2016-06	9.71	23995	
2016-09	10.46	19199	
2016-12	11.19	19744	
2017-02	12.26	25271	
2017-03	13.2	24869	
2017-06	17.05	20291	
2017-09	17.83	23887	
2017-12	24.08	18755	
2018-03	23.6	14197	
2018-06	26.14	16498	
2018-08	21.16	15153	
2018-09	20.69	15076	
2018-12	17.25	13202	
2019-03	26.7	18141	
2019-06	35.87	16404	
2019-09	45.34	12401	
2019-12	43.22	13414	
2020-03	39.54	12792	
2020-06	54.25	13775	
2020-09	76.33	9867	
2020-12	92.89	10735	
2021-03	89.6	9004	
2021-06	102.08	9307	
2021-09	70.84	6927	
2021-12	80.74	6542	
2022-03	56.97	5773	
2022-06	61.93	6445	
2022-09	56.68	6039	
2022-12	61.52	6720	
2023-03	68.18	8200	
2023-06	59.19	7200	
2023-09	57.31	6417	
2023-12	48.97	5984	
2024-03	52.85	6823	
2024-06	48.46	6414	
2024-09	44.49	6061	
