month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1995-12	0.52	-53.57	
1996-01	0.46	-62.99	
1996-02	0.46	-61.98	
1996-03	0.47	-61.56	
1996-04	0.5	-60.47	
1996-05	0.55	-11.57	
1996-06	0.58	7.45	
1996-07	0.8	52.25	
1996-08	0.92	73.5	
1996-09	0.95	90.18	
1996-10	1.12	98.94	
1996-11	1.35	98.3	
1996-12	1.28	85.55	
1997-01	1.14	69.48	
1997-02	1.18	65.89	
1997-03	1.52	91.03	
1997-04	1.52	89.45	
1997-05	1.39	73.13	
1997-06	1.21	34.28	
1997-07	1.06	1.54	
1997-08	1.13	-11.99	
1997-09	1.15	-15.71	
1997-10	1.09	-37.32	
1997-11	1.1	-35.31	
1997-12	1.13	-42.47	
1998-01	1.8	35.89	
1998-02	1.78	55.3	
1998-03	1.75	68.18	
1998-04	2.01	82.91	
1998-05	2.02	88.35	
1998-06	2.21	95.98	
1998-07	2.13	86.34	
1998-08	1.91	58.97	
1998-09	1.93	39.24	
1998-10	1.95	31.07	
1998-11	1.92	6.08	
1998-12	1.81	-21	
1999-01	1.77	-36.43	
1999-02	1.66	-48.72	
1999-03	1.66	-55.47	
1999-04	1.59	-72.73	
1999-05	1.47	-82.72	
1999-06	1.85	-39.94	
1999-07	2.31	27.11	
1999-08	2.9	65.83	
1999-09	3.06	87.38	
1999-10	2.87	79.18	
1999-11	2.81	71.55	
1999-12	2.64	48.81	
2000-01	2.87	56.25	
2000-02	3.56	85.06	
2000-03	3.37	85.95	
2000-04	3.6	96.29	
2000-05	3.46	84.32	
2000-06	3.46	76.83	
2000-07	3.45	66.16	
2000-08	3.64	89.48	
2000-09	3.88	93.79	
2000-10	3.81	87.24	
2000-11	4.24	97.69	
2000-12	4.25	89.41	
2001-01	4.3	91.39	
2001-02	3.91	56.99	
2001-03	4.06	58.6	
2001-04	4.1	61.31	
2001-05	4.3	76.49	
2001-06	5.13	91.92	
2001-07	5.47	92.74	
2001-08	5.25	83.97	
2001-09	5.28	81.43	
2001-10	4.85	51.39	
2001-11	5.04	53.65	
2001-12	4.97	39.11	
2002-01	4.48	-8.12	
2002-02	4.62	-17.5	
2002-03	4.74	-14.5	
2002-04	5.07	25.24	
2002-05	4.77	-6	
2002-06	4.65	-35.27	
2002-07	4.48	-62.81	
2002-08	4.51	-66.48	
2002-09	4.42	-82.95	
2002-10	4.42	-79.07	
2002-11	4.47	-69.05	
2002-12	4.19	-90.1	
2003-01	4.13	-91.12	
2003-02	3.84	-96.31	
2003-03	3.6	-98.38	
2003-04	3.65	-87.7	
2003-05	3.47	-95.83	
2003-06	3.51	-90.01	
2003-07	3.47	-94.84	
2003-08	3.53	-74.02	
2003-09	3.72	-34.21	
2003-10	3.65	-24.85	
2003-11	3.53	-51.34	
2003-12	3.69	-8.97	
2004-01	3.75	16.55	
2004-02	4.11	47.19	
2004-03	4.16	66.65	
2004-04	4.35	83.64	
2004-05	4.09	68.14	
2004-06	4.19	71.35	
2004-07	4.58	90.54	
2004-08	4.57	87.99	
2004-09	4.67	85.71	
2004-10	5.38	98.6	
2004-11	5.34	89.45	
2004-12	5.03	71.97	
2005-01	5.32	83.44	
2005-02	5.65	93.75	
2005-03	6.22	97.24	
2005-04	7.35	98.85	
2005-05	7.27	88.55	
2005-06	7.28	84.05	
2005-07	7.05	70.66	
2005-08	7.2	71.82	
2005-09	7.84	90.95	
2005-10	7.97	91.74	
2005-11	7.59	74.15	
2005-12	7.76	74.64	
2006-01	8.18	90.12	
2006-02	8.96	94.85	
2006-03	10.29	99.38	
2006-04	13.43	99.38	
2006-05	15.14	97.02	
2006-06	15.48	93.3	
2006-07	15.21	86.44	
2006-08	14.07	65.53	
2006-09	14.97	75.47	
2006-10	15.7	85.19	
2006-11	15.53	72	
2006-12	19.73	95.19	
2007-01	25.44	98.21	
2007-02	25.28	91.01	
2007-03	22.97	77.35	
2007-04	25.32	88.09	
2007-05	27.98	95.34	
2007-06	29.27	94.52	
2007-07	28.87	85.96	
2007-08	30.38	93.79	
2007-09	29.46	79.96	
2007-10	27.05	45.53	
2007-11	24.51	4.42	
2007-12	26.66	9.2	
2008-01	30.79	50.85	
2008-02	31.5	67.14	
2008-03	27.95	45.88	
2008-04	22.66	-21.34	
2008-05	24.09	-40.45	
2008-06	21.21	-75.36	
2008-07	25.44	-45.61	
2008-08	26.16	-9.35	
2008-09	23.46	-52.96	
2008-10	23.74	-57.68	
2008-11	24.26	-54.06	
2008-12	27.24	14.13	
2009-01	27.24	33.93	
2009-02	30.24	53.66	
2009-03	30.02	68.1	
2009-04	29.84	71.6	
2009-05	28.92	59.18	
2009-06	29.18	58.6	
2009-07	30.49	77.1	
2009-08	32.85	92.52	
2009-09	38.02	98.66	
2009-10	40.84	96.2	
2009-11	42.73	95.24	
2009-12	45.92	98.06	
2010-01	47.58	93.12	
2010-02	47.92	89.34	
2010-03	47.1	81.02	
2010-04	51.37	88.82	
2010-05	53.47	92.5	
2010-06	54.53	91.73	
2010-07	55.14	88.11	
2010-08	61.51	98.5	
2010-09	68.91	99.72	
2010-10	71.73	92.8	
2010-11	71.05	89.24	
2010-12	66.24	65.41	
2011-01	62.33	39.95	
2011-02	63.54	35.54	
2011-03	61.56	8.15	
2011-04	61.5	-3.57	
2011-05	63.43	10.76	
2011-06	61.84	-7.19	
2011-07	65.52	18.11	
2011-08	67.86	53.69	
2011-09	64.29	32.23	
2011-10	60.72	-19.25	
2011-11	64.71	3.12	
2011-12	61.46	-15.1	
2012-01	54.06	-60.18	
2012-02	55.58	-69.11	
2012-03	55.49	-76.42	
2012-04	53.56	-91.33	
2012-05	56.27	-70.45	
2012-06	60.71	-28.17	
2012-07	65.31	18.59	
2012-08	66.72	41.19	
2012-09	65.92	48.44	
2012-10	68.48	65.18	
2012-11	70.26	77.52	
2012-12	69.39	76.53	
2013-01	77.59	96.07	
2013-02	82.94	97.14	
2013-03	87.64	97.36	
2013-04	90.89	95.34	
2013-05	95.78	96.67	
2013-06	93.29	84.14	
2013-07	109.16	97.86	
2013-08	113.89	92.13	
2013-09	117.59	94.08	
2013-10	121.21	91.57	
2013-11	108.91	63.61	
