month	ct_avg_前复权价格	股东人数
2002-06	0.91	130	
2002-09	0.96	140	
2002-12	0.84	3797	
2003-03	0.93	5191	
2003-06	1.14	7367	
2003-09	1.13	113	
2003-12	1.27	195	
2004-03	1.59	204	
2004-06	1.59	230	
2004-09	1.4	305	
2004-12	1.17	398	
2005-06	1	551	
2005-09	1.04	570	
2005-12	0.96	585	
2006-03	1	577	
2006-06	1.06	69685	
2006-09	1.04	793	
2006-12	1.38	570	
2007-06	2.86	119648	
2007-12	3.22	450	
2008-03	2.38	485	
2008-06	2.05	155141	
2008-09	1.56	136131	
2008-12	1.72	549	
2009-03	1.95	552	
2009-06	1.83	150485	
2009-09	1.8	562	
2009-12	1.92	579	
2010-03	1.77	609	
2010-06	1.46	942	
2010-09	1.53	772	
2010-12	1.5	768	
2011-03	1.39	792	
2011-06	1.38	828	
2011-09	1.13	156	
2011-12	1.26	800	
2012-03	1.37	756	
2012-06	1.61	678	
2012-09	1.62	621	
2013-03	1.79	508	
2013-06	1.48	474	
2013-09	1.5	464	
2014-03	1.31	450	
2014-06	1.5	451	
2014-09	1.8	435	
2014-12	2.3	419	
2015-03	2.31	401	
2015-06	3.66	393	
2015-09	2.73	392	
2016-03	2.28	399	
