month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2002-07	0.52	-66.23	
2002-08	0.5	-79.95	
2002-09	0.49	-81.87	
2002-10	0.46	-91.37	
2002-11	0.43	-91.79	
2002-12	0.41	-92.21	
2003-01	0.42	-81.52	
2003-02	0.43	-67.08	
2003-03	0.44	-58.38	
2003-04	0.45	-39.37	
2003-05	0.4	-71.67	
2003-06	0.4	-79.08	
2003-07	0.4	-78.96	
2003-08	0.39	-84.06	
2003-09	0.37	-88.43	
2003-10	0.33	-91.92	
2003-11	0.29	-90.63	
2003-12	0.3	-86.41	
2004-01	0.31	-77.4	
2004-02	0.38	-35.04	
2004-03	0.41	0.43	
2004-04	0.4	14.53	
2004-05	0.35	-19.75	
2004-06	0.33	-31.41	
2004-07	0.29	-63.52	
2004-08	0.28	-74.15	
2004-09	0.29	-67.33	
2004-10	0.28	-63.95	
2004-11	0.33	-37.18	
2004-12	0.3	-42.39	
2005-01	0.29	-54.42	
2005-02	0.28	-70.19	
2005-03	0.27	-73.95	
2005-04	0.23	-87.63	
2005-05	0.21	-89.02	
2005-06	0.22	-79.02	
2005-07	0.2	-84.1	
2005-08	0.24	-54.93	
2005-09	0.24	-34.94	
2005-10	0.22	-51.45	
2005-11	0.22	-59.21	
2005-12	0.21	-67.49	
2006-01	0.23	-29.63	
2006-02	0.24	2.73	
2006-03	0.23	-10.83	
2006-04	0.24	29.51	
2006-05	0.26	42.06	
2006-06	0.26	55.03	
2006-07	0.29	75.81	
2006-08	0.26	51.98	
2006-09	0.26	53.19	
2006-10	0.27	60.77	
2006-11	0.25	8.2	
2006-12	0.25	-4.08	
2007-01	0.28	22.14	
2007-02	0.31	69.88	
2007-03	0.36	85.84	
2007-04	0.43	94.35	
2007-05	0.53	97.22	
2007-06	0.41	77.42	
2007-07	0.37	51.66	
2007-08	0.41	61.84	
2007-09	0.45	78.44	
2007-10	0.4	55.16	
2007-11	0.37	8.24	
2007-12	0.41	17.86	
2008-01	0.48	64.69	
2008-02	0.48	72.38	
2008-03	0.47	70.28	
2008-04	0.36	7.48	
2008-05	0.37	-19.55	
2008-06	0.31	-55.67	
2008-07	0.31	-68.25	
2008-08	0.27	-79.04	
2008-09	0.24	-85.25	
2008-10	0.21	-91.65	
2008-11	0.2	-90	
2008-12	0.23	-69.68	
2009-01	0.24	-57.62	
2009-02	0.29	-24.78	
2009-03	0.3	0.2	
2009-04	0.4	36.14	
2009-05	0.4	49.7	
2009-06	0.41	61.36	
2009-07	0.42	73.21	
2009-08	0.39	64.67	
2009-09	0.38	42.17	
2009-10	0.4	53.96	
2009-11	0.43	74.87	
2009-12	0.45	83.81	
2010-01	0.6	92.5	
2010-02	0.67	95.54	
2010-03	0.7	92.2	
2010-04	0.68	87.67	
2010-05	0.53	46.25	
2010-06	0.53	30.73	
2010-07	0.47	-2.72	
2010-08	0.54	9.05	
2010-09	0.61	38.21	
2010-10	0.72	63.06	
2010-11	1.13	85.39	
2010-12	1.13	88.47	
2011-01	0.9	66.88	
2011-02	1.07	79.05	
2011-03	1.12	85.05	
2011-04	1.06	72.46	
2011-05	1.07	66.45	
2011-06	0.9	24.49	
2011-07	0.93	5.23	
2011-08	0.89	-19.14	
2011-09	0.83	-39.5	
2011-10	0.82	-50.45	
2011-11	0.88	-34.66	
2011-12	0.73	-75.28	
2012-01	0.69	-84.46	
2012-02	0.75	-70.71	
2012-03	0.8	-47.85	
2012-04	0.75	-73.27	
2012-05	0.75	-72.97	
2012-06	0.72	-79.15	
2012-07	0.63	-91.6	
2012-08	0.58	-93.48	
2012-09	0.62	-78.75	
2012-10	0.65	-65.92	
2012-11	0.63	-64.41	
2012-12	0.59	-77.98	
2013-01	0.71	-20.54	
2013-02	0.78	13.75	
2013-03	0.95	49.23	
2013-04	0.97	60.66	
2013-05	1.17	80.6	
2013-06	1.2	85.08	
2013-07	1.25	92.39	
2013-08	1.71	98.82	
2013-09	2.21	98.49	
2013-10	2.31	92.96	
2013-11	2.1	80.61	
2013-12	2.08	73.62	
2014-01	2.14	76.4	
2014-02	2.31	82.92	
2014-03	2.44	90.26	
2014-04	2.26	73.26	
2014-05	2.47	67.9	
2014-06	3.26	95.45	
2014-07	3.38	93.63	
2014-08	3.52	97.45	
2014-09	3.82	93.75	
2014-10	3.73	85.91	
2014-11	3.59	70.22	
2014-12	3.67	71.04	
2015-01	4	92.86	
2015-02	4.54	97.8	
2015-03	5.01	97.52	
2015-04	5.91	98.17	
2015-05	7.56	99.37	
2015-06	7.39	87.67	
2015-07	4.85	46.86	
2015-08	5.23	41.84	
2015-09	4.41	1.78	
2015-10	5.29	11.5	
2015-11	5.73	35.88	
2015-12	5.76	35.71	
2016-01	4.47	-6.79	
2016-02	4.1	-46.67	
2016-03	4.06	-65.53	
2016-04	4.58	-53.88	
2016-05	4.12	-76.11	
2016-06	4.26	-68.35	
2016-07	4.5	-38.73	
2016-08	4.53	-26.67	
2016-09	4.74	2.68	
2016-10	4.71	17.69	
2016-11	4.39	-25.57	
2016-12	4	-57.91	
2017-01	3.75	-68.9	
2017-02	3.89	-69.39	
2017-03	3.78	-76.2	
2017-04	3.58	-89.14	
2017-05	3.27	-97.19	
2017-06	3.25	-93.26	
2017-07	3.22	-90.73	
2017-08	3.41	-67.2	
2017-09	3.9	-18.15	
2017-10	3.82	-0.32	
2017-11	4.05	20.09	
2017-12	3.94	28.7	
2018-01	3.68	11.08	
2018-02	3.43	-31.43	
2018-03	4.39	43.59	
2018-04	4.88	82.14	
2018-05	4.85	84.21	
2018-06	4.46	67.41	
2018-07	5.21	89.65	
2018-08	5.43	92.9	
2018-09	5.16	78.81	
2018-10	3.93	23.86	
2018-11	3.86	-10.06	
2018-12	3.59	-44.82	
2019-01	3.34	-59.13	
2019-02	4.1	-37.98	
2019-03	5.16	13.44	
2019-04	5.42	43.75	
2019-05	4.97	36.61	
2019-06	4.97	42.72	
2019-07	4.63	20.22	
2019-08	4.62	1.14	
2019-09	5.5	62.05	
