month	ct_avg_前复权价格	人均持股
1997-12	0.65	38320	
1998-06	0.64	2889	
1998-12	0.48	47348	
1999-06	0.53	48209	
1999-12	0.46	51607	
2000-06	0.66	51237	
2000-12	0.8	51125	
2001-06	0.82	12774	
2001-12	0.63	10866	
2002-06	0.74	10835	
2002-09	0.77	10163	
2002-12	0.94	10327	
2003-03	1.24	8408	
2003-06	1.97	21818	
2003-09	1.64	24494	
2003-12	1.8	33699	
2004-03	1.97	33657	
2004-06	1.35	36710	
2004-09	1.1	21970	
2004-12	0.83	27723	
2005-03	0.81	11317	
2005-06	0.83	33102	
2005-09	0.78	12655	
2005-12	0.53	32417	
2006-03	0.79	15551	
2006-06	1.04	32046	
2006-09	0.99	12300	
2006-12	1.5	28560	
2007-03	2.91	9078	
2007-06	3.32	59465	
2007-09	5.03	17639	
2007-12	4.39	15877	
2008-03	2.83	5223	
2008-06	1.66	16958	
2008-09	1.12	5925	
2008-12	1.05	15963	
2009-03	1.99	5561	
2009-06	2.46	15918	
2009-09	3.03	17348	
2009-12	4.04	21252	
2010-03	3.59	6684	
2010-06	2.8	16828	
2010-09	3.23	16704	
2010-12	3.01	16309	
2011-03	2.85	9929	
2011-06	2.56	14748	
2011-09	2.21	25235	
2011-12	1.99	25448	
2012-03	2.45	23294	
2012-06	2.75	19193	
2012-09	2.68	20864	
2012-12	3.07	29082	
2013-03	4.67	37731	
2013-06	5.06	44628	
2013-09	5.66	51174	
2013-12	6.37	55692	
2014-03	5.08	54079	
2014-06	6.41	58103	
2014-09	7.15	58377	
2014-12	8.94	64021	
2015-03	10.9	67839	
2015-06	11.72	42131	
2015-09	7.34	43463	
2015-12	9.06	47603	
2016-03	7.82	46360	
2016-06	7.7	39512	
2016-09	8.89	40727	
2016-12	8.85	36069	
2017-03	8.97	30797	
2017-06	8.37	30819	
2017-07	8.55	31103	
2017-09	8.25	30971	
2017-12	7.67	30064	
2018-03	7.04	29833	
2018-05	6.13	22123	
2018-06	5.66	26694.5	
2018-07	5.14	22386	
2018-08	4.62	31658.5	
2018-09	4.34	27013.5	
2018-10	3.93	24160	
2018-12	4.02	25940	
2019-01	4.61	24853.67	
2019-02	5.24	24317.67	
2019-03	5.18	25897	
2019-04	5.86	25071.5	
2019-05	4.69	23775	
2019-06	4.13	25073	
2019-07	4.59	23326.5	
2019-08	5	27191.33	
2019-09	5.12	27167.33	
2019-10	4.7	27290.67	
2019-11	5.15	30599.5	
2019-12	5.75	30291.67	
2020-01	6.83	32248.5	
2020-02	6.36	33407	
2020-03	6.74	33801	
2020-04	6.07	32104	
2020-05	6.52	70167.67	
2020-06	6.94	33946.67	
2020-07	7.42	31820.67	
2020-08	7.21	33161	
2020-09	8.51	33911.33	
2020-10	9.84	34310.33	
2020-11	12.38	29168.33	
2020-12	14.91	34146.67	
2021-01	12.82	34692	
2021-02	11.68	33407	
2021-03	9.74	22993	
2021-06	15.1	15564	
2021-09	16.57	14574	
2021-12	14.83	11983	
2022-03	10.35	12070	
2022-06	16.98	13918	
2022-09	16	13436	
2022-12	15.56	12646	
2023-03	14.28	12619	
2023-06	14.44	14166	
2023-09	15.55	16966	
2023-12	21.45	21714	
2024-03	19.54	21720	
2024-06	16.55	16199	
2024-09	14.91	16072	
