month	ct_avg_前复权价格	人均持股
2008-05	1.16	0	
2008-06	1.1	7737	
2008-09	0.62	7094	
2008-12	0.74	7461	
2009-03	0.93	5897	
2009-06	1.07	14425	
2009-09	1.7	7957	
2009-12	1.77	5308	
2010-03	1.82	8884	
2010-06	1.99	12744	
2010-09	2.62	17546	
2010-12	3.98	15898	
2011-03	3.58	7306	
2011-06	2.84	12152	
2011-09	2.57	11375	
2011-12	2.63	12187	
2012-03	2.98	12070	
2012-06	2.61	16358	
2012-09	3.22	16558	
2012-12	3.06	19301	
2013-03	3.87	19310	
2013-06	5.15	14046	
2013-09	5.39	8628	
2013-12	5.36	10209	
2014-03	5.37	10972	
2014-06	4.9	13226	
2014-09	5.53	13076	
2014-12	5.7	11959	
2015-03	8.84	12750	
2015-06	13.75	8831	
2015-09	8	9030	
2015-12	10.7	8418	
2016-03	8.08	7660	
2016-06	9.37	9263	
2016-09	8.58	9571	
2016-12	8.16	9135	
2017-02	8.77	9370	
2017-03	9.98	8773	
2017-06	9.69	7233	
2017-09	16.22	5391	
2017-12	18.18	5103	
2018-03	17.37	5068	
2018-06	15.14	6641	
2018-09	13.22	6490	
2018-12	10.78	6676	
2019-03	16.28	6750	
2019-06	13.46	7070	
2019-09	15.02	7222	
2019-12	14.78	7338	
2020-03	16.88	6397	
2020-06	15.41	6732	
2020-09	15.77	7083	
2020-12	17.15	8448	
2021-03	20.88	8581	
2021-06	27.63	10179	
2021-09	23.08	8668	
2021-12	23.48	8742	
2022-03	21.1	9423	
2022-06	17.73	8718	
2022-09	15.84	8644	
2022-12	14.88	8343	
2023-03	23.57	10196	
2023-06	31.51	9070	
2023-09	22.38	7073	
2023-12	21.12	6855	
2024-03	22.67	6826	
2024-06	19.09	6209	
2024-09	15.89	6078	
