month	ct_avg_前复权价格	股东人数
2001-12	0.91	136460	
2002-06	0.83	126180	
2002-09	0.85	124933	
2002-12	0.75	121262	
2003-03	0.78	118402	
2003-06	0.84	123855	
2003-09	0.74	127133	
2003-12	0.85	124495	
2004-03	1	126750	
2004-06	0.77	123958	
2004-09	0.8	123568	
2004-12	0.77	121813	
2005-03	0.76	118455	
2005-06	0.69	114699	
2005-09	0.8	135170	
2005-12	0.76	132922	
2006-03	1.02	162030	
2006-06	1.06	193247	
2006-09	0.99	189418	
2006-12	1.21	190272	
2007-03	2.39	373376	
2007-06	3.17	576089	
2007-09	4.02	686737	
2007-12	3.35	769052	
2008-03	3.06	751207	
2008-06	2.05	729895	
2008-09	1.35	715204	
2008-12	1.31	709754	
2009-03	1.54	681539	
2009-06	1.75	651851	
2009-09	1.94	650765	
2009-12	2.16	709400	
2010-03	1.92	687344	
2010-06	1.52	677520	
2010-09	1.56	650955	
2010-12	1.86	608040	
2011-03	2.69	515395	
2011-06	3.7	491504	
2011-09	2.88	491051	
2011-12	1.88	492587	
2012-01	2.11	487461	
2012-03	2.68	468740	
2012-06	2.68	464871	
2012-09	2.36	451337	
2012-12	2.36	439589	
2013-03	2.32	432848	
2013-06	2.04	426587	
2013-09	1.85	418581	
2013-12	1.83	407306	
2014-03	1.91	394400	
2014-06	1.69	395345	
2014-09	2.44	421232	
2014-12	3.76	473869	
2015-03	5.31	446935	
2015-06	5.96	716137	
2015-09	3.57	591028	
2015-12	3.46	522952	
2016-03	2.76	521700	
2016-06	2.67	502633	
2016-09	2.62	491335	
2016-12	2.68	486690	
2017-03	2.86	463498	
2017-06	2.83	458928	
2017-09	3.62	505738	
2017-12	3.29	483492	
2018-03	2.96	485228	
2018-06	2.11	547344	
2018-09	1.97	561388	
2018-12	2.01	563954	
2019-03	2.46	604545	
2019-06	2.25	611474	
2019-09	1.97	597101	
2019-12	1.71	597043	
2020-03	1.54	592243	
2020-06	1.43	587982	
2020-09	1.54	576061	
2020-12	1.54	559113	
2021-03	2.31	744718	
2021-06	2.08	717554	
2021-09	4.7	947831	
2021-12	3.84	926251	
2022-03	3.08	958584	
2022-06	2.94	933454	
2022-09	2.6	915778	
2022-12	2.6	875079	
2023-03	2.58	849523	
2023-06	2.39	817123	
2023-09	2.34	800901	
2023-12	1.95	800902	
2024-01	1.89	794155	
2024-03	2.07	784786	
2024-06	1.88	755715	
2024-08	1.9	739451	
2024-09	1.9	724931	
2024-11	2.62	838567	
2025-01	2.38	741742	
