month	ct_avg_前复权价格	人均持股
2003-09	1.11	2730	
2003-12	1.4	3915	
2004-03	1.4	3158	
2004-06	1.16	3218	
2004-09	1.15	3734	
2004-12	1.16	3804	
2005-03	1.11	4221	
2005-06	0.88	3889	
2005-09	0.94	3972	
2005-12	1.09	5087	
2006-03	1.61	5700	
2006-06	3.43	6092	
2006-09	3.29	5518	
2006-12	3.95	6393	
2007-03	5.32	6988	
2007-06	8.57	10090	
2007-09	21.45	5338	
2007-12	18.18	5195	
2008-03	22.96	5366	
2008-06	12.72	3577	
2008-09	7.9	2736	
2008-12	11.36	3650	
2009-03	18.35	2755	
2009-06	27.14	2370	
2009-09	30.66	2108	
2009-12	41.25	2793	
2010-03	34.6	2236	
2010-06	39.28	2956	
2010-09	45.84	3492	
2010-12	54.22	2575	
2011-03	49.98	2964	
2011-06	45.36	2801	
2011-09	44.55	3100	
2011-12	32.19	2954	
2012-03	35.03	5561	
2012-06	35.69	5717	
2012-09	39.45	6621	
2012-12	36.93	6392	
2013-03	34.29	5635	
2013-06	32.49	5644	
2013-09	23.61	5448	
2013-12	18.82	5530	
2014-03	18.09	5455	
2014-06	15.72	5634	
2014-09	16.94	5700	
2014-12	20.49	6292	
2015-03	26.4	6734	
2015-06	30.67	8500	
2015-09	17.66	8942	
2015-12	21.49	9749	
2016-03	27.78	9741	
2016-06	36	10551	
2016-09	41.55	8946	
2016-12	37.95	7127	
2017-02	38.67	7886	
2017-03	37.06	7484	
2017-06	29.98	7378	
2017-09	33.65	7964	
2017-12	31.17	8470	
2018-03	28.61	8180	
2018-06	27.17	8392	
