month	ct_avg_前复权价格	人均持股
2005-06	1.16	2125	
2005-09	1.38	2385	
2005-12	1.17	2868	
2006-03	1.01	2995	
2006-06	1.26	3292	
2006-09	1.26	4090	
2006-12	1.25	6349	
2007-03	1.89	8887	
2007-06	2.09	5902	
2007-09	2.54	6586	
2007-12	4.17	6347	
2008-03	3.96	8260	
2008-06	2.71	8122	
2008-09	1.93	8345	
2008-12	1.86	0	
2009-03	2.52	6104	
2009-06	2.5	4686	
2009-09	2.6	7946	
2009-12	3.82	7434	
2010-03	3.88	7839	
2010-06	4.25	8736	
2010-09	4.74	9376	
2010-12	5.71	9599	
2011-03	6.02	11313	
2011-06	5.62	11287	
2011-09	5.12	10727	
2011-12	4.67	15555	
2012-03	4.49	26183	
2012-06	3.98	50411	
2012-09	3.13	42068	
2012-12	3.03	31623	
2013-03	3.87	41012	
2013-06	4.75	45910	
2013-09	4.72	49772	
2013-12	3.97	41952	
2014-03	4.39	41460	
2014-06	4.85	60533	
2014-09	6.91	67913	
2014-12	6.37	67084	
2015-03	8.17	33159	
2015-06	14.11	15860	
2015-09	6.44	17951	
2015-12	9.32	19789	
2016-03	6.5	20557	
2016-06	9.08	23375	
2016-09	9.39	28752	
2016-12	10.23	30337	
2017-02	10.28	33225	
2017-03	10.31	33361	
2017-06	14.7	40188	
2017-09	16.55	44794	
2017-12	17.73	40308	
2018-03	19.02	37703	
2018-06	17.59	46198	
2018-09	12.27	50775	
2018-12	13.16	51830	
2019-03	15.89	51626	
2019-06	13.66	65477	
2019-09	16.87	77922	
2019-12	20.99	69029	
2020-03	25.26	44952	
2020-06	33.87	55410	
2020-09	37.46	49965	
2020-12	40.47	45013	
2021-03	37.08	32664	
2021-06	38.23	45482	
2021-09	42.39	43135	
2021-12	41.34	57591	
2022-03	30.47	41619	
2022-06	39.82	58208	
2022-09	48.39	54404	
2022-12	39.97	53436	
2023-03	43.11	59201	
2023-06	49.64	57378	
2023-09	50.89	68859	
2023-12	51.44	70593	
2024-03	44.43	43543	
2024-06	40.44	32485	
2024-09	33.24	33498	
