month	ct_avg_前复权价格	股东人数
2005-06	1.16	11292	
2005-09	1.38	10064	
2005-12	1.17	13600	
2006-03	1.01	13021	
2006-06	1.26	11847	
2006-09	1.26	9536	
2006-12	1.25	8664	
2007-03	1.89	6190	
2007-06	2.09	9320	
2007-09	2.54	8353	
2007-12	4.17	10877	
2008-03	3.96	8358	
2008-06	2.71	8500	
2008-09	1.93	8273	
2008-12	1.86	9898	
2009-03	2.52	11265	
2009-06	2.5	14674	
2009-09	2.6	8654	
2009-12	3.82	9249	
2010-03	3.88	8772	
2010-06	4.25	7871	
2010-09	4.74	7334	
2010-12	5.71	7163	
2011-03	6.02	6078	
2011-06	5.62	6092	
2011-09	5.12	6410	
2011-12	4.67	6351	
2012-03	4.49	11230	
2012-06	3.98	11445	
2012-09	3.13	13715	
2012-12	3.03	18245	
2013-03	3.87	14068	
2013-06	4.75	12567	
2013-09	4.72	11592	
2013-12	3.97	13912	
2014-03	4.39	14077	
2014-06	4.85	12534	
2014-09	6.91	11172	
2014-12	6.37	11310	
2015-03	8.17	22881	
2015-06	14.11	95679	
2015-09	6.44	84530	
2015-12	9.32	76679	
2016-03	6.5	73815	
2016-06	9.08	64916	
2016-09	9.39	52776	
2016-12	10.23	50019	
2017-02	10.28	47067	
2017-03	10.31	46875	
2017-06	14.7	38912	
2017-09	16.55	34911	
2017-12	17.73	38796	
2018-03	19.02	41476	
2018-06	17.59	33850	
2018-09	12.27	36647	
2018-12	13.16	35901	
2019-03	15.89	36043	
2019-06	13.66	36880	
2019-09	16.87	30990	
2019-12	20.99	35039	
2020-03	25.26	53538	
2020-06	33.87	56410	
2020-09	37.46	70360	
2020-12	40.47	78206	
2021-03	37.08	107774	
2021-06	38.23	77721	
2021-09	42.39	81947	
2021-12	41.34	61484	
2022-03	30.47	85080	
2022-06	39.82	60603	
2022-09	48.39	64841	
2022-12	39.97	66015	
2023-03	43.11	59753	
2023-06	49.64	61865	
2023-09	50.89	53589	
2023-12	51.44	52273	
2024-03	44.43	84746	
2024-06	40.44	112836	
2024-09	33.24	109572	
