month	ct_avg_前复权价格	人均持股
1996-12	1.04	1122	
1997-12	1.31	3981	
1998-12	0.76	2593	
1999-12	0.7	2965	
2000-12	1.31	6035	
2001-12	0.73	4498	
2002-06	0.66	4513	
2002-09	0.74	4579	
2002-12	0.61	4557	
2003-03	0.61	4562	
2003-06	0.53	3221	
2003-09	0.45	4605	
2003-12	0.39	4743	
2004-03	0.45	5008	
2004-06	0.41	5030	
2004-09	0.35	3473	
2004-12	0.29	5140	
2005-03	0.25	3528	
2005-06	0.17	5330	
2005-09	0.21	3925	
2005-12	0.19	5897	
2006-03	0.21	4219	
2006-06	0.39	6134	
2006-09	0.35	4554	
2006-12	0.43	4961	
2007-03	0.6	4986	
2007-06	0.7	7045	
2007-09	1.62	2893	
2007-12	1.47	2698	
2008-03	1.24	2939	
2008-06	0.96	3103	
2008-09	0.59	3474	
2008-12	0.59	3642	
2009-03	0.71	3360	
2009-06	1.12	4132	
2009-09	1.51	9376	
2009-12	2.16	12284	
2010-03	2.39	18404	
2010-06	2.95	19751	
2010-09	3.83	16636	
2010-12	5.48	16573	
2011-03	5.32	18535	
2011-06	4.98	21615	
2011-09	6.08	20447	
2011-12	5.86	20880	
2012-03	6.37	21403	
2012-06	6.19	20612	
2012-09	4.69	18578	
2012-12	3.87	15696	
2013-03	4.19	14634	
2013-06	3.22	13763	
2013-09	2.8	12249	
2013-12	2.95	12352	
2014-03	2.66	12490	
2014-06	2.47	13685	
2014-09	3.79	16719	
2014-12	4.68	18448	
2015-03	4.77	16725	
2015-06	6.05	18389	
2015-09	4.01	20466	
2015-12	4.86	21394	
2016-03	4.71	26095	
2016-06	6.67	26187	
2016-09	5.93	20244	
2016-12	6.53	23674	
2017-03	7.48	29843	
2017-06	7.1	27416	
2017-09	7.84	26191	
2017-12	9.29	19803	
2018-03	8.8	22950	
2018-06	12.7	27714	
2018-09	11.14	22987	
2018-12	8.32	16921	
2019-03	13.17	25058	
2019-06	15.72	24561	
2019-09	17.49	21558	
2019-12	17.63	23750	
2020-03	17.33	16959	
2020-06	21.6	19637	
2020-09	33.79	15792	
2020-12	37.34	16117	
2021-03	29.82	15340	
2021-06	34.72	15174	
2021-09	33.48	18334	
2021-12	39	15914	
2022-03	28.36	14712	
2022-06	34.49	19223	
2022-09	38.67	22099	
2022-12	39.74	22099	
2023-03	41.39	23255	
2023-06	38.32	19199	
2023-09	42.87	20492	
2023-12	35.5	17111	
2024-03	37.5	18739	
2024-06	35.94	15865	
2024-09	24.74	13874	
