month	ct_avg_前复权价格	人均持股
1998-12	0.97	1584	
1999-06	1.04	1731	
1999-12	0.96	1657	
2000-06	1.12	2099	
2000-12	1.36	1929	
2001-12	1.34	1888	
2002-06	1.27	2054	
2002-09	1.34	2044	
2002-12	1.24	2024	
2003-03	1.19	2055	
2003-06	1.03	2082	
2003-09	0.88	2085	
2003-12	0.84	2147	
2004-03	1.1	2631	
2004-06	1.13	2754	
2004-09	1.1	2649	
2004-12	1.1	2676	
2005-03	1.23	2996	
2005-06	1.34	3851	
2005-09	1.59	4689	
2005-12	1.53	6208	
2006-03	1.75	6581	
2006-06	3.83	9719	
2006-09	3.96	13200	
2006-12	5.62	17051	
2007-03	13.91	21658	
2007-06	24.52	18619	
2007-09	45.38	17597	
2007-12	44.5	10669	
2008-03	28.82	3753	
2008-06	16.35	2580	
2008-09	9.59	2678	
2008-12	8.18	2271	
2009-03	10.09	1843	
2009-06	12.65	2977	
2009-09	14.78	2883	
2009-12	15.63	3013	
2010-03	14.07	2940	
2010-06	12.35	3093	
2010-09	12.03	7761	
2010-12	12.72	7120	
2011-03	16.54	9137	
2011-06	14.23	8343	
2011-09	11.27	10371	
2011-12	9	9995	
2012-03	11.38	9163	
2012-06	9.91	11293	
2012-09	8.66	11127	
2012-12	8.72	11736	
2013-03	9.34	11676	
2013-06	7.73	11822	
2013-09	8.16	12272	
2013-12	9.33	14817	
2014-03	8.23	13500	
2014-06	8.48	14209	
2014-09	13.08	14213	
2014-12	16.31	11341	
2015-03	16.86	10781	
2015-06	26.11	9806	
2015-09	15.24	10243	
2015-12	15.29	10590	
2016-03	10.37	10157	
2016-06	9.46	10156	
2016-09	9.5	10205	
2016-12	12.01	9280	
2017-03	12.11	9344	
2017-06	9.77	9136	
2017-09	10.67	9451	
2017-12	10.62	9447	
2018-03	9.68	8208	
2018-06	4.66	9985	
2018-09	4.86	10507	
2018-12	5.55	11057	
2019-03	7.82	11620	
2019-06	8.52	9396	
2019-09	10.5	9422	
2019-12	9.22	10210	
2020-03	8.07	10360	
2020-06	7.76	10677	
2020-09	8.35	10345	
2020-12	7.89	10262	
2021-03	6.56	17675	
2021-06	7.29	15699	
2021-09	11.41	12289	
2021-12	10.51	11353	
2022-03	8.25	11213	
2022-06	8.4	11816	
2022-09	11.14	16308	
2022-12	9.95	13623	
2023-03	10.86	25075	
2023-06	12.9	18631	
2023-09	12.13	19879	
2023-12	12.43	23399	
2024-03	15.46	25904	
2024-06	16.56	28097	
2024-09	15.56	22912	
