month	ct_avg_前复权价格	股东人数
2007-12	0.7	4783	
2008-03	0.48	5497	
2008-06	0.37	5738	
2008-09	0.27	5964	
2008-12	0.26	7872	
2009-03	0.26	8171	
2009-06	0.33	8302	
2009-09	0.31	8434	
2009-12	0.32	8415	
2010-03	0.3	8495	
2010-06	0.26	8711	
2010-09	0.24	8844	
2010-12	0.28	8680	
2011-03	0.29	8646	
2011-06	0.27	8642	
2011-09	0.24	8496	
2011-12	0.24	8385	
2012-03	0.26	8154	
2012-06	0.23	8130	
2012-09	0.23	8136	
2012-12	0.23	8077	
2013-03	0.23	7979	
2013-06	0.21	7951	
2013-09	0.21	7950	
2013-12	0.21	7909	
2014-03	0.21	7909	
2014-06	0.21	7855	
2014-09	0.22	7610	
2014-12	0.27	7622	
2015-03	0.32	7598	
2015-06	0.34	7274	
2015-12	0.24	7269	
2016-03	0.22	7313	
2016-06	0.21	7310	
2016-09	0.21	7270	
2016-12	0.22	7192	
2017-02	0.24	7152	
2017-03	0.23	7136	
2017-06	0.22	7080	
2017-09	0.23	6984	
2017-12	0.24	6866	
2018-03	0.23	6669	
2018-06	0.23	6588	
2018-09	0.25	6556	
2018-12	0.22	6546	
2019-03	0.23	6509	
2019-06	0.21	6474	
2019-09	0.19	6440	
2019-12	0.17	6430	
2020-03	0.15	6390	
2020-06	0.13	6373	
2020-09	0.13	6268	
2020-12	0.13	6234	
2021-03	0.14	6149	
2021-06	0.16	6123	
2021-09	0.18	5903	
2021-12	0.16	5993	
2022-03	0.18	5937	
2022-06	0.18	5903	
2022-09	0.18	5852	
2022-12	0.18	5725	
2023-03	0.2	5678	
2023-06	0.27	5611	
2023-09	0.29	5567	
2023-12	0.25	5531	
2024-03	0.33	5479	
2024-06	0.37	5358	
2024-09	0.31	5301	
