month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2010-05	0.57	-73.22	
2010-06	0.51	-83.08	
2010-07	0.43	-88.07	
2010-08	0.47	-76.14	
2010-09	0.48	-69.74	
2010-10	0.72	-12.95	
2010-11	0.69	15.67	
2010-12	0.62	17.93	
2011-01	0.55	-13.53	
2011-02	0.57	-25.18	
2011-03	0.59	0.82	
2011-04	0.59	7.89	
2011-05	0.53	-37.71	
2011-06	0.52	-55.57	
2011-07	0.62	-2.64	
2011-08	0.63	39.75	
2011-09	0.56	6.85	
2011-10	0.5	-57.31	
2011-11	0.51	-69.97	
2011-12	0.45	-87.05	
2012-01	0.47	-81.43	
2012-02	0.51	-60.89	
2012-03	0.5	-55.92	
2012-04	0.48	-69.75	
2012-05	0.47	-72.93	
2012-06	0.46	-83.08	
2012-07	0.43	-87.82	
2012-08	0.44	-81.02	
2012-09	0.45	-66.12	
2012-10	0.45	-56.65	
2012-11	0.44	-70.74	
2012-12	0.43	-74.75	
2013-01	0.44	-52.77	
2013-02	0.44	-43.75	
2013-03	0.41	-75.77	
2013-04	0.38	-87.94	
2013-05	0.36	-88.76	
2013-06	0.32	-93.02	
2013-07	0.3	-91.89	
2013-08	0.3	-86.53	
2013-09	0.32	-72.23	
2013-10	0.31	-78.47	
2013-11	0.29	-86.91	
2013-12	0.28	-87.74	
2014-01	0.27	-88.61	
2014-02	0.28	-73.71	
2014-03	0.28	-74.79	
2014-04	0.27	-77.38	
2014-05	0.27	-77.45	
2014-06	0.26	-79.69	
2014-07	0.27	-57.38	
2014-08	0.29	-3.95	
2014-09	0.3	16.67	
2014-10	0.32	34.62	
2014-11	0.33	53.75	
2014-12	0.4	78.14	
2015-01	0.47	87.77	
2015-02	0.43	80.54	
2015-03	0.48	88.03	
2015-04	0.6	98.43	
2015-05	0.67	96.38	
2015-06	0.77	92.05	
2015-07	0.54	58.38	
2015-08	0.52	35.93	
2015-09	0.45	-0.58	
2015-10	0.47	-6.51	
2015-11	0.47	-17.05	
2015-12	0.45	-36.18	
2016-01	0.41	-52.86	
2016-02	0.4	-60	
2016-03	0.43	-53.42	
2016-04	0.42	-66.56	
2016-05	0.39	-83.5	
2016-06	0.41	-66.38	
2016-07	0.47	-7.99	
2016-08	0.45	5.16	
2016-09	0.42	-25.27	
2016-10	0.42	-39.06	
2016-11	0.45	12.62	
2016-12	0.45	33.4	
2017-01	0.44	28.37	
2017-02	0.46	51.44	
2017-03	0.45	36.57	
2017-04	0.45	21.68	
2017-05	0.42	-28.97	
2017-06	0.43	-47.04	
2017-07	0.46	12.08	
2017-08	0.5	62.11	
2017-09	0.53	79.51	
2017-10	0.51	75.89	
2017-11	0.49	61.89	
2017-12	0.53	79.76	
2018-01	0.62	91.64	
2018-02	0.64	90.3	
2018-03	0.61	81.33	
2018-04	0.56	57.54	
2018-05	0.52	19.76	
2018-06	0.5	-5.67	
2018-07	0.47	-36.89	
2018-08	0.45	-53.3	
2018-09	0.47	-50.99	
2018-10	0.47	-50.94	
2018-11	0.47	-54.87	
2018-12	0.46	-67.77	
2019-01	0.41	-87.42	
2019-02	0.46	-66.31	
2019-03	0.48	-27.59	
2019-04	0.48	-4.12	
2019-05	0.44	-55	
2019-06	0.47	-26.88	
2019-07	0.5	31.25	
2019-08	0.51	56.61	
2019-09	0.48	36.21	
2019-10	0.45	-13.1	
2019-11	0.49	14.33	
2019-12	0.56	66.36	
2020-01	0.64	84.88	
2020-02	0.6	83.62	
2020-03	0.53	57.91	
2020-04	0.55	53.83	
2020-05	0.55	47.37	
2020-06	0.56	43.84	
2020-07	0.77	87.89	
2020-08	0.89	96.39	
2020-09	0.96	92.86	
2020-10	0.96	90.4	
2020-11	1.16	98.64	
2020-12	1.26	94.72	
2021-01	1.49	97.05	
2021-02	1.69	95.18	
2021-03	1.52	83.27	
2021-04	1.48	74.23	
2021-05	1.6	84.97	
2021-06	1.47	63.31	
2021-07	1.43	34.9	
2021-08	1.52	50.36	
2021-09	1.56	65.58	
2021-10	1.58	62.95	
2021-11	1.49	31.05	
2021-12	1.43	-7.49	
2022-01	1.41	-30.73	
2022-02	1.57	1.62	
2022-03	1.59	32.37	
2022-04	1.64	60.2	
2022-05	1.41	13.77	
2022-06	1.41	-6.55	
2022-07	1.3	-56.34	
2022-08	1.29	-72.52	
2022-09	1.25	-79.63	
2022-10	1.16	-91.18	
2022-11	1.36	-57.79	
2022-12	1.48	-3.98	
2023-01	1.64	29.07	
2023-02	1.69	45.67	
2023-03	1.73	63.59	
2023-04	1.92	76.13	
2023-05	1.65	59.78	
2023-06	1.7	59.29	
2023-07	1.83	78.15	
2023-08	1.85	84.47	
2023-09	1.91	88.39	
2023-10	1.78	59.45	
2023-11	1.77	35.72	
2023-12	1.77	18.11	
2024-01	1.8	33.81	
2024-02	1.89	55.8	
2024-03	2.25	89.41	
2024-04	2.64	97.01	
2024-05	2.69	94.15	
2024-06	2.59	80.22	
2024-07	2.66	85.99	
2024-08	2.39	50.85	
2024-09	2.35	30.69	
2024-10	2.64	64.39	
2024-11	2.46	40.22	
2024-12	2.36	-2.44	
2025-01	2.42	-0.95	
