month	ct_avg_前复权价格	人均持股
2002-06	0.88	2140	
2002-09	0.86	2201	
2002-12	0.64	2260	
2003-03	0.71	2211	
2003-06	0.8	2642	
2003-09	0.75	2744	
2003-12	0.71	2800	
2004-03	0.8	1915	
2004-06	1	6124	
2004-09	1	6482	
2004-12	1.26	8319	
2005-03	1.28	7434	
2005-06	1.03	8181	
2005-09	1.29	9403	
2005-12	1.37	10451	
2006-03	1.58	9125	
2006-06	2.72	7163	
2006-09	3.07	9451	
2006-12	3.5	6746	
2007-03	3.63	4915	
2007-06	4.82	11358	
2007-09	4.62	5531	
2007-12	4.08	5265	
2008-03	5	9495	
2008-06	4.45	12233	
2008-09	4.11	21928	
2008-12	4.69	24461	
2009-03	5.06	12985	
2009-06	7.18	11556	
2009-09	7.64	7747	
2009-12	8.63	8348	
2010-03	9.38	9493	
2010-06	7.73	11576	
2010-09	10.5	12632	
2010-12	13.31	14461	
2011-03	12.88	9973	
2011-06	9.21	13449	
2011-09	7.9	11212	
2011-12	5.92	9202	
2012-03	6.43	9331	
2012-06	6.57	9483	
2012-09	5.3	22216	
2012-12	5.04	22460	
2013-03	4.95	23090	
2013-06	4.55	23560	
2013-09	5.23	22297	
2013-12	4.89	22559	
2014-03	4.35	22949	
2014-06	4.05	23644	
2014-09	5.23	27541	
2014-12	9.7	39264	
2015-03	16.6	34391	
2015-06	28.58	16882	
2015-09	12.98	17229	
2015-12	15.54	16943	
2016-03	12.03	17856	
2016-06	10.38	18363	
2016-09	12.54	21042	
2016-12	13.92	23660	
2017-02	13.36	23218	
2017-03	12.98	24315	
2017-06	12.35	25013	
2017-09	11.94	24710	
2017-12	10.14	25006	
2018-03	9.18	25345	
2018-06	7.82	25851	
2018-09	6.94	25645	
2018-12	6.07	25901	
2019-03	8.08	26392	
2019-06	6.99	27539	
2019-09	6.77	28362	
2019-12	6.67	28844	
2020-03	6	29745	
2020-06	8.87	23015	
2020-09	10.55	24928	
2020-12	9.05	24451	
2021-03	8.86	26153	
2021-06	9.61	28432	
2021-09	8.47	29193	
2021-12	8.33	30548	
2022-03	8.59	32080	
2022-06	9.59	31764	
2022-09	8.41	32761	
2022-12	9.32	27033	
2023-03	9.54	31346	
2023-06	16.6	26173	
2023-09	16.46	30771	
2023-12	13.68	31069	
2024-03	15.93	38845	
2024-06	14.54	39264	
2024-09	16.14	44302	
