month	ct_avg_前复权价格	股东人数
2002-06	0.88	13620	
2002-09	0.86	13245	
2002-12	0.64	12901	
2003-03	0.71	13183	
2003-06	0.8	11034	
2003-09	0.75	10625	
2003-12	0.71	10413	
2004-03	0.8	15225	
2004-06	1	8180	
2004-09	1	7728	
2004-12	1.26	6021	
2005-03	1.28	6738	
2005-06	1.03	6468	
2005-09	1.29	5627	
2005-12	1.37	5063	
2006-03	1.58	5799	
2006-06	2.72	7387	
2006-09	3.07	6069	
2006-12	3.5	8502	
2007-03	3.63	11669	
2007-06	4.82	5050	
2007-09	4.62	13587	
2007-12	4.08	14275	
2008-03	5	7915	
2008-06	4.45	6144	
2008-09	4.11	6855	
2008-12	4.69	6145	
2009-03	5.06	11576	
2009-06	7.18	26016	
2009-09	7.64	38808	
2009-12	8.63	36012	
2010-03	9.38	31668	
2010-06	7.73	51942	
2010-09	10.5	47599	
2010-12	13.31	41577	
2011-03	12.88	60289	
2011-06	9.21	89411	
2011-09	7.9	107253	
2011-12	5.92	130678	
2012-03	6.43	128873	
2012-06	6.57	126806	
2012-09	5.3	122509	
2012-12	5.04	121175	
2013-03	4.95	117870	
2013-06	4.55	115516	
2013-09	5.23	122059	
2013-12	4.89	120645	
2014-03	4.35	118593	
2014-06	4.05	115109	
2014-09	5.23	98820	
2014-12	9.7	69316	
2015-03	16.6	79138	
2015-06	28.58	322420	
2015-09	12.98	315931	
2015-12	15.54	321267	
2016-03	12.03	304841	
2016-06	10.38	296418	
2016-09	12.54	258689	
2016-12	13.92	230057	
2017-02	13.36	234441	
2017-03	12.98	223863	
2017-06	12.35	217615	
2017-09	11.94	220281	
2017-12	10.14	217677	
2018-03	9.18	214762	
2018-06	7.82	210560	
2018-09	6.94	212254	
2018-12	6.07	210157	
2019-03	8.08	206244	
2019-06	6.99	197653	
2019-09	6.77	191920	
2019-12	6.67	188715	
2020-03	6	182993	
2020-06	8.87	236509	
2020-09	10.55	218359	
2020-12	9.05	222616	
2021-03	8.86	208131	
2021-06	9.61	191448	
2021-09	8.47	186456	
2021-12	8.33	178184	
2022-03	8.59	169677	
2022-06	9.59	171362	
2022-09	8.41	166150	
2022-12	9.32	201353	
2023-03	9.54	174068	
2023-06	16.6	208473	
2023-09	16.46	177322	
2023-12	13.68	175645	
2024-03	15.93	140804	
2024-06	14.54	139302	
2024-09	16.14	123461	
