month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
1999-04	4.04	0.44	
1999-05	4.3	0.52	
1999-06	5.81	1.02	
1999-07	6.05	1.06	
1999-08	6.14	1.06	
1999-09	5.88	0.93	
1999-10	5.21	0.69	
1999-11	5.86	0.87	
1999-12	5.59	0.76	
2000-01	5.86	0.81	
2000-02	7.11	1.15	
2000-03	7.59	1.25	
2000-04	7.32	1.13	
2000-05	6.67	0.92	
2000-06	7.23	1.04	
2000-07	7.91	1.19	
2000-08	8.06	1.19	
2000-09	7.31	0.97	
2000-10	7.48	0.98	
2000-11	8.01	1.1	
2000-12	8.12	1.1	
2001-01	8.73	1.22	
2001-02	8.14	1.05	
2001-03	8.37	1.07	
2001-04	8.7	1.12	
2001-05	8.42	1.03	
2001-06	8.31	0.98	
2001-07	8.37	0.97	
2001-08	8.42	0.96	
2001-09	8.73	1.01	
2001-10	7.97	0.81	
2001-11	7.72	0.73	
2001-12	7.78	0.73	
2002-01	7.01	0.54	
2002-02	7.38	0.61	
2002-03	7.69	0.66	
2002-04	7.36	0.57	
2002-05	6.91	0.46	
2002-06	6.93	0.46	
2002-07	7.39	0.53	
2002-08	7.15	0.47	
2002-09	6.92	0.41	
2002-10	6.63	0.33	
2002-11	6.24	0.24	
2002-12	5.86	0.16	
2003-01	5.8	0.14	
2003-02	6.05	0.18	
2003-03	6.69	0.29	
2003-04	7.6	0.44	
2003-05	8.16	0.53	
2003-06	7.95	0.47	
2003-07	7.51	0.38	
2003-08	7.89	0.43	
2003-09	7.32	0.31	
2003-10	7.25	0.29	
2003-11	7.19	0.26	
2003-12	7.47	0.3	
2004-01	9.12	0.56	
2004-02	9.94	0.68	
2004-03	10.21	0.7	
2004-04	10.57	0.73	
2004-05	9.17	0.48	
2004-06	8.84	0.41	
2004-07	9.48	0.49	
2004-08	9.78	0.52	
2004-09	9.46	0.45	
2004-10	10.19	0.54	
2004-11	9.32	0.4	
2004-12	9.24	0.37	
2005-01	10.11	0.48	
2005-02	10.89	0.58	
2005-03	10.26	0.47	
2005-04	10.51	0.5	
2005-05	9.23	0.3	
2005-06	8.7	0.22	
2005-07	9.5	0.32	
2005-08	10.7	0.48	
2005-09	10.48	0.44	
2005-10	10.49	0.43	
2005-11	11.13	0.51	
2005-12	11.62	0.56	
2006-01	13.04	0.74	
2006-02	15.29	1.01	
2006-03	16.09	1.09	
2006-04	18.76	1.4	
2006-05	17.48	1.2	
2006-06	15.48	0.93	
2006-07	16.87	1.07	
2006-08	17.72	1.14	
