month	ct_avg_前复权价格	股东人数
2002-06	0.87	108073	
2002-09	0.97	129845	
2002-12	0.81	135879	
2003-03	0.89	115368	
2003-06	1.1	153740	
2003-09	0.92	163669	
2003-12	1.01	160917	
2004-03	1.05	171301	
2004-06	0.99	180508	
2004-09	1.06	167950	
2004-12	0.98	158951	
2005-03	0.98	147510	
2005-06	1.02	151590	
2005-09	1.16	168110	
2005-12	1.15	150832	
2006-03	1.39	211577	
2006-06	1.59	202730	
2006-09	2.05	137010	
2006-12	3.25	70247	
2007-06	5.19	54958	
2007-12	8.83	47789	
2008-06	5.75	45887	
2008-12	2.97	45109	
2009-06	4.76	44539	
2009-12	5.2	44728	
2010-06	4.13	43170	
2010-12	4.22	41715	
2011-06	4.26	41168	
2011-12	3.85	44327	
2012-06	3.74	48845	
2012-12	3.95	37782	
2013-06	4.27	48270	
2013-12	3.91	42696	
2014-06	3.71	42063	
2014-12	5.61	41289	
2015-06	7.57	39057	
2015-12	7.17	37967	
2016-06	7.12	37782	
2016-12	7.72	37347	
2017-06	9.7	36743	
2017-12	12.65	35281	
2018-06	12.36	34007	
2018-12	12.39	33602	
2019-06	16.15	33203	
2019-12	17.23	32767	
2020-06	15.98	32357	
2020-12	21.04	31494	
2021-02	25.89	411988	
2021-06	26.69	30632	
2021-09	25.17	30259	
2021-12	24.9	29976	
2022-03	22.4	29811	
2022-06	19.65	29632	
2022-09	17.57	29411	
2022-12	18.56	29271	
2023-03	18.1	29078	
2023-06	17.03	28913	
2023-09	17.81	28731	
2023-12	14.9	28569	
2024-03	17.11	28270	
2024-06	18.32	27730	
2024-09	18.36	27567	
