month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-12	0.85	-0.53	
2006-01	1.03	-0.43	
2006-02	1.16	-0.36	
2006-03	1.18	-0.35	
2006-04	1.41	-0.23	
2006-05	1.94	0.06	
2006-06	1.77	-0.04	
2006-07	1.91	0.04	
2006-08	1.84	-0.01	
2006-09	2.15	0.16	
2006-10	2.12	0.14	
2006-11	1.93	0.04	
2006-12	2.76	0.47	
2007-01	3.61	0.9	
2007-02	3.8	0.98	
2007-03	4.48	1.3	
2007-04	5.9	1.95	
2007-05	6.86	2.33	
2007-06	8.21	2.85	
2007-07	7.86	2.59	
2007-08	10.36	3.54	
2007-09	11.54	3.85	
2007-10	14.72	4.86	
2007-11	11.06	3.25	
2007-12	11.3	3.19	
2008-01	12.12	3.33	
2008-02	11.84	3.08	
2008-03	11.03	2.69	
2008-04	9.05	1.96	
2008-05	11.54	2.65	
2008-06	9	1.79	
2008-07	9.7	1.94	
2008-08	7.42	1.21	
2008-09	5.23	0.55	
2008-10	4.44	0.31	
2008-11	3.61	0.06	
2008-12	4.24	0.24	
2009-01	5.34	0.55	
2009-02	7.53	1.15	
2009-03	9.04	1.54	
2009-04	9.93	1.74	
2009-05	9.89	1.68	
2009-06	10.09	1.68	
2009-07	11.17	1.91	
2009-08	11.55	1.95	
2009-09	14.69	2.64	
2009-10	15.98	2.83	
2009-11	16.19	2.77	
2009-12	14.83	2.35	
2010-01	13.84	2.05	
2010-02	12.63	1.72	
2010-03	13.67	1.88	
2010-04	17.43	2.56	
2010-05	20.37	3.01	
2010-06	21.05	2.99	
2010-07	19.85	2.65	
2010-08	25.1	3.43	
2010-09	35.01	4.83	
2010-10	44.29	5.9	
2010-11	42.02	5.17	
2010-12	36.39	4.09	
2011-01	34.65	3.63	
2011-02	36.98	3.72	
2011-03	44.12	4.35	
2011-04	47.3	4.44	
2011-05	50.51	4.5	
2011-06	57.73	4.92	
2011-07	54.65	4.32	
2011-08	50.1	3.66	
2011-09	45.95	3.1	
2011-10	37.9	2.28	
2011-11	37.67	2.16	
2011-12	31.4	1.57	
2012-01	33.62	1.68	
2012-02	37.96	1.94	
2012-03	50.76	2.79	
2012-04	55.47	2.98	
2012-05	68.79	3.71	
2012-06	69.71	3.56	
2012-07	63.12	2.97	
2012-08	59.8	2.63	
2012-09	53.54	2.15	
2012-10	50.76	1.9	
2012-11	51.61	1.87	
2012-12	55.05	1.97	
2013-01	57.29	2	
2013-02	53.33	1.72	
2013-03	49.02	1.44	
2013-04	44.87	1.19	
2013-05	45.07	1.15	
2013-06	39.19	0.84	
2013-07	37.06	0.71	
2013-08	45.26	1.04	
2013-09	46.65	1.06	
2013-10	42.98	0.87	
2013-11	41.02	0.75	
2013-12	38.71	0.63	
2014-01	34.62	0.43	
2014-02	34.94	0.43	
2014-03	32.65	0.32	
2014-04	32.37	0.29	
2014-05	31.3	0.23	
2014-06	31.19	0.21	
2014-07	33.1	0.27	
2014-08	37.51	0.42	
2014-09	36.02	0.35	
2014-10	34.97	0.29	
2014-11	35.34	0.29	
2014-12	40.16	0.44	
2015-01	42.17	0.5	
2015-02	39.84	0.39	
2015-03	42.23	0.46	
2015-04	47.83	0.63	
2015-05	55.58	0.86	
2015-06	55.19	0.81	
2015-07	37.44	0.22	
2015-08	36.88	0.19	
2015-09	31.89	0.02	
2015-10	35.39	0.12	
2015-11	37.32	0.17	
2015-12	34.3	0.07	
2016-01	29.9	-0.08	
2016-02	28.47	-0.12	
2016-03	30.44	-0.07	
2016-04	32.35	-0.02	
2016-05	31.95	-0.03	
2016-06	33.77	0.01	
2016-07	34.74	0.04	
2016-08	32.51	-0.04	
2016-09	31.03	-0.09	
2016-10	30.51	-0.11	
2016-11	31.98	-0.07	
2016-12	30.71	-0.11	
2017-01	29.69	-0.15	
2017-02	30.71	-0.13	
2017-03	30.65	-0.13	
2017-04	29.22	-0.18	
2017-05	26.97	-0.25	
2017-06	26.94	-0.25	
2017-07	33.69	-0.07	
2017-08	44.83	0.22	
2017-09	43.15	0.17	
2017-10	36.62	-0.02	
2017-11	34.04	-0.09	
2017-12	32.94	-0.13	
2018-01	35.18	-0.07	
2018-02	30.54	-0.2	
2018-03	32.05	-0.16	
2018-04	31.55	-0.18	
2018-05	30.5	-0.21	
2018-06	28.37	-0.27	
2018-07	26.71	-0.31	
2018-08	25.23	-0.35	
2018-09	23.77	-0.39	
2018-10	23.51	-0.4	
2018-11	24.67	-0.37	
2018-12	22.81	-0.42	
2019-01	21.72	-0.44	
2019-02	23.33	-0.4	
2019-03	27.45	-0.29	
2019-04	27.56	-0.28	
2019-05	27.74	-0.28	
2019-06	31.89	-0.17	
2019-07	28.36	-0.26	
2019-08	28.32	-0.25	
2019-09	28.1	-0.26	
2019-10	25.45	-0.32	
2019-11	24.31	-0.34	
2019-12	25.35	-0.31	
2020-01	26.54	-0.28	
2020-02	23.61	-0.35	
2020-03	22.01	-0.39	
2020-04	22	-0.39	
2020-05	23.56	-0.35	
2020-06	23.5	-0.35	
2020-07	29.14	-0.19	
2020-08	32.47	-0.09	
2020-09	27.98	-0.2	
2020-10	26.77	-0.23	
2020-11	29.71	-0.14	
2020-12	30.94	-0.09	
2021-01	38.23	0.13	
2021-02	46.56	0.37	
2021-03	50.43	0.49	
2021-04	48.7	0.44	
2021-05	50.3	0.49	
2021-06	50.76	0.5	
2021-07	82.16	1.41	
2021-08	113.4	2.26	
2021-09	128.09	2.6	
2021-10	116.28	2.2	
2021-11	120.99	2.25	
2021-12	121.02	2.19	
2022-01	101.51	1.64	
2022-02	111.16	1.84	
2022-03	102.39	1.57	
2022-04	83.28	1.07	
2022-05	82.11	1.02	
2022-06	92.43	1.24	
2022-07	80.61	0.93	
2022-08	78.62	0.86	
2022-09	72.84	0.71	
2022-10	64.63	0.5	
2022-11	66.18	0.53	
2022-12	64.49	0.48	
2023-01	66.95	0.52	
2023-02	72.24	0.63	
2023-03	66.07	0.48	
2023-04	65.07	0.45	
2023-05	60.58	0.35	
2023-06	59.17	0.31	
2023-07	61.19	0.35	
2023-08	58.78	0.29	
2023-09	55.47	0.22	
2023-10	52.83	0.16	
2023-11	52.23	0.14	
2023-12	47.67	0.04	
2024-01	44.91	-0.02	
2024-02	44.96	-0.02	
2024-03	48.81	0.06	
2024-04	50.26	0.09	
2024-05	49.38	0.06	
2024-06	44.39	-0.05	
2024-07	43.16	-0.08	
2024-08	42.36	-0.1	
2024-09	42.7	-0.09	
2024-10	50.97	0.08	
2024-11	60.49	0.28	
2024-12	56.17	0.18	
2025-01	53.36	0.12	
