month	ct_avg_前复权价格	人均持股
2011-06	1.03	193261	
2011-09	0.94	207897	
2011-12	0.74	211339	
2012-03	0.77	216232	
2012-06	0.66	219769	
2012-09	0.75	222773	
2012-12	0.68	226128	
2013-03	0.84	232230	
2013-06	0.72	235153	
2013-09	0.85	236679	
2013-12	0.97	242142	
2014-03	0.89	246268	
2014-06	0.81	248505	
2014-09	0.95	251773	
2014-12	1.07	254958	
2015-03	1.41	260508	
2015-12	1.29	318062	
2016-03	1.1	319655	
2016-06	1.21	321130	
2016-09	1.37	325497	
2016-12	1.34	328006	
2017-06	1.83	339944	
2017-09	1.62	345932	
2017-12	1.69	351489	
2018-03	1.62	435373	
2018-06	1.71	446152	
2018-09	1.45	448766	
2018-12	1.27	452522	
2019-06	1.26	458848	
2019-12	1.28	464413	
2020-06	1.31	471803	
2020-12	1.42	17037	
2021-06	1.58	495992	
2021-12	1.43	510029	
2022-06	1.36	513448	
2022-09	1.31	515753	
2022-12	1.46	518079	
2023-03	1.57	522794	
2023-06	1.7	525485	
2023-09	1.42	528203	
2024-03	1.41	781524	
2024-09	1.55	539996	
