month	ct_avg_前复权价格	股东人数
2010-03	1.21	18519	
2010-06	1.07	20123	
2010-09	0.86	17234	
2010-12	0.94	13397	
2011-03	0.78	18341	
2011-06	0.59	17155	
2011-09	0.58	16600	
2011-12	0.52	16670	
2012-01	0.47	16766	
2012-03	0.59	18075	
2012-06	0.53	18308	
2012-09	0.45	17897	
2012-12	0.36	17384	
2013-03	0.64	14125	
2013-06	0.88	18355	
2013-09	1.59	21525	
2013-12	1.33	26313	
2014-03	1.41	24768	
2014-06	1.77	30224	
2014-09	2.15	40401	
2014-12	4.54	42455	
2015-03	6.22	46582	
2015-06	16.83	87590	
2015-09	7.5	139176	
2015-12	11.96	152386	
2016-03	8.33	178912	
2016-06	8.28	195169	
2016-09	7.39	199080	
2016-12	7.08	195214	
2017-02	6.25	193235	
2017-03	6.05	187739	
2017-06	5.61	207289	
2017-09	6.61	235016	
2017-12	6.11	217238	
2018-03	6.97	200386	
2018-06	7.07	230167	
2018-09	6.26	242597	
2018-12	7.02	231860	
2019-03	10.95	305138	
2019-06	8.64	339862	
2019-09	10.41	357930	
2019-12	9.87	359054	
2020-03	11.59	374409	
2020-06	13.38	357802	
2020-09	19.46	628162	
2020-12	21.96	516351	
2021-03	22.62	684830	
2021-06	29.7	614372	
2021-09	32.65	514857	
2021-12	35.39	437742	
2022-03	24.12	650740	
2022-06	28.1	598074	
2022-09	23.42	710856	
2022-12	22.45	651496	
2023-03	23.28	680094	
2023-06	19.9	844861	
2023-09	21.5	821892	
2023-12	19.68	811157	
2024-03	18.83	805837	
2024-06	16.71	793018	
2024-09	16.37	907685	
