month	ct_avg_前复权价格	人均持股
2014-12	1.1	1056	
2015-03	2.52	5453	
2015-06	3.55	6647	
2015-09	1.84	7891	
2015-12	2.35	15288	
2016-03	1.83	15569	
2016-06	1.99	16794	
2016-09	2.08	17386	
2016-12	2.02	17681	
2017-03	1.86	17670	
2017-06	1.65	18235	
2017-09	1.77	18153	
2017-12	1.44	71423	
2018-03	1.37	70415	
2018-06	1.2	73493	
2018-09	1.05	75385	
2018-12	1.12	72102	
2019-03	1.69	69124	
2019-06	1.6	73326	
2019-09	1.67	73990	
2019-12	1.53	75309	
2020-03	1.52	74241	
2020-06	1.44	75312	
2020-09	1.78	70472	
2020-12	1.76	72545	
2021-03	1.56	80182	
2021-06	1.43	74954	
2021-09	1.64	79477	
2021-12	1.52	76450	
2022-03	1.34	77305	
2022-06	1.32	77261	
2022-09	1.28	79518	
2022-12	1.28	81352	
2023-03	1.35	85159	
2023-06	1.29	83928	
2023-09	1.36	86728	
2023-12	1.29	85062	
2024-03	1.25	86189	
2024-06	1.35	89900	
2024-09	1.38	87159	
